"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.386874993E-3,1.536521097E-1,-2.914731753E-1,9.180526185E-1
1.436187499E-2,1.184122565E-1,-2.785438120E-2,8.589881390E-1
2.433687498E-2,-4.509124205E-2,2.730105919E-1,7.448412801E-1
3.431187500E-2,-1.092460151E-1,5.380397344E-1,8.197166307E-1
4.428687500E-2,-8.760590851E-3,6.519546050E-1,1.169931812E0
5.426187499E-2,2.020940986E-1,6.236856562E-1,1.441932151E0
6.423687498E-2,2.041021787E-1,4.415788025E-1,1.531498777E0
7.421187501E-2,4.169210941E-2,3.237264168E-1,1.577412576E0
8.418687500E-2,-1.293749088E-1,4.852697825E-1,1.564758763E0
9.416287500E-2,-4.413830669E-1,8.779138219E-1,1.567279497E0
1.041378750E-1,-4.435928759E-1,8.740967596E-1,1.593857431E0
1.141128750E-1,-9.277022785E-1,1.473795383E0,1.616328281E0
1.240878750E-1,-7.571954235E-1,1.514300800E0,1.152830021E0
1.340628750E-1,-6.481116687E-1,1.054348292E0,6.747844738E-1
1.440378750E-1,-5.582658380E-1,3.365826899E-1,4.560050529E-1
1.540128750E-1,-5.281032684E-1,-1.210408723E-1,2.886324517E-1
1.639878750E-1,-4.929540472E-1,-5.128855973E-1,1.724069077E-1
1.739628750E-1,-5.205100742E-1,-5.118810457E-1,2.073656559E-1
1.839378750E-1,-2.373533937E-1,-9.508420497E-1,-5.418838401E-1
1.939128750E-1,-2.259131701E-1,-6.030455697E-1,-8.652002209E-1
2.038878750E-1,-2.268586649E-1,-2.186004961E-1,-9.291306071E-1
2.138628750E-1,-1.240973581E-1,-9.868872106E-2,-9.064735235E-1
2.238388750E-1,-2.393689290E-2,-1.811543423E-1,-9.178029424E-1
2.338138750E-1,-5.495549485E-2,-2.814802837E-1,-9.419064078E-1
2.437888750E-1,-1.035597441E-1,-2.766551614E-1,-1.044304603E0
2.537638750E-1,-1.167026769E-1,-3.075693905E-2,-1.120440028E0
2.637388750E-1,-6.278754786E-2,2.266386634E-1,-1.093452716E0
2.737138750E-1,8.908276901E-2,3.507019615E-1,-1.047716964E0
2.836888750E-1,2.776706766E-1,3.912488937E-1,-1.073193283E0
2.936638750E-1,5.078359419E-1,3.683681542E-1,-1.302819874E0
3.036388750E-1,7.182012194E-1,3.401196706E-1,-1.637232077E0
3.136138750E-1,8.553317289E-1,2.512741524E-1,-1.768778057E0
3.235888750E-1,8.340269601E-1,2.541427964E-1,-1.746280310E0
3.335638750E-1,1.057964210E0,-1.366786659E-1,-1.455443897E0
3.435388750E-1,1.021649200E0,-2.586638635E-1,-1.297112406E0
3.535138750E-1,9.909621352E-1,-2.543223059E-1,-1.260340437E0
3.634898750E-1,7.400908560E-1,-2.495410377E-1,-1.039284110E0
3.734648750E-1,6.428504902E-1,-1.744300443E-1,-9.378583074E-1
3.834393750E-1,6.081006338E-1,-7.024610996E-2,-9.228550098E-1
3.934143750E-1,6.055831151E-1,1.191954911E-2,-8.239545465E-1
4.033893750E-1,7.053034312E-1,4.302790582E-2,-7.043170059E-1
4.133643750E-1,9.264639844E-1,-9.302627742E-2,-6.037958405E-1
4.233393750E-1,1.110212882E0,-2.190706122E-1,-6.097523260E-1
4.333143750E-1,1.291861899E0,-3.278335011E-1,-8.022596222E-1
4.432893750E-1,1.457783075E0,-4.456326771E-1,-9.959468865E-1
4.532643750E-1,1.668612329E0,-5.821879667E-1,-1.320241068E0
4.632393750E-1,1.828044850E0,-5.986689287E-1,-1.509944624E0
4.732143750E-1,1.998519984E0,-6.246989787E-1,-1.370784400E0
4.831893750E-1,2.088171102E0,-6.083624429E-1,-1.127370587E0
4.931643750E-1,2.123503049E0,-5.599697167E-1,-8.786710364E-1
5.031393750E-1,1.929949101E0,-4.411654043E-1,-6.462383670E-1
5.131153750E-1,1.570352355E0,-2.381570935E-1,-5.634675211E-1
5.230903750E-1,1.579185306E0,-2.415695286E-1,-5.336624722E-1
5.330653750E-1,5.969836150E-1,1.310419500E-1,-2.734643358E-1
5.430403750E-1,1.797406317E-1,2.228484982E-1,-6.802771289E-2
5.530153750E-1,-1.177563451E-1,2.566062284E-1,1.208900507E-1
5.629903750E-1,-2.448198496E-1,2.507484877E-1,4.666257162E-2
5.729653750E-1,-1.368415108E-1,1.371160376E-1,5.421653470E-2
5.829403750E-1,7.007771015E-2,-2.675685883E-3,1.683079730E-1
5.929153750E-1,2.566785876E-1,-1.700072104E-1,5.250154635E-2
6.028903750E-1,4.406552348E-1,-3.549879706E-1,-8.687972087E-2
6.128653750E-1,5.893399885E-1,-4.561202431E-1,1.022198729E-1
6.228403750E-1,9.315832217E-1,-5.065396142E-1,3.716759241E-1
6.328153750E-1,1.397614788E0,-4.815456909E-1,5.063144964E-1
6.427903750E-1,1.776479132E0,-3.880224001E-1,3.940929794E-1
6.527663750E-1,1.932020916E0,-2.742817765E-1,3.751778215E-1
6.627413750E-1,1.918591470E0,-2.337939012E-1,4.022668022E-1
6.727163750E-1,1.840953310E0,-2.063266057E-1,1.962898235E-1
6.826913750E-1,1.698204357E0,-1.752211726E-1,-1.460985303E-2
6.926663750E-1,1.430949618E0,-2.380956978E-1,-7.316856662E-2
7.026413750E-1,1.176766768E0,-3.228241915E-1,-1.099966880E-1
7.126163750E-1,1.067647491E0,-3.882241291E-1,-4.313900292E-1
7.225913750E-1,1.097246974E0,-3.940345073E-1,-4.473312567E-1
7.325663750E-1,3.249614950E-1,6.421809840E-1,-1.334885420E0
7.425413750E-1,-2.279874699E-1,1.228883001E0,-1.874126757E0
7.525163750E-1,-6.251509684E-1,1.263599090E0,-2.049837341E0
7.624913750E-1,-5.562383160E-1,7.536879712E-1,-2.007063205E0
7.724663750E-1,-5.490421477E-1,7.544837773E-1,-2.055164155E0
7.824413750E-1,-8.066701770E-1,7.248945272E-1,-1.156855245E0
7.924163750E-1,-9.800176093E-1,1.124715439E0,-8.213934660E-1
8.023923750E-1,-1.240407279E0,1.484291720E0,-4.158808013E-1
8.123673750E-1,-1.522248335E0,1.818363615E0,7.435282879E-3
8.223423750E-1,-1.545971805E0,2.259458268E0,2.033971506E-1
8.323173750E-1,-1.381063513E0,2.760433087E0,3.958898288E-1
8.422923750E-1,-8.342694734E-1,2.964897940E0,5.973299164E-1
8.522673750E-1,-3.798403913E-1,3.122254114E0,8.612264532E-1
8.622423750E-1,-3.330841546E-1,3.122876258E0,7.655589154E-1
8.722173750E-1,-1.673248002E-1,3.139988719E0,1.397415544E0
8.821923750E-1,-3.306995139E-1,2.749699354E0,2.420323357E0
8.921673750E-1,-2.416892503E-1,2.415345038E0,1.867900057E0
9.021423750E-1,-1.753796321E-1,2.201652110E0,7.466208802E-1
9.121173750E-1,-1.889198832E-1,2.349372658E0,-1.775705838E-1
9.220923750E-1,-9.313825160E-2,2.579859374E0,-6.157556623E-1
9.320673750E-1,3.037181219E-1,2.392912195E0,-8.484763071E-1
9.420423750E-1,6.870155333E-1,1.588104941E0,-7.646545704E-1
9.520183750E-1,7.498539519E-1,9.056126672E-1,-6.192490813E-1
9.619933750E-1,6.009630838E-1,7.188040674E-1,-1.786184049E-1
9.719683750E-1,1.522765522E-1,7.552602875E-1,1.014852397E0
9.819433750E-1,-4.871376756E-1,1.014407716E0,2.697160659E0
9.919183750E-1,-1.206215831E0,8.913963318E-1,3.788894001E0
1.001893375E0,-1.806284145E0,1.161043605E0,2.507715842E0
1.011868375E0,-1.536105359E0,1.969272065E0,-5.768161297E-1
1.021843375E0,-5.419462591E-1,2.042811327E0,-2.307029168E0
1.031818375E0,9.481697260E-1,1.709656275E0,-1.527041298E0
1.041793375E0,2.162042486E0,1.181750350E0,3.559551001E-2
1.051768375E0,2.695626934E0,7.676762652E-1,5.835567999E-1
1.061743375E0,2.164489400E0,9.292424351E-1,4.425137722E-1
1.071718375E0,2.277963536E0,1.051079698E0,2.385406709E-1
1.081693375E0,1.041749004E0,1.437339163E0,2.281916839E-1
1.091668375E0,1.023743746E0,1.326354332E0,-5.338332474E-2
1.101643375E0,1.357042859E0,9.330793780E-1,-5.856512725E-2
1.111619375E0,2.073190828E0,6.322459799E-1,-2.483745182E-1
1.121594375E0,2.309699592E0,1.245913017E-1,2.312620568E-1
1.131569375E0,1.940670848E0,-1.215975273E-1,7.835701668E-1
1.141544375E0,2.142635724E0,3.028506875E-2,6.472481811E-1
1.151519375E0,9.924903050E-1,-4.862339884E-1,-3.974522048E-1
1.161494375E0,9.895855545E-1,-7.884619474E-1,-9.228759867E-1
1.171469375E0,1.078971794E0,-1.258432490E0,-4.348574281E-1
1.181444375E0,9.825463839E-1,-1.697097040E0,5.479262066E-1
1.191419375E0,1.058089194E0,-2.071343400E0,8.659545118E-1
1.201394375E0,8.814987499E-1,-2.103976126E0,1.139756817E-1
1.211369375E0,6.373976693E-1,-1.834200214E0,-3.857285374E-1
1.221344375E0,7.830582431E-1,-1.680964572E0,-4.620504892E-1
1.231319375E0,6.068790042E-1,-1.149463779E0,-9.201476759E-1
1.241294375E0,3.927753094E-1,-1.092847529E0,-3.297695142E-1
1.251269375E0,2.020087293E-1,-1.101257579E0,3.247660518E-2
1.261244375E0,-1.074440494E-1,-7.262159979E-1,2.328162467E-1
1.271220375E0,-3.227703971E-1,-2.964053017E-1,1.393555212E-1
1.281195375E0,-2.201456228E-1,-7.674119711E-2,-1.289112246E-1
1.291170375E0,-1.118303382E-1,4.774251580E-2,-1.628648365E-1
1.301145375E0,2.576724681E-1,-5.692013007E-1,-2.875046700E-1
1.311120375E0,4.920800346E-1,-1.157467448E0,-3.209478199E-1
1.321095375E0,4.629910138E-1,-1.497801712E0,6.017018795E-2
1.331070375E0,7.246922135E-1,-1.564032246E0,-6.210912466E-3
1.341045375E0,1.111369754E0,-1.549734927E0,-1.997929269E-1
1.351020375E0,1.091741528E0,-1.402330713E0,-2.951265156E-1
1.360995375E0,8.730752510E-1,-1.219207321E0,-2.416449577E-1
1.370970375E0,9.341222289E-1,-1.114222026E0,-2.663207924E-1
1.380945375E0,8.725276592E-1,-1.031507021E0,-1.074767938E0
1.390921292E0,7.487049741E-1,-1.201097032E0,-1.083018944E0
1.400896292E0,6.077280200E-1,-1.227666196E0,-7.602561486E-1
1.410871292E0,6.580169982E-1,-1.301606869E0,-5.890754020E-1
1.420846292E0,7.142137107E-1,-1.210106422E0,-6.008195347E-1
1.430821292E0,1.026217337E0,-1.886973382E0,-2.272806877E-1
1.440797292E0,1.069075674E0,-1.797495487E0,-2.431933004E-1
1.450772292E0,9.183557966E-1,-1.490759910E0,-3.086148727E-1
1.460747292E0,7.893150562E-1,-1.087800797E0,-1.640687782E-1
1.470722292E0,6.256757560E-1,-8.064915445E-1,-1.701908129E-1
1.480697292E0,6.067202523E-1,-7.631633842E-1,-1.314296204E-1
1.490672292E0,6.280096722E-1,-6.788091123E-1,-1.524632245E-1
1.500647292E0,6.787485936E-1,-6.332595947E-1,1.179740077E-1
1.510622292E0,7.433021468E-1,-6.705940667E-1,3.711578608E-2
1.520597292E0,1.035288415E0,-6.816733709E-1,-2.296195740E-1
1.530572292E0,1.125825241E0,-7.638261661E-1,-3.576852912E-1
1.540547292E0,1.179344805E0,-1.015070790E0,-2.824813271E-1
1.550522292E0,1.305147650E0,-1.147094488E0,-3.975229561E-2
1.560497292E0,1.402989694E0,-1.126793247E0,-2.187174404E-1
1.570472292E0,1.314319593E0,-1.158620811E0,5.031529069E-3
1.580447292E0,1.386207016E0,-1.100844474E0,2.497655708E-1
1.590422292E0,1.410491672E0,-1.054899099E0,2.507537502E-1
1.600397292E0,1.021017408E0,-7.806410041E-1,1.419008142E-1
1.610373292E0,8.711860156E-1,-5.104826841E-1,2.114762485E-1
1.620348292E0,7.222702968E-1,-3.088382363E-2,-2.651887715E-1
1.630323292E0,5.784621209E-1,-6.770315588E-2,-3.394916797E-1
1.640298292E0,6.544455189E-1,-2.833882302E-1,-2.954744250E-1
1.650273292E0,7.649707586E-1,-6.145278932E-1,-2.048267949E-1
1.660248292E0,1.034386482E0,-8.739727986E-1,-5.083861649E-2
1.670223292E0,1.319445262E0,-1.025279590E0,-8.443847179E-2
1.680198292E0,1.494007453E0,-1.289601950E0,-1.649394286E-1
1.690173292E0,1.757462525E0,-1.374943378E0,2.664751589E-2
