"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.215774628E1,-4.505131394E-3,-1.160643995E-2,-2.138028387E-3
5.216774655E1,-6.337726954E-3,-1.099557430E-2,-2.748893574E-3
5.217774628E1,-7.559457328E-3,-1.099557430E-2,-3.970623948E-3
5.218774628E1,-6.948592141E-3,-1.221730467E-2,-1.527163084E-3
5.219774628E1,-6.948592141E-3,-1.038470957E-2,3.054326226E-4
5.220774628E1,-7.559457328E-3,-8.552113548E-3,3.359758761E-3
5.221774602E1,-9.392052889E-3,-9.162978269E-3,4.581489135E-3
5.222774602E1,-1.000291854E-2,-7.330383174E-3,2.748893574E-3
5.223774602E1,-8.170322515E-3,-1.038470957E-2,3.359758761E-3
5.224774602E1,-5.726861767E-3,-1.343903504E-2,9.162978968E-4
5.225774602E1,-2.061670180E-3,-1.466076635E-2,3.054326226E-4
5.226774602E1,-4.505131394E-3,-1.221730467E-2,-1.527163084E-3
5.227774615E1,-3.283400787E-3,-1.404990070E-2,1.527163084E-3
5.228774615E1,-5.726861767E-3,-1.649336144E-2,-3.054326226E-4
5.229774615E1,-6.337726954E-3,-2.015855350E-2,1.527163084E-3
5.230774615E1,-6.337726954E-3,-2.382374369E-2,-1.527163084E-3
5.231774615E1,-5.726861767E-3,-2.504547499E-2,4.581489135E-3
5.232774601E1,2.214386594E-3,-2.138028294E-2,2.748893574E-3
5.233774601E1,-2.290744742E-4,-1.282817032E-2,2.138028387E-3
5.234774601E1,-2.672535367E-3,-8.552113548E-3,1.527163084E-3
5.235774601E1,-1.061378326E-2,-4.886921961E-3,4.581489135E-3
5.236774601E1,-1.977676153E-2,-8.552113548E-3,1.069014147E-2
5.237774601E1,-2.893974073E-2,-1.588249579E-2,1.191187184E-2
5.238774601E1,-2.955060638E-2,-2.138028294E-2,1.191187184E-2
5.239774601E1,-3.932445124E-2,-2.626720630E-2,1.007927675E-2
5.240774601E1,-2.710714564E-2,-3.481931984E-2,7.024950348E-3
5.241774628E1,-2.527454868E-2,-3.543018550E-2,4.581489135E-3
5.242774628E1,-1.672243699E-2,-2.871066704E-2,1.527163084E-3
5.243774628E1,-3.894265974E-3,-2.015855350E-2,9.162978968E-4
5.244774628E1,5.268712528E-3,-1.099557430E-2,-3.054326226E-4
5.245774628E1,-2.290744742E-4,4.886921961E-3,9.162978968E-4
5.246774601E1,5.268712528E-3,3.665191587E-3,3.054326226E-4
5.247774601E1,1.443169173E-2,-4.276056774E-3,-9.162978968E-4
5.248774601E1,1.137736533E-2,-1.038470957E-2,-3.359758761E-3
5.249774601E1,9.544769302E-3,-1.710422710E-2,-6.414085161E-3
5.250774601E1,7.101308554E-3,-1.893682219E-2,-7.024950348E-3
5.251774601E1,7.712173741E-3,-1.893682219E-2,-8.857546374E-3
5.252774615E1,-1.450804994E-3,-9.773843922E-3,-1.007927675E-2
5.253774615E1,-1.122464892E-2,-6.108652451E-4,-1.007927675E-2
5.254774615E1,-1.305724494E-2,7.941247895E-3,-1.007927675E-2
5.255774615E1,-1.000291854E-2,1.099557430E-2,-1.252273750E-2
5.256774615E1,-3.283400787E-3,1.282817032E-2,-1.496619824E-2
5.257774601E1,5.268712528E-3,2.443460980E-3,-1.618792862E-2
5.258774601E1,7.101308554E-3,-3.665191587E-3,-1.435533352E-2
5.259774601E1,1.198823005E-2,-1.282817032E-2,-1.557706390E-2
5.260774601E1,7.712173741E-3,-1.832595654E-2,-1.191187184E-2
5.261774601E1,8.933904581E-3,-2.260201424E-2,-1.374446787E-2
5.262774601E1,-7.559457328E-3,-1.832595654E-2,-9.468411095E-3
5.263774601E1,-1.488984004E-2,-1.649336144E-2,-7.635815535E-3
5.264774601E1,-2.222022414E-2,-1.160643995E-2,-8.857546374E-3
5.265774601E1,-3.016147204E-2,-3.054326167E-3,-6.414085161E-3
5.266774628E1,-3.749185428E-2,3.665191587E-3,-4.581489135E-3
5.267774628E1,-3.504839167E-2,-0.000000000E0,-2.748893574E-3
5.268774628E1,-3.688098863E-2,-6.108652335E-3,1.527163084E-3
5.269774628E1,-2.160935849E-2,-1.771509275E-2,4.581489135E-3
5.270774628E1,-1.733330078E-2,-2.626720630E-2,7.024950348E-3
5.271774601E1,-5.726861767E-3,-3.420845419E-2,7.024950348E-3
5.272774601E1,1.565342210E-2,-4.581489414E-2,5.803219974E-3
5.273774601E1,2.787072770E-2,-4.581489414E-2,3.970623948E-3
5.274774601E1,3.336851299E-2,-4.276056588E-2,-3.054326226E-4
5.275774601E1,2.970332280E-2,-3.298672289E-2,-3.970623948E-3
5.276774601E1,2.115120925E-2,-2.382374369E-2,-2.138028387E-3
5.277774614E1,1.626428775E-2,-1.404990070E-2,-5.803219974E-3
5.278774614E1,4.046982154E-3,-7.941247895E-3,-3.359758761E-3
5.279774614E1,-6.948592141E-3,-4.886921961E-3,-3.970623948E-3
5.280774614E1,-1.916589774E-2,-1.038470957E-2,-2.138028387E-3
5.281774614E1,-2.222022414E-2,-1.649336144E-2,-3.359758761E-3
5.282774601E1,-1.794416644E-2,-2.321287990E-2,-5.803219974E-3
5.283774601E1,-1.122464892E-2,-2.748893574E-2,-4.581489135E-3
5.284774601E1,-2.290744742E-4,-2.871066704E-2,-8.857546374E-3
5.285774601E1,-2.290744742E-4,-2.015855350E-2,-8.246680722E-3
5.286774601E1,9.544769302E-3,-1.710422710E-2,-1.069014147E-2
5.287774601E1,1.931861416E-2,-1.038470957E-2,-1.313360315E-2
5.288774601E1,1.687515154E-2,-3.054326167E-3,-1.313360315E-2
5.289774601E1,2.054034360E-2,-1.221730490E-3,-1.435533352E-2
5.290774601E1,2.603813075E-2,-1.221730490E-3,-1.374446787E-2
5.291774628E1,1.870774850E-2,-3.665191587E-3,-1.130100712E-2
5.292774628E1,7.101308554E-3,-3.665191587E-3,-8.246680722E-3
5.293774628E1,-2.290744742E-4,-5.497787148E-3,-7.024950348E-3
5.294774628E1,-6.948592141E-3,-1.099557430E-2,-4.581489135E-3
5.295774628E1,-2.283108793E-2,-9.773843922E-3,-2.138028387E-3
5.296774601E1,-3.382666409E-2,-7.941247895E-3,-9.162978968E-4
5.297774601E1,-2.832887508E-2,-1.099557430E-2,-9.162978968E-4
5.298774601E1,-2.283108793E-2,-1.466076635E-2,3.054326226E-4
5.299774601E1,-2.099849284E-2,-1.832595654E-2,5.192354787E-3
5.300774601E1,-8.781188168E-3,-2.199114859E-2,6.414085161E-3
5.301774601E1,-2.061670180E-3,-2.199114859E-2,3.970623948E-3
5.302774614E1,5.268712528E-3,-2.443460934E-2,6.414085161E-3
5.303774614E1,9.544769302E-3,-2.748893574E-2,8.246680722E-3
5.304774614E1,1.137736533E-2,-3.237585723E-2,8.246680722E-3
5.305774614E1,8.933904581E-3,-3.359758854E-2,8.246680722E-3
5.306774614E1,-1.450804994E-3,-2.993239649E-2,8.246680722E-3
5.307774601E1,-1.366810966E-2,-2.565634064E-2,7.024950348E-3
5.308774601E1,-2.283108793E-2,-2.199114859E-2,4.581489135E-3
5.309774601E1,-2.649627998E-2,-2.199114859E-2,9.162978968E-4
5.310774601E1,-2.527454868E-2,-2.260201424E-2,-3.054326226E-4
5.311774601E1,-1.916589774E-2,-2.260201424E-2,-2.748893574E-3
5.312774601E1,-1.305724494E-2,-2.138028294E-2,-7.635815535E-3
5.313774601E1,-5.115996581E-3,-1.832595654E-2,-7.024950348E-3
5.314774601E1,2.214386594E-3,-1.588249579E-2,-8.246680722E-3
5.315774601E1,7.712173741E-3,-1.343903504E-2,-1.069014147E-2
5.316774627E1,1.626428775E-2,-1.099557430E-2,-1.252273750E-2
5.317774627E1,1.809688285E-2,-1.038470957E-2,-1.374446787E-2
5.318774627E1,1.870774850E-2,-6.719517522E-3,-1.496619824E-2
5.319774627E1,1.687515154E-2,-2.443460980E-3,-1.557706390E-2
5.320774627E1,8.933904581E-3,6.108652451E-4,-1.435533352E-2
5.321774627E1,-2.061670180E-3,3.054326167E-3,-1.313360315E-2
5.322774627E1,-1.122464892E-2,3.665191587E-3,-1.191187184E-2
5.323774627E1,-1.794416644E-2,2.443460980E-3,-1.130100712E-2
5.324774627E1,-1.855503209E-2,1.221730490E-3,-1.191187184E-2
5.325774627E1,-1.794416644E-2,-6.108652451E-4,-1.069014147E-2
5.326774627E1,-1.122464892E-2,-3.054326167E-3,-1.191187184E-2
5.327774641E1,-3.894265974E-3,-7.941247895E-3,-1.130100712E-2
5.328774641E1,3.436116967E-3,-1.588249579E-2,-7.635815535E-3
5.329774641E1,8.933904581E-3,-1.527163107E-2,-7.024950348E-3
5.330774641E1,1.015563495E-2,-1.893682219E-2,-3.970623948E-3
5.331774641E1,1.259909570E-2,-1.527163107E-2,-3.970623948E-3
5.332774627E1,1.687515154E-2,-1.710422710E-2,-3.359758761E-3
5.333774627E1,1.137736533E-2,-1.649336144E-2,-2.748893574E-3
5.334774627E1,1.198823005E-2,-1.527163107E-2,-3.359758761E-3
5.335774627E1,4.657847341E-3,-1.038470957E-2,-1.527163084E-3
5.336774627E1,2.214386594E-3,-7.941247895E-3,-1.527163084E-3
5.337774627E1,-2.672535367E-3,-2.443460980E-3,-2.138028387E-3
5.338774627E1,-2.672535367E-3,-3.665191587E-3,-5.192354787E-3
5.339774627E1,1.603521290E-3,-3.054326167E-3,-5.803219974E-3
5.340774627E1,2.825251780E-3,-3.054326167E-3,-5.803219974E-3
5.341774654E1,6.490443368E-3,-2.443460980E-3,-5.803219974E-3
5.342774654E1,6.490443368E-3,6.108652451E-4,-1.007927675E-2
5.343774654E1,-2.672535367E-3,6.108652335E-3,-1.130100712E-2
5.344774654E1,-3.894265974E-3,8.552113548E-3,-1.069014147E-2
5.345774654E1,-8.781188168E-3,9.162978269E-3,-8.857546374E-3
5.346774627E1,-5.726861767E-3,4.886921961E-3,-8.857546374E-3
5.347774627E1,-8.170322515E-3,7.330383174E-3,-7.635815535E-3
5.348774627E1,-1.183551457E-2,1.038470957E-2,-8.246680722E-3
5.349774627E1,-2.672535367E-3,7.330383174E-3,-8.246680722E-3
5.350774627E1,3.817907709E-4,6.719517522E-3,-8.246680722E-3
5.351774601E1,-2.290744742E-4,3.054326167E-3,-2.748893574E-3
5.352774614E1,-2.061670180E-3,3.665191587E-3,-3.054326226E-4
5.353774614E1,2.825251780E-3,1.221730490E-3,1.527163084E-3
5.354774614E1,5.268712528E-3,1.221730490E-3,3.054326226E-4
5.355774614E1,1.259909570E-2,-1.832595794E-3,-2.138028387E-3
5.356774614E1,1.687515154E-2,-4.276056774E-3,-3.970623948E-3
5.357774600E1,2.298380435E-2,-4.886921961E-3,-7.024950348E-3
5.358774600E1,2.542726509E-2,-6.108652335E-3,-5.803219974E-3
5.359774600E1,2.603813075E-2,-4.886921961E-3,-7.024950348E-3
5.360774600E1,1.626428775E-2,-3.054326167E-3,-6.414085161E-3
5.361774600E1,1.137736533E-2,1.221730490E-3,-4.581489135E-3
5.362774600E1,8.933904581E-3,4.276056774E-3,-5.803219974E-3
5.363774600E1,-5.726861767E-3,1.160643995E-2,-4.581489135E-3
5.364774600E1,-3.894265974E-3,1.038470957E-2,-2.748893574E-3
5.365774600E1,-7.559457328E-3,9.162978269E-3,-3.054326226E-4
5.366774627E1,-1.244637929E-2,7.330383174E-3,3.054326226E-4
5.367774627E1,-6.948592141E-3,4.276056774E-3,5.192354787E-3
5.368774627E1,-3.894265974E-3,-2.443460980E-3,3.970623948E-3
5.369774627E1,-9.392052889E-3,-0.000000000E0,6.414085161E-3
5.370774627E1,-8.399396902E-4,-2.443460980E-3,2.748893574E-3
5.371774600E1,-1.450804994E-3,-0.000000000E0,3.970623948E-3
5.372774600E1,-8.399396902E-4,5.497787148E-3,3.970623948E-3
5.373774600E1,-2.290744742E-4,8.552113548E-3,3.970623948E-3
5.374774600E1,4.046982154E-3,8.552113548E-3,5.803219974E-3
5.375774600E1,3.436116967E-3,7.941247895E-3,8.246680722E-3
5.376774600E1,8.323038928E-3,4.886921961E-3,7.635815535E-3
5.377774614E1,4.046982154E-3,6.108652335E-3,7.635815535E-3
5.378774614E1,2.825251780E-3,6.108652335E-3,5.192354787E-3
5.379774614E1,5.268712528E-3,3.665191587E-3,4.581489135E-3
5.380774614E1,4.046982154E-3,4.886921961E-3,4.581489135E-3
5.381774614E1,-3.283400787E-3,6.108652335E-3,3.359758761E-3
5.382774600E1,-3.894265974E-3,8.552113548E-3,2.748893574E-3
5.383774600E1,-8.399396902E-4,9.773843922E-3,3.054326226E-4
5.384774600E1,2.825251780E-3,1.343903504E-2,-1.527163084E-3
5.385774600E1,4.657847341E-3,1.466076635E-2,-9.162978968E-4
5.386774600E1,1.320996135E-2,1.404990070E-2,-1.527163084E-3
5.387774600E1,1.626428775E-2,1.527163107E-2,-9.162978968E-4
5.388774600E1,1.748601720E-2,1.649336144E-2,-9.162978968E-4
5.389774600E1,1.809688285E-2,1.893682219E-2,3.054326226E-4
5.390774600E1,1.870774850E-2,1.710422710E-2,2.138028387E-3
5.391774627E1,8.933904581E-3,1.771509275E-2,1.527163084E-3
5.392774627E1,5.268712528E-3,1.527163107E-2,2.748893574E-3
5.393774627E1,-2.061670180E-3,1.771509275E-2,9.162978968E-4
5.394774627E1,-3.894265974E-3,1.588249579E-2,9.162978968E-4
5.395774627E1,2.214386594E-3,1.160643995E-2,3.054326226E-4
5.396774600E1,7.712173741E-3,9.773843922E-3,-3.054326226E-4
5.397774600E1,1.015563495E-2,1.099557430E-2,-3.054326226E-4
5.398774600E1,1.320996135E-2,1.527163107E-2,3.054326226E-4
5.399774600E1,8.933904581E-3,2.015855350E-2,-3.054326226E-4
5.400774600E1,7.101308554E-3,2.076941915E-2,1.527163084E-3
5.401774600E1,-2.672535367E-3,2.015855350E-2,2.748893574E-3
5.402774613E1,-4.505131394E-3,1.527163107E-2,3.970623948E-3
5.403774613E1,-1.122464892E-2,1.038470957E-2,4.581489135E-3
5.404774613E1,-1.244637929E-2,6.719517522E-3,5.803219974E-3
5.405774613E1,-5.726861767E-3,-0.000000000E0,3.970623948E-3
5.406774613E1,-1.183551457E-2,1.221730490E-3,5.803219974E-3
5.407774600E1,-1.000291854E-2,4.886921961E-3,7.024950348E-3
5.408774600E1,-1.550070569E-2,1.221730467E-2,1.007927675E-2
5.409774600E1,-6.337726954E-3,1.343903504E-2,1.007927675E-2
5.410774600E1,-2.061670180E-3,1.466076635E-2,9.468411095E-3
5.411774600E1,-4.505131394E-3,1.649336144E-2,1.069014147E-2
5.412774600E1,5.268712528E-3,9.162978269E-3,1.069014147E-2
5.413774600E1,1.382082608E-2,3.665191587E-3,9.468411095E-3
5.414774600E1,1.992947794E-2,-0.000000000E0,8.246680722E-3
5.415774600E1,2.420553565E-2,-6.108652451E-4,5.192354787E-3
5.416774627E1,1.809688285E-2,3.665191587E-3,2.138028387E-3
5.417774627E1,1.320996135E-2,5.497787148E-3,2.138028387E-3
5.418774627E1,1.382082608E-2,7.941247895E-3,-3.054326226E-4
5.419774627E1,7.101308554E-3,1.527163107E-2,-3.054326226E-4
5.420774627E1,4.046982154E-3,2.076941915E-2,-1.527163084E-3
5.421774600E1,1.603521290E-3,2.504547499E-2,-2.138028387E-3
5.422774600E1,9.926559869E-4,2.321287990E-2,-1.527163084E-3
5.423774600E1,4.046982154E-3,2.076941915E-2,-3.054326226E-4
5.424774600E1,-8.399396902E-4,1.893682219E-2,1.527163084E-3
5.425774600E1,-2.061670180E-3,1.710422710E-2,1.527163084E-3
5.426774600E1,9.926559869E-4,1.466076635E-2,-3.054326226E-4
5.427774613E1,-2.290744742E-4,1.404990070E-2,-9.162978968E-4
5.428774613E1,1.603521290E-3,1.099557430E-2,-1.527163084E-3
5.429774613E1,-2.290744742E-4,9.162978269E-3,-2.138028387E-3
5.430774613E1,-2.672535367E-3,9.773843922E-3,-1.527163084E-3
5.431774613E1,-6.337726954E-3,9.773843922E-3,3.054326226E-4
5.432774600E1,-6.948592141E-3,9.162978269E-3,2.138028387E-3
5.433774600E1,-8.781188168E-3,8.552113548E-3,3.970623948E-3
5.434774600E1,-2.061670180E-3,7.941247895E-3,5.803219974E-3
5.435774600E1,-1.450804994E-3,7.941247895E-3,5.192354787E-3
5.436774600E1,-5.726861767E-3,4.886921961E-3,5.803219974E-3
5.437774600E1,-2.061670180E-3,6.108652451E-4,5.803219974E-3
5.438774600E1,3.817907709E-4,-6.108652335E-3,6.414085161E-3
5.439774600E1,1.603521290E-3,-1.099557430E-2,4.581489135E-3
5.440774600E1,2.825251780E-3,-1.527163107E-2,3.970623948E-3
5.441774626E1,1.015563495E-2,-1.832595654E-2,1.527163084E-3
5.442774626E1,1.443169173E-2,-1.282817032E-2,3.054326226E-4
5.443774626E1,1.931861416E-2,-6.719517522E-3,-9.162978968E-4
5.444774626E1,2.237293869E-2,-1.832595794E-3,-2.138028387E-3
5.445774626E1,2.542726509E-2,4.886921961E-3,-3.359758761E-3
5.446774600E1,1.504255645E-2,9.773843922E-3,-2.138028387E-3
5.447774600E1,1.809688285E-2,7.330383174E-3,-2.748893574E-3
5.448774600E1,1.626428775E-2,4.276056774E-3,-3.359758761E-3
5.449774600E1,1.382082608E-2,-0.000000000E0,-3.359758761E-3
5.450774600E1,8.323038928E-3,-4.276056774E-3,-7.024950348E-3
5.451774600E1,2.214386594E-3,-3.665191587E-3,-4.581489135E-3
5.452774613E1,-4.505131394E-3,3.054326167E-3,-2.748893574E-3
5.453774613E1,-8.781188168E-3,9.162978269E-3,-9.162978968E-4
5.454774613E1,-1.122464892E-2,1.466076635E-2,-9.162978968E-4
5.455774613E1,-1.061378326E-2,1.893682219E-2,-1.527163084E-3
5.456774613E1,-9.392052889E-3,2.076941915E-2,-1.527163084E-3
5.457774600E1,-7.559457328E-3,1.466076635E-2,2.748893574E-3
5.458774600E1,-1.122464892E-2,1.038470957E-2,3.359758761E-3
5.459774600E1,-1.550070569E-2,5.497787148E-3,2.748893574E-3
5.460774600E1,-7.559457328E-3,1.832595794E-3,2.748893574E-3
5.461774600E1,-3.283400787E-3,-1.221730490E-3,2.138028387E-3
5.462774600E1,-8.170322515E-3,6.108652451E-4,4.581489135E-3
5.463774600E1,-6.337726954E-3,3.665191587E-3,4.581489135E-3
5.464774600E1,-3.283400787E-3,2.443460980E-3,3.970623948E-3
5.465774600E1,-4.505131394E-3,3.054326167E-3,3.970623948E-3
5.466774626E1,-8.170322515E-3,1.832595794E-3,6.414085161E-3
5.467774626E1,4.046982154E-3,-4.886921961E-3,8.246680722E-3
5.468774626E1,2.825251780E-3,-5.497787148E-3,5.803219974E-3
5.469774626E1,1.382082608E-2,-6.108652335E-3,5.192354787E-3
5.470774626E1,1.870774850E-2,-4.886921961E-3,4.581489135E-3
5.471774600E1,1.870774850E-2,-1.832595794E-3,3.970623948E-3
5.472774600E1,1.382082608E-2,-0.000000000E0,3.970623948E-3
5.473774600E1,1.748601720E-2,-4.276056774E-3,2.748893574E-3
5.474774600E1,1.137736533E-2,-2.443460980E-3,-9.162978968E-4
5.475774600E1,9.544769302E-3,-2.443460980E-3,-3.054326226E-4
5.476774600E1,7.101308554E-3,2.443460980E-3,-2.138028387E-3
5.477774613E1,-2.672535367E-3,6.719517522E-3,-2.138028387E-3
5.478774613E1,-1.061378326E-2,1.282817032E-2,3.054326226E-4
5.479774613E1,-9.392052889E-3,1.343903504E-2,1.527163084E-3
5.480774613E1,-6.337726954E-3,1.466076635E-2,-3.054326226E-4
5.481774613E1,-5.726861767E-3,1.282817032E-2,3.359758761E-3
5.482774599E1,9.926559869E-4,9.773843922E-3,9.162978968E-4
5.483774599E1,-3.283400787E-3,1.282817032E-2,-9.162978968E-4
5.484774599E1,-3.283400787E-3,1.404990070E-2,-9.162978968E-4
5.485774599E1,-8.399396902E-4,1.466076635E-2,-1.527163084E-3
5.486774599E1,-2.290744742E-4,1.649336144E-2,-3.970623948E-3
5.487774599E1,-8.170322515E-3,2.199114859E-2,-2.138028387E-3
5.488774599E1,-2.290744742E-4,1.588249579E-2,-2.138028387E-3
5.489774599E1,-8.781188168E-3,1.404990070E-2,3.054326226E-4
5.490774599E1,-1.427897532E-2,1.221730467E-2,1.527163084E-3
5.491774626E1,-6.948592141E-3,5.497787148E-3,3.970623948E-3
5.492774626E1,-8.781188168E-3,5.497787148E-3,2.748893574E-3
5.493774626E1,-9.392052889E-3,8.552113548E-3,3.359758761E-3
5.494774626E1,-8.399396902E-4,7.330383174E-3,9.162978968E-4
5.495774626E1,-1.450804994E-3,9.773843922E-3,-1.527163084E-3
5.496774599E1,8.933904581E-3,9.162978269E-3,-3.359758761E-3
5.497774599E1,1.809688285E-2,1.527163107E-2,-5.803219974E-3
5.498774599E1,2.176207490E-2,2.076941915E-2,-7.635815535E-3
5.499774599E1,2.542726509E-2,2.565634064E-2,-1.007927675E-2
5.500774599E1,1.687515154E-2,3.848451003E-2,-9.468411095E-3
5.501774599E1,1.259909570E-2,4.214970022E-2,-8.246680722E-3
5.502774613E1,-2.290744742E-4,4.764748737E-2,-6.414085161E-3
5.503774613E1,-1.000291854E-2,4.398229718E-2,-4.581489135E-3
5.504774613E1,-1.794416644E-2,3.604105115E-2,-3.970623948E-3
5.505774613E1,-3.016147204E-2,2.932153270E-2,-4.581489135E-3
5.506774613E1,-3.504839167E-2,2.504547499E-2,-3.970623948E-3
5.507774599E1,-4.176791012E-2,2.687807009E-2,-2.748893574E-3
5.508774599E1,-4.726569727E-2,3.237585723E-2,-3.054326226E-4
5.509774599E1,-5.703954399E-2,4.092797264E-2,2.138028387E-3
5.510774599E1,-4.726569727E-2,3.787364438E-2,5.192354787E-3
5.511774599E1,-5.215261877E-2,3.420845419E-2,8.857546374E-3
5.512774599E1,-4.237877578E-2,1.893682219E-2,1.313360315E-2
5.513774599E1,-3.199406713E-2,6.108652451E-4,1.618792862E-2
5.514774599E1,-2.283108793E-2,-1.466076635E-2,1.557706390E-2
5.515774599E1,-1.733330078E-2,-2.626720630E-2,1.618792862E-2
5.516774626E1,-1.733330078E-2,-3.298672289E-2,1.679879427E-2
5.517774626E1,-1.305724494E-2,-4.214970022E-2,1.679879427E-2
5.518774626E1,-7.559457328E-3,-4.886921868E-2,1.802052557E-2
5.519774626E1,-2.061670180E-3,-5.192354694E-2,1.863138936E-2
5.520774626E1,5.879578181E-3,-5.375614017E-2,1.740965992E-2
5.521774599E1,1.320996135E-2,-5.314527452E-2,1.679879427E-2
5.522774599E1,2.664899640E-2,-5.009094998E-2,1.557706390E-2
5.523774599E1,3.581197560E-2,-5.253441259E-2,1.191187184E-2
5.524774599E1,4.864014685E-2,-5.681046844E-2,1.191187184E-2
5.525774599E1,4.741841555E-2,-6.047565863E-2,1.130100712E-2
5.526774599E1,4.680754989E-2,-5.864306539E-2,8.857546374E-3
5.527774612E1,4.253149405E-2,-5.436700583E-2,3.970623948E-3
5.528774612E1,3.031418845E-2,-4.581489414E-2,3.359758761E-3
5.529774612E1,1.931861416E-2,-3.115412779E-2,-2.748893574E-3
5.530774612E1,4.657847341E-3,-1.710422710E-2,-2.138028387E-3
5.531774612E1,-1.244637929E-2,-2.443460980E-3,-2.748893574E-3
5.532774599E1,-2.038762718E-2,5.497787148E-3,-2.138028387E-3
5.533774599E1,-2.588541433E-2,7.941247895E-3,3.054326226E-4
5.534774599E1,-2.466368489E-2,7.941247895E-3,1.527163084E-3
5.535774599E1,-2.222022414E-2,6.108652335E-3,1.527163084E-3
5.536774599E1,-2.283108793E-2,1.221730490E-3,3.359758761E-3
5.537774599E1,-2.283108793E-2,6.108652451E-4,2.748893574E-3
5.538774599E1,-1.366810966E-2,-1.832595794E-3,1.527163084E-3
5.539774599E1,-1.000291854E-2,3.054326167E-3,3.054326226E-4
5.540774599E1,-9.392052889E-3,4.276056774E-3,-3.054326226E-4
5.541774626E1,-3.894265974E-3,7.330383174E-3,-2.748893574E-3
5.542774626E1,9.926559869E-4,7.330383174E-3,-2.748893574E-3
5.543774626E1,8.933904581E-3,6.108652335E-3,-4.581489135E-3
5.544774626E1,1.320996135E-2,4.886921961E-3,-6.414085161E-3
5.545774626E1,1.626428775E-2,1.832595794E-3,-7.024950348E-3
5.546774599E1,1.198823005E-2,4.276056774E-3,-7.635815535E-3
5.547774599E1,1.382082608E-2,6.108652335E-3,-8.857546374E-3
5.548774599E1,1.626428775E-2,4.276056774E-3,-1.069014147E-2
5.549774599E1,1.259909570E-2,4.886921961E-3,-1.130100712E-2
5.550774599E1,5.268712528E-3,6.719517522E-3,-9.468411095E-3
5.551774599E1,7.101308554E-3,4.276056774E-3,-1.069014147E-2
5.552774612E1,2.214386594E-3,7.330383174E-3,-1.007927675E-2
5.553774612E1,-3.283400787E-3,6.108652335E-3,-9.468411095E-3
5.554774612E1,-5.726861767E-3,4.276056774E-3,-7.635815535E-3
5.555774612E1,-5.726861767E-3,6.108652451E-4,-5.803219974E-3
5.556774612E1,-1.427897532E-2,-1.221730490E-3,-3.970623948E-3
5.557774599E1,-1.916589774E-2,-4.276056774E-3,-9.162978968E-4
5.558774599E1,-1.916589774E-2,-5.497787148E-3,9.162978968E-4
5.559774599E1,-1.611157134E-2,-1.343903504E-2,3.970623948E-3
5.560774599E1,-1.427897532E-2,-1.649336144E-2,8.246680722E-3
5.561774599E1,-3.894265974E-3,-2.443460934E-2,1.007927675E-2
5.562774599E1,9.926559869E-4,-2.871066704E-2,1.191187184E-2
5.563774599E1,1.382082608E-2,-3.726277873E-2,1.191187184E-2
5.564774599E1,1.870774850E-2,-4.092797264E-2,8.857546374E-3
5.565774599E1,1.687515154E-2,-4.153883830E-2,8.857546374E-3
5.566774625E1,1.504255645E-2,-3.909537569E-2,6.414085161E-3
5.567774625E1,6.490443368E-3,-3.359758854E-2,5.192354787E-3
5.568774625E1,3.817907709E-4,-2.809980139E-2,5.803219974E-3
5.569774625E1,-3.894265974E-3,-2.260201424E-2,6.414085161E-3
5.570774625E1,-8.399396902E-4,-2.076941915E-2,4.581489135E-3
5.571774599E1,-2.290744742E-4,-2.015855350E-2,3.970623948E-3
5.572774599E1,1.015563495E-2,-2.504547499E-2,3.970623948E-3
5.573774599E1,7.101308554E-3,-2.260201424E-2,4.581489135E-3
5.574774599E1,7.712173741E-3,-2.015855350E-2,4.581489135E-3
5.575774599E1,-2.290744742E-4,-1.527163107E-2,4.581489135E-3
5.576774599E1,-2.290744742E-4,-1.404990070E-2,3.359758761E-3
5.577774612E1,-2.061670180E-3,-1.038470957E-2,9.162978968E-4
5.578774612E1,-3.283400787E-3,-8.552113548E-3,1.527163084E-3
5.579774612E1,-3.283400787E-3,-4.886921961E-3,9.162978968E-4
5.580774612E1,-6.948592141E-3,-3.054326167E-3,1.527163084E-3
5.581774612E1,-8.399396902E-4,-3.054326167E-3,9.162978968E-4
5.582774599E1,9.544769302E-3,-5.497787148E-3,-9.162978968E-4
5.583774599E1,2.825251780E-3,-1.221730490E-3,2.138028387E-3
5.584774599E1,-4.505131394E-3,4.276056774E-3,2.748893574E-3
5.585774599E1,-2.672535367E-3,4.276056774E-3,2.748893574E-3
5.586774599E1,-5.726861767E-3,7.941247895E-3,2.138028387E-3
5.587774599E1,-2.290744742E-4,8.552113548E-3,3.359758761E-3
5.588774599E1,9.926559869E-4,9.773843922E-3,3.359758761E-3
5.589774599E1,8.323038928E-3,9.773843922E-3,3.359758761E-3
5.590774599E1,1.137736533E-2,1.160643995E-2,-3.054326226E-4
5.591774625E1,1.015563495E-2,1.527163107E-2,3.054326226E-4
5.592774625E1,7.712173741E-3,1.832595654E-2,-1.527163084E-3
5.593774625E1,7.101308554E-3,2.260201424E-2,-2.138028387E-3
5.594774625E1,4.046982154E-3,2.443460934E-2,-5.192354787E-3
5.595774625E1,3.436116967E-3,2.932153270E-2,-5.192354787E-3
