"Time (s)","Pressure (hPa)"
2.512065735E1,1.017886230E3
2.522065735E1,1.017886230E3
2.532065735E1,1.017910645E3
2.542065735E1,1.017912842E3
2.552065735E1,1.017912842E3
2.562065735E1,1.017953125E3
2.572065735E1,1.017956787E3
2.582065735E1,1.017956787E3
2.592065735E1,1.017957764E3
2.602065735E1,1.017944092E3
2.612065735E1,1.017944092E3
2.622065735E1,1.017959961E3
2.632065735E1,1.017949951E3
2.642065735E1,1.017944092E3
2.652065735E1,1.017939941E3
2.662065735E1,1.017945068E3
2.672065735E1,1.017937988E3
2.682065735E1,1.017905518E3
2.692065735E1,1.017907959E3
2.702065735E1,1.017905273E3
2.712065735E1,1.017906494E3
2.722065735E1,1.017907715E3
2.732065735E1,1.017917480E3
2.742065735E1,1.017904785E3
2.752065735E1,1.017897949E3
2.762065735E1,1.017885742E3
2.772065735E1,1.017891357E3
2.782065735E1,1.017887451E3
2.792065735E1,1.017895996E3
2.802065735E1,1.017930420E3
2.812065735E1,1.017926025E3
2.822065735E1,1.017942627E3
2.832065735E1,1.017932129E3
2.842065735E1,1.017926025E3
2.852065735E1,1.017933838E3
2.862065735E1,1.017925781E3
2.872065735E1,1.017926758E3
2.882065735E1,1.017922119E3
2.892065735E1,1.017947998E3
2.902065735E1,1.017946289E3
2.912065735E1,1.017921875E3
2.922065735E1,1.017925537E3
2.932065735E1,1.017931885E3
2.942065735E1,1.017964355E3
2.952065735E1,1.017955811E3
2.962065735E1,1.017958252E3
2.972065735E1,1.017958252E3
2.982065735E1,1.017973633E3
2.992065735E1,1.017966553E3
3.002065735E1,1.017966553E3
3.012065735E1,1.017973145E3
3.022065735E1,1.017979248E3
3.032065735E1,1.017979248E3
3.042065735E1,1.017983887E3
3.052065735E1,1.017981445E3
3.062065735E1,1.017981445E3
3.072065735E1,1.017998291E3
3.082065735E1,1.017988037E3
3.092065735E1,1.017988037E3
3.102065735E1,1.017991211E3
3.112065735E1,1.017998779E3
3.122065735E1,1.017998779E3
3.132065735E1,1.017997803E3
3.142065735E1,1.018011475E3
3.152065735E1,1.018011475E3
3.162065735E1,1.017983154E3
3.172065735E1,1.018015137E3
3.182065735E1,1.018000000E3
3.192065735E1,1.017987549E3
3.202065735E1,1.017989502E3
3.212065735E1,1.017981201E3
3.222065735E1,1.018000488E3
3.232065735E1,1.017985107E3
3.242065735E1,1.017984619E3
3.252065735E1,1.017996826E3
3.262065735E1,1.017977295E3
3.272065735E1,1.017963867E3
3.282065735E1,1.017964844E3
3.292065735E1,1.017962402E3
3.302065735E1,1.017979736E3
3.312065735E1,1.017980469E3
3.322065735E1,1.017981934E3
3.332065735E1,1.017973633E3
3.342065735E1,1.017967041E3
3.352065735E1,1.017965088E3
3.362065735E1,1.017971436E3
3.372065735E1,1.017977539E3
3.382065735E1,1.017963135E3
3.392065735E1,1.017953613E3
3.402065735E1,1.017950684E3
3.412065735E1,1.017962646E3
3.422065735E1,1.017970703E3
3.432065735E1,1.017970215E3
3.442065735E1,1.017961914E3
3.452065735E1,1.017951172E3
3.462065735E1,1.017954102E3
3.472065735E1,1.017946533E3
3.482065735E1,1.017946533E3
3.492065735E1,1.017952148E3
3.502065735E1,1.017978271E3
3.512065735E1,1.017978271E3
3.522065735E1,1.017980469E3
3.532065735E1,1.018008789E3
3.542065735E1,1.018008789E3
3.552065735E1,1.018011230E3
3.562065735E1,1.018018555E3
3.572065735E1,1.018018555E3
3.582065735E1,1.018061768E3
3.592065735E1,1.018053955E3
3.602065735E1,1.018053955E3
3.612065735E1,1.018083740E3
3.622065735E1,1.018072510E3
3.632065735E1,1.018072510E3
3.642065735E1,1.018071777E3
3.652065735E1,1.018053467E3
3.662065735E1,1.018053467E3
3.672065735E1,1.018057373E3
3.682065735E1,1.018071289E3
3.692065735E1,1.018057373E3
3.702065735E1,1.018048584E3
3.712065735E1,1.018041992E3
3.722065735E1,1.018038086E3
3.732062401E1,1.018028076E3
3.742059068E1,1.018023682E3
3.752055748E1,1.018037354E3
3.762052414E1,1.018045166E3
3.772049081E1,1.018052490E3
3.782045748E1,1.018048096E3
3.792042414E1,1.018047363E3
3.802039094E1,1.018061035E3
3.812035761E1,1.018049316E3
3.822032427E1,1.018044434E3
3.832029094E1,1.018046143E3
3.842025761E1,1.018051270E3
3.852022441E1,1.018054443E3
3.862019107E1,1.018029053E3
3.872015774E1,1.018035645E3
3.882012440E1,1.018050537E3
3.892009107E1,1.018062988E3
3.902005787E1,1.018094482E3
3.912002454E1,1.018105469E3
3.921999120E1,1.018097412E3
3.931995787E1,1.018100098E3
3.941992453E1,1.018118896E3
3.951989133E1,1.018123291E3
3.961985800E1,1.018152832E3
3.971982467E1,1.018158936E3
3.981979133E1,1.018136230E3
3.991975800E1,1.018136230E3
4.001972480E1,1.018125244E3
4.011969146E1,1.018110352E3
4.021965813E1,1.018110352E3
4.031965813E1,1.018106201E3
4.041965813E1,1.018103027E3
4.051965813E1,1.018103027E3
4.061965813E1,1.018110840E3
4.071965813E1,1.018083008E3
4.081965813E1,1.018083008E3
4.091965813E1,1.018072998E3
4.101965813E1,1.018062500E3
4.111965813E1,1.018062500E3
4.121965813E1,1.018057373E3
4.131965813E1,1.018068604E3
4.141965813E1,1.018068604E3
4.151965813E1,1.018046631E3
4.161965813E1,1.018039795E3
4.171965813E1,1.018039795E3
4.181965813E1,1.018012207E3
4.191965813E1,1.017979248E3
4.201965813E1,1.017968506E3
4.211965813E1,1.017964844E3
4.221965813E1,1.017961426E3
4.231965813E1,1.017958496E3
4.241965813E1,1.017943115E3
4.251965813E1,1.017940430E3
4.261965813E1,1.017935547E3
4.271965813E1,1.017957031E3
4.281965813E1,1.017942139E3
4.291965813E1,1.017931641E3
4.301965813E1,1.017934082E3
4.311965813E1,1.017945068E3
4.321965813E1,1.017947021E3
4.331965813E1,1.017954102E3
4.341965813E1,1.017934814E3
4.351965813E1,1.017937988E3
4.361965813E1,1.017939453E3
4.371965813E1,1.017941162E3
4.381965813E1,1.017941406E3
4.391965813E1,1.017935547E3
4.401965813E1,1.017929932E3
4.411965813E1,1.017920654E3
4.421965813E1,1.017926758E3
4.431965813E1,1.017936279E3
4.441965813E1,1.017915527E3
4.451965813E1,1.017929443E3
4.461965813E1,1.017926758E3
4.471965813E1,1.017937988E3
4.481965813E1,1.017967529E3
4.491965813E1,1.017991943E3
4.501965813E1,1.017992920E3
4.511965813E1,1.017999512E3
4.521965813E1,1.017980469E3
4.531965813E1,1.017980469E3
4.541965813E1,1.017976807E3
4.551965813E1,1.017970703E3
4.561965813E1,1.017970703E3
4.571965813E1,1.017966797E3
4.581965813E1,1.017959717E3
4.591965813E1,1.017959717E3
4.601965813E1,1.017952881E3
4.611965813E1,1.017947021E3
4.621965813E1,1.017947021E3
4.631965813E1,1.017959473E3
4.641965813E1,1.017965088E3
4.651965813E1,1.017965088E3
4.661965813E1,1.017973389E3
4.671965813E1,1.017984863E3
4.681965813E1,1.017984863E3
4.691965813E1,1.017966064E3
4.701965813E1,1.017965332E3
4.711965813E1,1.017964111E3
4.721965813E1,1.017952148E3
4.731965813E1,1.017973633E3
4.741965813E1,1.017939941E3
4.751965826E1,1.017947754E3
4.761965826E1,1.017952148E3
4.771965826E1,1.017970215E3
4.781965826E1,1.017973389E3
4.791965826E1,1.017963135E3
4.801965826E1,1.017956055E3
4.811965826E1,1.017941162E3
4.821965826E1,1.017945557E3
4.831965826E1,1.017957031E3
4.841965826E1,1.017955566E3
4.851965820E1,1.017957764E3
4.861965820E1,1.017944092E3
4.871965820E1,1.017958008E3
4.881965820E1,1.017957031E3
4.891904604E1,1.017950195E3
4.901904604E1,1.017959473E3
4.911904604E1,1.017963135E3
4.921904604E1,1.017964355E3
4.931904604E1,1.017981689E3
4.941904604E1,1.017994141E3
4.951904604E1,1.018005859E3
4.961904604E1,1.018010742E3
4.971904604E1,1.018015381E3
4.981904604E1,1.018024658E3
4.991904604E1,1.018020508E3
5.001904598E1,1.018021240E3
5.011904598E1,1.018046875E3
5.021904598E1,1.018045166E3
5.031904598E1,1.018041504E3
5.041904598E1,1.018041504E3
5.051904584E1,1.018041992E3
5.061904584E1,1.018042480E3
5.071904584E1,1.018042480E3
5.081904584E1,1.018046631E3
5.091904584E1,1.018016113E3
5.101904584E1,1.018016113E3
5.111904584E1,1.018017090E3
5.121904584E1,1.018000488E3
5.131904584E1,1.018000488E3
5.141904584E1,1.018006104E3
5.151904591E1,1.018006348E3
5.161904591E1,1.018006348E3
5.171904591E1,1.017995850E3
5.181904591E1,1.018007812E3
5.191904591E1,1.018007812E3
5.201904591E1,1.018028809E3
5.211904591E1,1.018036621E3
5.221904591E1,1.018036621E3
5.231904591E1,1.018054443E3
5.241904591E1,1.018060547E3
5.251904591E1,1.018065430E3
5.261904591E1,1.018056152E3
5.271904591E1,1.018054199E3
5.281904591E1,1.018073730E3
5.291904591E1,1.018071289E3
5.301904598E1,1.018041504E3
5.311904598E1,1.018044189E3
5.321904598E1,1.018045898E3
5.331904598E1,1.018030273E3
5.341904598E1,1.018037109E3
5.351904598E1,1.018044434E3
5.361904598E1,1.018058594E3
5.371904598E1,1.018057129E3
5.381904598E1,1.018022461E3
5.391904598E1,1.018046631E3
5.401904598E1,1.018056885E3
5.411904598E1,1.018039062E3
5.421904598E1,1.018043457E3
5.431904598E1,1.018041504E3
5.441904598E1,1.018036865E3
5.451904598E1,1.018045166E3
5.461904598E1,1.018071533E3
5.471904598E1,1.018067871E3
5.481904598E1,1.018070312E3
5.491904598E1,1.018080078E3
5.501904598E1,1.018067871E3
5.511904598E1,1.018081299E3
5.521904598E1,1.018069336E3
5.531904598E1,1.018071045E3
5.541904598E1,1.018054443E3
5.551904598E1,1.018054443E3
5.561904598E1,1.018061035E3
5.571904598E1,1.018059326E3
5.581904598E1,1.018059326E3
5.591904598E1,1.018064941E3
5.601904598E1,1.018080566E3
5.611904598E1,1.018080566E3
5.621904598E1,1.018070312E3
5.631904598E1,1.018089111E3
5.641904598E1,1.018089111E3
5.651904598E1,1.018093750E3
5.661904598E1,1.018088623E3
5.671904598E1,1.018088623E3
5.681904598E1,1.018095215E3
5.691904598E1,1.018084473E3
5.701904598E1,1.018084473E3
5.711904598E1,1.018069336E3
5.721904598E1,1.018079590E3
5.731904598E1,1.018079590E3
5.741904598E1,1.018107422E3
5.751904598E1,1.018110107E3
5.761904598E1,1.018100342E3
5.771904598E1,1.018114746E3
5.781904598E1,1.018098877E3
5.791904598E1,1.018118896E3
5.801904598E1,1.018116455E3
5.811904598E1,1.018120361E3
5.821904598E1,1.018104492E3
5.831904598E1,1.018098389E3
5.841904598E1,1.018080322E3
5.851904598E1,1.018078613E3
5.861904598E1,1.018071045E3
5.871904598E1,1.018031250E3
5.881904598E1,1.018020264E3
5.891904598E1,1.018006592E3
5.901904598E1,1.018015137E3
5.911904598E1,1.018005127E3
5.921904598E1,1.018033691E3
5.931904598E1,1.018016113E3
5.941904598E1,1.018007080E3
5.951904598E1,1.017978027E3
5.961904598E1,1.017974854E3
5.971904598E1,1.017964844E3
5.981904598E1,1.017944336E3
5.991904598E1,1.017953125E3
6.001904598E1,1.017952881E3
6.011904598E1,1.017973389E3
6.021904598E1,1.017982422E3
6.031904598E1,1.017962646E3
6.041904598E1,1.017963379E3
6.051904598E1,1.017981445E3
6.061904598E1,1.017981445E3
6.071904598E1,1.017979004E3
6.081904598E1,1.017998047E3
6.091904598E1,1.017998047E3
6.101904598E1,1.017985596E3
6.111904598E1,1.017987549E3
6.121904598E1,1.017987549E3
6.131904598E1,1.017985352E3
6.141904598E1,1.017986328E3
6.151904598E1,1.017986328E3
6.161904598E1,1.017981445E3
6.171904598E1,1.017978027E3
6.181904598E1,1.017978027E3
6.191904598E1,1.017987305E3
6.201904598E1,1.017979736E3
6.211904598E1,1.017979736E3
6.221904598E1,1.017980225E3
6.231904598E1,1.017968506E3
6.241904598E1,1.017968506E3
6.251904598E1,1.017950439E3
6.261904598E1,1.017946533E3
6.271904598E1,1.017952637E3
6.281904598E1,1.017947021E3
6.291904598E1,1.017973633E3
6.301904598E1,1.017958740E3
6.311904598E1,1.017974121E3
6.321904598E1,1.017944336E3
6.331904598E1,1.017940674E3
6.341904598E1,1.017955078E3
6.351904598E1,1.017950684E3
6.361904598E1,1.017948975E3
6.371904598E1,1.017957520E3
6.381904598E1,1.017969971E3
6.391904598E1,1.017984375E3
6.401904598E1,1.017989990E3
6.411904598E1,1.017976074E3
6.421904598E1,1.017969482E3
6.431904598E1,1.017943848E3
6.441904598E1,1.017935059E3
6.451904598E1,1.017936768E3
6.461904598E1,1.017922607E3
6.471904598E1,1.017936279E3
6.481904598E1,1.017933350E3
6.491904598E1,1.017943848E3
6.501904598E1,1.017956543E3
6.511904598E1,1.017965820E3
6.521904598E1,1.017968262E3
6.531904598E1,1.017970215E3
6.541904598E1,1.017975098E3
6.551904598E1,1.017957031E3
6.561904598E1,1.017956055E3
6.571904598E1,1.017946777E3
6.581904598E1,1.017960938E3
6.591904598E1,1.017973145E3
6.601904598E1,1.017973145E3
6.611904598E1,1.017960693E3
6.621904598E1,1.017937012E3
6.631904598E1,1.017937012E3
6.641904598E1,1.017961182E3
6.651904598E1,1.017949951E3
