"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.061666677E-3,1.755344868E-2,8.612633348E-1,2.527700067E-1
1.303766668E-2,-7.093831152E-2,1.196608186E0,3.341726065E-1
2.301366668E-2,-1.175588071E-1,1.466507077E0,3.449248672E-1
3.298966662E-2,-8.240965754E-2,1.016885996E0,1.921720356E-1
4.296566662E-2,-2.232368663E-2,3.753536642E-1,-5.848416314E-2
5.294166662E-2,6.606641412E-2,2.273052186E-2,-2.870123684E-1
6.291766663E-2,1.445311308E-1,-1.369289160E-1,-3.819364905E-1
7.289366663E-2,2.330863327E-1,-3.772312105E-1,-4.615389109E-1
8.287066664E-2,2.479971051E-1,-4.244615734E-1,-5.440103412E-1
9.284666664E-2,1.601799875E-1,-2.530445158E-1,-5.297378302E-1
1.028226666E-1,-1.947552338E-2,1.568467915E-2,-4.257819057E-1
1.127986666E-1,-1.942059547E-1,1.939006895E-1,-2.631257176E-1
1.227746666E-1,-3.594947755E-1,9.322733432E-2,-3.981008381E-2
1.327506666E-1,-5.611648560E-1,-2.482539713E-1,1.995099485E-1
1.427266666E-1,-7.691199183E-1,-6.266649365E-1,3.946139514E-1
1.527026666E-1,-9.511433244E-1,-9.552566409E-1,5.080385804E-1
1.626786666E-1,-1.044295073E0,-9.657721519E-1,5.192446113E-1
1.726546666E-1,-9.470754862E-1,-6.759099960E-1,4.774101973E-1
1.826306666E-1,-6.654080749E-1,-3.910620213E-1,4.650084078E-1
1.926066666E-1,-2.849266231E-1,-2.182865292E-1,5.311198235E-1
2.025826667E-1,9.950276464E-3,-9.683498740E-1,5.566382408E-1
2.125586667E-1,2.307535410E-1,-1.616291285E0,2.785703242E-1
2.225356667E-1,2.518228590E-1,-1.809276462E0,4.927046131E-3
2.325116667E-1,5.480763316E-2,-1.165313959E0,-7.554139942E-2
2.424876667E-1,-1.379189491E-1,-1.976223439E-1,-9.079279006E-2
2.524636667E-1,-2.133502215E-1,3.861496747E-1,-2.024383098E-1
2.624396667E-1,-1.717489958E-1,5.107475519E-1,-3.475795388E-1
2.724156667E-1,-1.196944788E-1,5.964636207E-1,-4.494273961E-1
2.823916667E-1,-1.515892893E-1,5.457578301E-1,-3.212545216E-1
2.923676667E-1,-2.277303636E-1,6.552417874E-1,3.019420058E-2
3.023436667E-1,-2.292526364E-1,8.612689972E-1,4.777829051E-1
3.123196667E-1,-1.666363478E-1,9.996533394E-1,8.497154117E-1
