"Time (s)","X (hPa)"
-5.822163334E-1,1.017601242E3
4.202216666E-1,1.017602692E3
1.422700667E0,1.017604218E3
2.425127667E0,1.017607651E3
3.427564667E0,1.017609558E3
3.782751667E0,1.017610931E3
4.852021667E0,1.017616272E3
5.921341667E0,1.017620087E3
6.990580667E0,1.017624054E3
8.059787667E0,1.017626266E3
9.129027667E0,1.017630997E3
1.019829167E1,1.017630997E3
1.126754467E1,1.017634583E3
1.233684067E1,1.017637787E3
1.340607867E1,1.017637787E3
1.447533367E1,1.017636948E3
1.554456367E1,1.017629776E3
1.661380767E1,1.017620468E3
1.768306967E1,1.017606888E3
1.875236767E1,1.017587891E3
1.982167267E1,1.017578049E3
2.089093867E1,1.017574615E3
2.196018167E1,1.017574615E3
2.302947767E1,1.017575684E3
2.409879167E1,1.017582855E3
2.516811667E1,1.017587891E3
2.623742367E1,1.017587891E3
2.730676167E1,1.017583923E3
2.837603267E1,1.017583542E3
2.944530767E1,1.017582932E3
3.051459367E1,1.017581558E3
3.158391367E1,1.017579422E3
3.265321767E1,1.017577744E3
3.372252667E1,1.017574615E3
3.479181767E1,1.017570877E3
3.586110367E1,1.017570648E3
3.693040267E1,1.017570877E3
3.799970367E1,1.017574692E3
3.906898267E1,1.017579041E3
4.013829167E1,1.017582169E3
4.120761267E1,1.017584991E3
4.227688067E1,1.017587204E3
4.334615967E1,1.017589111E3
4.441543467E1,1.017590485E3
4.548475967E1,1.017590485E3
4.655403267E1,1.017583466E3
4.762332667E1,1.017583466E3
4.869263967E1,1.017590256E3
4.976190467E1,1.017597122E3
5.083118167E1,1.017604752E3
5.190044667E1,1.017618637E3
5.296974067E1,1.017625809E3
5.403905267E1,1.017626038E3
5.510835567E1,1.017626038E3
5.617755267E1,1.017626038E3
5.724682267E1,1.017625961E3
5.831605167E1,1.017623291E3
5.938525667E1,1.017618637E3
6.045449167E1,1.017611465E3
6.152376667E1,1.017604752E3
6.259299367E1,1.017600327E3
6.366225567E1,1.017600327E3
6.473154467E1,1.017602386E3
6.580084067E1,1.017606812E3
6.687008667E1,1.017612991E3
6.793935467E1,1.017621765E3
6.900862067E1,1.017633133E3
7.007787667E1,1.017644501E3
7.114713967E1,1.017655869E3
7.221640067E1,1.017666779E3
7.328567467E1,1.017671738E3
7.435490567E1,1.017674026E3
7.542419267E1,1.017677002E3
7.649346167E1,1.017680283E3
7.756268667E1,1.017684937E3
7.863194667E1,1.017691727E3
7.970117767E1,1.017699890E3
8.077042467E1,1.017705536E3
8.183967267E1,1.017712708E3
8.290888467E1,1.017718658E3
8.397814667E1,1.017724533E3
8.504741167E1,1.017729416E3
8.611671167E1,1.017735062E3
8.718593067E1,1.017739868E3
8.825517967E1,1.017740784E3
8.932443867E1,1.017746048E3
9.039367767E1,1.017759628E3
9.146295767E1,1.017775421E3
9.253219167E1,1.017784729E3
9.360145867E1,1.017794418E3
9.467069167E1,1.017796249E3
9.573991667E1,1.017796249E3
9.680918067E1,1.017782822E3
9.787840367E1,1.017769547E3
9.894764467E1,1.017756500E3
1.000168557E2,1.017749176E3
1.010860927E2,1.017736130E3
1.021553907E2,1.017729797E3
1.032247297E2,1.017725601E3
1.042940177E2,1.017724152E3
1.053633137E2,1.017716904E3
1.064326897E2,1.017711258E3
1.075019857E2,1.017704086E3
1.085712257E2,1.017697754E3
1.096404697E2,1.017692795E3
1.107097617E2,1.017691650E3
1.117790687E2,1.017691650E3
1.128483147E2,1.017696152E3
1.139175527E2,1.017700577E3
1.149867937E2,1.017702484E3
1.160560237E2,1.017703857E3
1.171252357E2,1.017704544E3
1.181944577E2,1.017704544E3
1.192637537E2,1.017704315E3
1.203330217E2,1.017700958E3
1.214022517E2,1.017698441E3
1.224714547E2,1.017698212E3
1.235406497E2,1.017693176E3
1.246099177E2,1.017691650E3
1.256791777E2,1.017691650E3
1.267484917E2,1.017700806E3
1.278177897E2,1.017706223E3
1.288870397E2,1.017712173E3
1.299563107E2,1.017712173E3
1.310255817E2,1.017711258E3
1.320947887E2,1.017698822E3
1.331640327E2,1.017686691E3
1.342332387E2,1.017677307E3
1.353025087E2,1.017670059E3
1.363717817E2,1.017662811E3
1.374410267E2,1.017655411E3
1.385102367E2,1.017647629E3
1.395795007E2,1.017639313E3
1.406488187E2,1.017631454E3
1.417180747E2,1.017626419E3
1.427873517E2,1.017622910E3
1.438566287E2,1.017621536E3
1.449259127E2,1.017620773E3
1.459952207E2,1.017620087E3
1.470645407E2,1.017616806E3
1.481338537E2,1.017612991E3
1.492031247E2,1.017610245E3
1.502724017E2,1.017610245E3
1.513417127E2,1.017611084E3
1.524110237E2,1.017611237E3
1.534802867E2,1.017613983E3
1.545495567E2,1.017615509E3
1.556188377E2,1.017615509E3
1.566881047E2,1.017614822E3
1.577574407E2,1.017613754E3
1.588267597E2,1.017611237E3
1.598960677E2,1.017611237E3
1.609653957E2,1.017611847E3
1.620346687E2,1.017618179E3
1.631039797E2,1.017625275E3
1.641732667E2,1.017631912E3
1.652425527E2,1.017636719E3
1.663118557E2,1.017639923E3
1.673811777E2,1.017643051E3
1.684504597E2,1.017643051E3
1.695197127E2,1.017642822E3
1.705889217E2,1.017641220E3
1.716581697E2,1.017638168E3
1.727274367E2,1.017632751E3
1.737966497E2,1.017629776E3
1.748658657E2,1.017625732E3
1.759351407E2,1.017622452E3
1.770043847E2,1.017619629E3
