"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.871124994E-3,-8.001156896E-2,1.083444357E-1,-5.009042099E-2
1.384712500E-2,-6.732852757E-2,9.625820816E-2,-4.147749022E-2
2.382312500E-2,-6.126242504E-2,8.097370714E-2,-4.186443239E-2
3.379912500E-2,-5.704531074E-2,6.450311840E-2,-4.294301197E-2
4.377612501E-2,-5.701575056E-2,4.846077040E-2,-4.626839980E-2
5.375212501E-2,-6.755121052E-2,3.197633848E-2,-4.911452159E-2
6.372812501E-2,-7.595344633E-2,2.528043650E-2,-4.968895763E-2
7.370512502E-2,-7.779075950E-2,2.668925002E-2,-4.703032225E-2
8.368112502E-2,-7.025938481E-2,1.815772615E-2,-4.522337765E-2
9.365712502E-2,-6.512907147E-2,-2.832244849E-3,-4.985754192E-2
1.036331250E-1,-5.939834565E-2,-3.002684750E-2,-4.630241543E-2
1.136101250E-1,-4.272722453E-2,-4.804765806E-2,-4.446084052E-2
1.235861250E-1,-2.341544628E-2,-6.272913516E-2,-4.525146633E-2
1.335621250E-1,-1.061975583E-2,-7.267683744E-2,-5.076260865E-2
1.435391250E-1,-3.300147131E-3,-7.907739282E-2,-4.934759066E-2
1.535151250E-1,4.136729985E-3,-7.350686193E-2,-4.456002638E-2
1.634911250E-1,5.698582157E-3,-5.874726549E-2,-4.001167789E-2
1.734671250E-1,7.130564190E-3,-5.763273314E-2,-3.526405990E-2
1.834441250E-1,5.957840011E-3,-6.610238552E-2,-3.769107163E-2
1.934201250E-1,1.202611811E-2,-8.418285102E-2,-3.778880835E-2
2.033961250E-1,2.467457950E-2,-1.027750969E-1,-3.642058745E-2
2.133731250E-1,3.471256793E-2,-1.171710789E-1,-3.665707633E-2
2.233491250E-1,3.544374183E-2,-1.304181665E-1,-3.540953621E-2
2.333251250E-1,2.936774120E-2,-1.510704458E-1,-3.663485497E-2
2.433011250E-1,2.190813422E-2,-1.724246591E-1,-3.714866191E-2
2.532781250E-1,1.578925550E-2,-1.802892387E-1,-4.076044261E-2
2.632541250E-1,2.031733841E-2,-1.799594462E-1,-4.404857010E-2
2.732301250E-1,2.865862474E-2,-1.791802049E-1,-5.546820536E-2
2.832071250E-1,4.046100006E-2,-2.055771053E-1,-5.543195084E-2
2.931831250E-1,4.400460422E-2,-2.396685034E-1,-6.112259254E-2
3.031591250E-1,3.511758894E-2,-2.638447583E-1,-6.253996491E-2
3.131351250E-1,3.019180708E-2,-2.802868485E-1,-6.651259959E-2
3.231121250E-1,3.521870449E-2,-2.906533778E-1,-7.257451862E-2
3.330881250E-1,5.877143145E-2,-2.918592393E-1,-7.100911438E-2
3.430641250E-1,7.742634416E-2,-2.833043635E-1,-6.960496306E-2
3.530411250E-1,7.869613916E-2,-2.755553722E-1,-6.460860372E-2
3.630171250E-1,7.261516899E-2,-2.688480318E-1,-6.393865496E-2
3.729931250E-1,6.223415956E-2,-2.637068033E-1,-5.789194629E-2
3.829691250E-1,4.594058916E-2,-2.561483979E-1,-5.363625288E-2
3.929461250E-1,2.193592116E-2,-2.532655299E-1,-4.688114673E-2
4.029221250E-1,-1.298342831E-3,-2.612617612E-1,-3.264711425E-2
4.128981250E-1,-2.518343553E-2,-2.674341798E-1,-2.543820441E-2
4.228741250E-1,-4.415090755E-2,-2.522092164E-1,-2.415410802E-2
4.328511250E-1,-6.610361487E-2,-2.186400741E-1,-2.913581766E-2
4.428271250E-1,-1.075135916E-1,-1.902043521E-1,-3.543857113E-2
4.528031250E-1,-1.383663118E-1,-2.249503434E-1,-5.330971256E-2
4.627801250E-1,-1.600033492E-1,-3.118248880E-1,-6.748366356E-2
4.727560417E-1,-1.800753176E-1,-3.827629685E-1,-8.119175583E-2
4.827320417E-1,-1.983260065E-1,-4.086380601E-1,-9.506206214E-2
4.927080417E-1,-2.011532187E-1,-4.085696340E-1,-9.828315675E-2
5.026850417E-1,-1.929842383E-1,-3.808144331E-1,-9.831351787E-2
5.126610417E-1,-1.721979976E-1,-3.416606188E-1,-8.491542190E-2
5.226370417E-1,-1.398911923E-1,-3.094156384E-1,-7.259241492E-2
5.326140417E-1,-1.109743193E-1,-2.948832810E-1,-6.295150518E-2
5.425900417E-1,-8.402469009E-2,-3.189754784E-1,-5.477680638E-2
5.525660417E-1,-6.046530232E-2,-3.709177673E-1,-6.465873122E-2
5.625420417E-1,-4.416680709E-2,-4.438469410E-1,-9.287375957E-2
5.725190417E-1,-4.349808767E-2,-5.255622864E-1,-1.420477033E-1
5.824950417E-1,-5.752739310E-2,-6.137971878E-1,-1.996496022E-1
5.924710417E-1,-8.294673264E-2,-6.765026450E-1,-2.481441647E-1
6.024480417E-1,-1.020525172E-1,-6.752056479E-1,-2.761903107E-1
6.124240417E-1,-1.162839159E-1,-6.124690175E-1,-2.754017413E-1
6.224000417E-1,-1.121348068E-1,-5.378975272E-1,-2.441834509E-1
6.323760417E-1,-9.615743905E-2,-4.577771425E-1,-2.016572952E-1
6.423530417E-1,-8.199767768E-2,-4.180952311E-1,-1.566727757E-1
6.523290417E-1,-7.394267619E-2,-4.322070479E-1,-1.206918657E-1
6.623050417E-1,-7.344476134E-2,-4.710526466E-1,-9.863562882E-2
6.722810417E-1,-7.757372409E-2,-5.086692572E-1,-7.586906105E-2
6.822580417E-1,-8.396530151E-2,-5.429584980E-1,-8.533590287E-2
6.922340417E-1,-9.706752002E-2,-5.284003019E-1,-7.666677982E-2
7.022100417E-1,-1.269552559E-1,-4.332748950E-1,-4.395047203E-2
7.121870417E-1,-1.436588615E-1,-3.329621553E-1,-2.050480060E-2
7.221630417E-1,-1.488498449E-1,-2.712962627E-1,2.377841622E-2
7.321390417E-1,-1.597906500E-1,-2.522775829E-1,5.424550921E-2
7.421150417E-1,-1.892881840E-1,-2.846397161E-1,6.541474909E-2
7.520920417E-1,-2.289096266E-1,-3.743837178E-1,6.725872308E-2
7.620680417E-1,-2.742094398E-1,-4.864592850E-1,6.040881202E-2
7.720440417E-1,-2.949051261E-1,-6.465706825E-1,2.870840952E-2
7.820210417E-1,-3.204875588E-1,-7.591462135E-1,2.638141066E-2
7.919970417E-1,-3.751409650E-1,-7.009937167E-1,3.648544475E-2
8.019730417E-1,-4.227840602E-1,-5.516312718E-1,4.881031811E-2
8.119490417E-1,-4.470755458E-1,-3.963689804E-1,6.245369092E-2
8.219260417E-1,-4.490467310E-1,-2.657085061E-1,9.398984164E-2
8.319020417E-1,-4.310461581E-1,-1.515521258E-1,1.382097602E-1
8.418780417E-1,-3.938100338E-1,-1.205168068E-1,1.763495803E-1
8.518540417E-1,-3.562453687E-1,-2.152419835E-1,2.047087699E-1
8.618310417E-1,-3.251076639E-1,-3.885847330E-1,2.211435735E-1
8.718070417E-1,-3.139846921E-1,-5.633589625E-1,2.270158380E-1
8.817830417E-1,-3.056875169E-1,-6.972411871E-1,2.218967527E-1
8.917600417E-1,-2.825683653E-1,-7.610739470E-1,2.152625620E-1
9.017360417E-1,-2.446232587E-1,-7.595821023E-1,2.208640277E-1
9.117120417E-1,-2.026648819E-1,-7.031155825E-1,2.434305996E-1
9.216880417E-1,-1.867323369E-1,-6.211602092E-1,2.631690800E-1
9.316650417E-1,-1.945282221E-1,-5.625392199E-1,2.857314050E-1
9.416410417E-1,-2.153072953E-1,-5.310825706E-1,2.981043160E-1
9.516170417E-1,-2.420915067E-1,-5.327622294E-1,3.341829479E-1
9.615930417E-1,-2.664005458E-1,-5.722888112E-1,3.484319448E-1
9.715700417E-1,-2.801413834E-1,-5.748806000E-1,3.488825560E-1
9.815460417E-1,-2.526430488E-1,-5.095023513E-1,3.433198035E-1
9.915220417E-1,-1.986168325E-1,-3.997148871E-1,3.345944881E-1
1.001499042E0,-1.295749098E-1,-2.913865745E-1,2.942389250E-1
