"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.492875025E-3,6.273079664E-2,-3.467664495E-2,-2.754015103E-2
1.346987498E-2,4.086967185E-2,-8.078113943E-2,-2.306266688E-2
2.344587498E-2,2.033830062E-2,-1.300727874E-1,-1.112877578E-2
3.342187498E-2,9.818059392E-3,-1.657510698E-1,7.475418504E-3
4.339787498E-2,2.134040464E-3,-2.093563378E-1,1.678769477E-2
5.337487499E-2,-5.769694224E-3,-2.442634404E-1,1.831405424E-2
6.335087499E-2,-1.788041927E-2,-2.832875550E-1,1.037170924E-2
7.332687499E-2,-3.884583712E-2,-3.276293576E-1,7.028157357E-3
8.330287499E-2,-6.603058428E-2,-3.636611104E-1,8.352281526E-3
9.327887499E-2,-9.666590393E-2,-3.908347785E-1,1.330606174E-2
1.032558750E-1,-1.164478660E-1,-4.155457020E-1,1.885289326E-2
1.132318750E-1,-1.293997169E-1,-4.290933907E-1,1.921291836E-2
1.232078750E-1,-1.326381117E-1,-4.268677831E-1,7.707529701E-3
1.331838750E-1,-1.294687241E-1,-4.254606664E-1,-8.679153398E-3
1.431598750E-1,-1.347809285E-1,-4.266604483E-1,-2.104873769E-2
1.531368750E-1,-1.500579864E-1,-4.128768742E-1,-2.802152000E-2
1.631128750E-1,-1.527802646E-1,-3.586362600E-1,-1.893081889E-2
1.730888750E-1,-1.336603165E-1,-2.770739496E-1,-9.707017802E-3
1.830648750E-1,-9.913749248E-2,-1.762549430E-1,-1.165778283E-2
1.930417500E-1,-6.499445438E-2,-7.837388664E-2,-2.480816282E-2
2.030177500E-1,-5.210421979E-2,-1.076432527E-3,-3.384293616E-2
2.129937500E-1,-7.178260386E-2,6.858589128E-3,-2.979735844E-2
2.229697500E-1,-9.742511809E-2,-6.183924899E-2,-1.458325144E-2
2.329457500E-1,-1.197517067E-1,-1.606037766E-1,-9.401149000E-4
2.429227500E-1,-1.128802225E-1,-1.992712766E-1,1.539145410E-2
2.528987500E-1,-7.460726798E-2,-2.139468938E-1,3.279113770E-2
2.628747500E-1,-3.774645552E-2,-2.287356853E-1,4.370423779E-2
2.728507500E-1,-3.002420068E-2,-2.241766602E-1,4.917174578E-2
2.828277500E-1,-4.387663305E-2,-1.990761012E-1,6.153200567E-2
2.928037500E-1,-6.510554254E-2,-1.637083292E-1,8.203281462E-2
3.027797500E-1,-7.434991002E-2,-1.228996441E-1,9.935321659E-2
3.127557500E-1,-6.021855399E-2,-9.586890787E-2,1.086412892E-1
3.227317500E-1,-4.164380580E-2,-9.105258435E-2,1.119806245E-1
3.327087500E-1,-3.030720912E-2,-1.168396324E-1,1.160530746E-1
3.426847500E-1,-3.547320887E-2,-1.222213507E-1,1.294948608E-1
3.526607500E-1,-4.116768390E-2,-1.293182820E-1,1.457686424E-1
3.626367500E-1,-4.312590510E-2,-1.239197999E-1,1.580793709E-1
3.726137500E-1,-3.129466996E-2,-1.263624579E-1,1.623017788E-1
3.825897500E-1,-1.369303837E-2,-1.309412420E-1,1.656925231E-1
3.925657500E-1,-8.345296374E-4,-1.223731712E-1,1.618256867E-1
4.025417500E-1,3.686865093E-4,-9.914747626E-2,1.564564854E-1
4.125177500E-1,-9.273553733E-4,-7.955323905E-2,1.496712416E-1
4.224947500E-1,-1.199039258E-2,-7.436326891E-2,1.484794766E-1
4.324707500E-1,-2.732837945E-2,-5.824723840E-2,1.497826725E-1
4.424467500E-1,-2.534219436E-2,-4.046104848E-2,1.464193761E-1
4.524227500E-1,1.654405030E-3,-1.386939269E-2,1.406547874E-1
4.623987500E-1,3.805795312E-2,6.999137811E-3,1.330847442E-1
4.723757500E-1,5.433195829E-2,1.282124035E-2,1.242696941E-1
4.823517500E-1,5.358813703E-2,2.547391690E-2,1.193609536E-1
4.923277500E-1,4.518883675E-2,3.742201254E-2,1.084695756E-1
5.023037500E-1,4.055067524E-2,5.545560643E-2,9.429996461E-2
5.122807500E-1,4.410842806E-2,7.096038014E-2,8.313101530E-2
5.222567500E-1,5.484256521E-2,9.745803475E-2,7.035583258E-2
5.322327500E-1,6.760372967E-2,1.146715283E-1,4.895450175E-2
5.422087500E-1,7.151990384E-2,1.199472547E-1,2.430028468E-2
5.521847500E-1,6.129850447E-2,1.083097085E-1,2.099084435E-3
5.621617500E-1,3.651938960E-2,9.780939668E-2,-1.348946244E-2
5.721377500E-1,1.480916515E-2,8.232232928E-2,-2.358532138E-2
5.821137500E-1,7.495391183E-4,6.653324515E-2,-2.811296098E-2
5.920897500E-1,-8.855550550E-4,6.435336173E-2,-2.670464665E-2
6.020667500E-1,8.740440942E-3,8.337392658E-2,-2.442844212E-2
6.120427500E-1,1.953126490E-2,9.054731578E-2,-2.474508062E-2
6.220187500E-1,2.194914967E-2,8.188991249E-2,-2.902238443E-2
6.319947500E-1,1.160933916E-2,7.289170474E-2,-2.707404830E-2
6.419707500E-1,-1.233833749E-2,5.687731504E-2,-1.904275455E-2
6.519477500E-1,-2.801410109E-2,5.202743039E-2,-7.760724053E-3
6.619237500E-1,-2.290136367E-2,5.924353004E-2,-1.522801700E-3
6.718997500E-1,-8.240701631E-3,5.627480522E-2,2.945995657E-3
6.818757500E-1,-2.216630382E-3,5.388248712E-2,6.066421513E-3
6.918527500E-1,-1.905447338E-3,4.925286025E-2,9.355712682E-3
7.018287500E-1,-7.632841822E-3,3.974324465E-2,1.010219660E-2
7.118047500E-1,-2.179912478E-2,2.210992016E-2,7.750707213E-3
7.217807500E-1,-4.055416957E-2,1.512577944E-2,1.203999482E-2
7.317567500E-1,-5.018357933E-2,1.653307304E-2,1.485606842E-2
7.417337500E-1,-5.652749538E-2,2.323544957E-2,1.400145981E-2
7.517097500E-1,-5.810077116E-2,2.459369227E-2,1.297253929E-2
7.616857500E-1,-5.595772341E-2,3.559254855E-2,1.264710166E-2
7.716617500E-1,-3.958494961E-2,4.915554821E-2,1.419591811E-2
7.816377500E-1,-2.226188593E-2,4.847510904E-2,1.109040622E-2
7.916147500E-1,-1.305827219E-2,3.668903187E-2,4.709042609E-3
8.015907500E-1,-1.688976027E-2,1.197143551E-2,4.868832417E-3
8.115667500E-1,-3.047264367E-2,-2.010324504E-3,5.718088942E-4
8.215427500E-1,-4.462654516E-2,-5.796743790E-4,-2.096944954E-3
8.315197500E-1,-5.761558190E-2,1.093184017E-2,-4.659704864E-3
8.414957500E-1,-5.766192079E-2,1.679691859E-2,-8.215557784E-3
8.514717500E-1,-4.963579029E-2,2.311459370E-2,-1.186887175E-2
8.614477500E-1,-3.904386610E-2,3.019966744E-2,-2.147462778E-2
8.714237500E-1,-2.389267460E-2,3.844964132E-2,-3.283292428E-2
8.814007500E-1,-1.946330629E-2,2.324512415E-2,-4.109058902E-2
8.913767500E-1,-2.466743998E-2,2.019679919E-2,-4.010250047E-2
9.013527500E-1,-3.347345069E-2,1.367871463E-2,-3.877092153E-2
9.113287500E-1,-3.422791883E-2,1.210663840E-2,-3.846662492E-2
9.213057500E-1,-3.357490897E-2,5.737422965E-3,-3.432806954E-2
9.312817500E-1,-2.611672878E-2,1.460574847E-2,-3.268916160E-2
9.412577500E-1,-1.959944144E-2,1.352716889E-2,-2.930721454E-2
9.512337500E-1,-8.560904302E-3,1.718129218E-2,-2.724938840E-2
9.612097500E-1,1.432873541E-3,1.831766218E-2,-2.805339731E-2
9.711867500E-1,4.496525507E-3,1.109562442E-2,-2.704783529E-2
9.811627500E-1,2.066923538E-3,-6.694025826E-3,-2.367307618E-2
9.911387500E-1,1.029059570E-2,1.583274640E-2,-1.724917069E-2
1.001114750E0,2.594012767E-2,1.162362099E-2,-2.058744244E-2
1.011090750E0,3.456934169E-2,2.621439053E-3,-2.080263942E-2
1.021067750E0,2.831064723E-2,4.286181182E-3,-1.955601387E-2
1.031043750E0,1.599232107E-2,-1.514395699E-2,-9.828797542E-3
1.041019750E0,7.534653880E-3,-2.284581773E-2,2.220675116E-3
1.050995750E0,1.325916778E-2,-1.207352057E-2,1.553732716E-2
1.060972750E0,2.636911161E-2,1.825056225E-2,2.399232984E-2
1.070948750E0,5.405596271E-2,5.242946371E-2,2.516288310E-2
1.080924750E0,7.841856033E-2,6.367599219E-2,2.159984037E-2
1.090900750E0,7.427668571E-2,5.468994752E-2,2.192216553E-2
1.100876750E0,4.599311203E-2,4.856414720E-2,3.157079965E-2
1.110853750E0,2.974977717E-2,5.826703459E-2,4.089519382E-2
1.120829750E0,3.753872216E-2,7.327154279E-2,4.102355987E-2
1.130805750E0,5.835091323E-2,8.194735646E-2,3.565821424E-2
1.140781750E0,7.213862985E-2,8.815465122E-2,2.344282530E-2
1.150757750E0,6.697183102E-2,6.976526231E-2,1.450579055E-2
1.160734750E0,4.519702867E-2,4.645913839E-2,8.305152878E-3
1.170710750E0,1.479164232E-2,1.973731071E-2,8.660709485E-3
1.180686750E0,-1.219789684E-2,-4.715569783E-3,1.404455677E-2
1.190663250E0,-1.854453050E-2,-8.677353151E-3,2.220906503E-2
1.200640250E0,-1.314677065E-3,8.981535211E-3,2.028013766E-2
1.210616250E0,2.823110111E-2,3.221308067E-2,1.140310336E-2
1.220592250E0,3.921211138E-2,2.741699480E-2,-3.491423093E-3
1.230568250E0,2.487833053E-2,1.751798578E-2,-5.967857316E-3
1.240544250E0,-3.150640521E-3,-1.583437808E-2,-5.219242536E-3
1.250521250E0,-3.238577768E-2,-6.045399606E-2,-5.169296172E-3
1.260497250E0,-4.013158381E-2,-5.445309728E-2,-5.249990150E-3
1.270473250E0,-1.970865950E-2,-4.528940469E-2,-6.681556348E-3
1.280449250E0,1.102608349E-2,-3.238479048E-2,-1.474241260E-2
1.290426250E0,2.084459364E-2,-2.832206339E-2,-2.423373237E-2
1.300402250E0,1.502854284E-3,-4.307331517E-2,-2.460710704E-2
1.310378250E0,-3.039713576E-2,-6.062278897E-2,-1.750042289E-2
1.320354250E0,-4.917508364E-2,-6.135116145E-2,-5.577185191E-3
1.330330250E0,-3.993986920E-2,-6.635379791E-2,4.758281284E-5
1.340307250E0,-1.983193867E-2,-5.244118348E-2,-3.150607459E-3
