"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.492875025E-3,4.975727628E-1,8.296935886E-1,-1.165870482E-1
1.346987498E-2,3.171487378E-1,8.955411306E-1,-3.119986564E-1
2.344587498E-2,9.733567536E-2,8.961885636E-1,-3.989824212E-1
3.342187498E-2,4.015926182E-2,8.722331788E-1,-2.896371496E-1
4.339787498E-2,1.030561526E-1,7.677668971E-1,-1.113239694E-1
5.337487499E-2,2.098687027E-1,5.949884719E-1,9.337184787E-2
6.335087499E-2,3.279295416E-1,5.058012205E-1,1.371207154E-1
7.332687499E-2,3.441883095E-1,4.884891133E-1,1.384883791E-1
8.330287499E-2,3.601718196E-1,4.978511268E-1,2.089297861E-1
9.327887499E-2,3.993708225E-1,4.671603709E-1,1.992818803E-1
1.032558750E-1,5.045541921E-1,3.942309737E-1,1.847685063E-1
1.132318750E-1,6.211947423E-1,2.541145105E-1,1.737962061E-1
1.232078750E-1,7.650701612E-1,3.459499659E-2,9.789233029E-2
1.331838750E-1,8.733857381E-1,-2.236701782E-1,8.010685444E-5
1.431598750E-1,7.787900680E-1,-5.076321664E-1,-6.274939477E-2
1.531368750E-1,6.196022531E-1,-6.777330784E-1,-1.611983800E-1
1.631128750E-1,5.194783330E-1,-6.719295707E-1,-1.128840065E-1
1.730888750E-1,4.985143107E-1,-6.444261687E-1,-7.040047646E-3
1.830648750E-1,6.325012109E-1,-7.858453184E-1,1.347017223E-1
1.930417500E-1,8.946476761E-1,-9.753901228E-1,3.810045719E-3
2.030177500E-1,1.063999998E0,-1.042651522E0,-2.791390586E-1
2.129937500E-1,1.032990752E0,-9.555912314E-1,-4.940113699E-1
2.229697500E-1,7.824434084E-1,-6.489079133E-1,-4.794541419E-1
2.329457500E-1,3.732809848E-1,-3.661005308E-1,-1.761964881E-1
2.429227500E-1,1.313325566E-1,-2.616276344E-1,7.749314904E-3
2.528987500E-1,1.558475929E-1,-3.166773791E-1,1.483812833E-1
2.628747500E-1,2.080448100E-1,-3.026873309E-1,1.555885613E-1
2.728507500E-1,2.016093644E-1,-1.787580071E-1,-1.158397740E-1
2.828277500E-1,9.843582898E-2,7.597294606E-2,-4.277951610E-1
2.928037500E-1,-7.380940318E-3,3.617030592E-1,-5.306775051E-1
3.027797500E-1,-3.069992870E-2,5.291359964E-1,-3.291345066E-1
3.127557500E-1,9.009331405E-2,3.939296594E-1,-1.149515820E-1
3.227317500E-1,2.342540771E-1,1.276081726E-1,-5.461884141E-3
3.327087500E-1,2.473076937E-1,3.194819961E-2,-1.057819784E-1
3.426847500E-1,8.646248549E-2,7.612340223E-2,-2.701150507E-1
3.526607500E-1,-3.218892217E-3,1.432950462E-1,-3.745837444E-1
3.626367500E-1,-2.997575104E-3,1.091303864E-1,-2.421519113E-1
3.726137500E-1,9.937430710E-2,-6.882969506E-2,1.269278491E-1
3.825897500E-1,3.214872256E-1,-2.333387686E-1,5.856161892E-1
3.925657500E-1,5.702958995E-1,-3.094085226E-1,8.215443242E-1
4.025417500E-1,7.595234925E-1,-2.851297868E-1,7.131983417E-1
4.125177500E-1,8.651864800E-1,-2.782210823E-1,3.568374449E-1
4.224947500E-1,7.670166993E-1,-2.828237546E-1,1.023052239E-1
4.324707500E-1,6.623015454E-1,-2.132577124E-1,3.986456215E-2
4.424467500E-1,6.343050769E-1,-2.659809596E-1,1.293655533E-1
4.524227500E-1,6.087723327E-1,-5.338126360E-1,3.128944498E-1
4.623987500E-1,6.075385702E-1,-7.412306245E-1,4.340394026E-1
4.723757500E-1,5.447684178E-1,-7.308946475E-1,4.180852747E-1
4.823517500E-1,4.296803033E-1,-5.367868953E-1,1.955934566E-1
4.923277500E-1,3.806490612E-1,-3.745457375E-1,-1.182312852E-1
5.023037500E-1,3.933044824E-1,-2.433107198E-1,-2.369701087E-1
5.122807500E-1,4.183209175E-1,-1.912933046E-1,-1.090453094E-1
5.222567500E-1,5.082741907E-1,-2.069719190E-1,2.177672678E-1
5.322327500E-1,6.167029113E-1,-1.969866654E-1,4.213819349E-1
5.422087500E-1,6.909423772E-1,-1.672786803E-1,3.865073866E-1
5.521847500E-1,6.495069605E-1,-1.743124422E-2,1.438403356E-1
5.621617500E-1,5.192134541E-1,2.768802426E-1,-2.371618974E-1
5.721377500E-1,3.873628342E-1,4.931642546E-1,-6.461009574E-1
5.821137500E-1,2.498933324E-1,5.382403304E-1,-8.573251909E-1
5.920897500E-1,1.719283131E-1,4.997436513E-1,-8.182383084E-1
6.020667500E-1,2.180201599E-1,5.070834783E-1,-7.199974841E-1
6.120427500E-1,3.119138718E-1,4.716974083E-1,-6.514172459E-1
6.220187500E-1,3.689920521E-1,4.652968999E-1,-7.603982359E-1
6.319947500E-1,3.820307583E-1,5.448483419E-1,-9.624435103E-1
6.419707500E-1,3.632524252E-1,6.735463990E-1,-1.107459136E0
6.519477500E-1,3.560957256E-1,7.007842644E-1,-1.130364434E0
6.619237500E-1,3.909512705E-1,5.697859858E-1,-9.701852238E-1
6.718997500E-1,4.642475805E-1,4.029931726E-1,-6.649289918E-1
6.818757500E-1,5.709656981E-1,3.687419740E-1,-3.844953597E-1
6.918527500E-1,6.735448641E-1,3.516456656E-1,-2.404690826E-1
7.018287500E-1,6.968603441E-1,2.942756727E-1,-2.632761472E-1
7.118047500E-1,6.321956939E-1,2.977813708E-1,-3.633348709E-1
7.217807500E-1,5.279907095E-1,3.154067060E-1,-4.845359570E-1
7.317567500E-1,4.086964005E-1,2.878089080E-1,-4.931103140E-1
7.417337500E-1,3.393870145E-1,1.725414667E-1,-4.817520976E-1
7.517097500E-1,3.014912099E-1,9.189323321E-2,-4.444152868E-1
7.616857500E-1,2.883112934E-1,6.368692271E-2,-3.302244276E-1
7.716617500E-1,2.960658708E-1,-1.549069952E-2,-1.319394976E-1
7.816377500E-1,3.124813440E-1,-1.754537090E-1,1.082962811E-1
7.916147500E-1,3.546318752E-1,-3.128943767E-1,1.815759265E-1
8.015907500E-1,3.328334552E-1,-3.461205219E-1,1.438508606E-1
8.115667500E-1,2.892433396E-1,-2.926253691E-1,5.773365319E-2
8.215427500E-1,2.464814821E-1,-2.676668215E-1,-4.936628759E-2
8.315197500E-1,1.679226780E-1,-3.184569061E-1,-1.243778783E-1
8.414957500E-1,1.421990222E-1,-3.824402826E-1,-4.454525828E-2
8.514717500E-1,1.699311966E-1,-4.580961634E-1,1.609703386E-1
8.614477500E-1,2.424126971E-1,-5.203244982E-1,3.155549330E-1
8.714237500E-1,2.572476679E-1,-5.658282248E-1,3.060280645E-1
8.814007500E-1,1.776158997E-1,-5.997505175E-1,2.193161952E-1
8.913767500E-1,7.777527720E-2,-5.534281807E-1,3.482192338E-2
9.013527500E-1,1.099773556E-2,-4.563405004E-1,-1.901578850E-1
9.113287500E-1,-6.693453938E-2,-4.942799399E-1,-3.591032410E-1
9.213057500E-1,-1.224275395E-1,-5.586347973E-1,-3.786247551E-1
9.312817500E-1,-1.379112589E-1,-5.476797099E-1,-3.435204113E-1
9.412577500E-1,-1.122264871E-1,-5.139749702E-1,-3.042458332E-1
9.512337500E-1,-1.055194384E-1,-5.316708740E-1,-1.948187006E-1
9.612097500E-1,-7.121411651E-2,-5.337732038E-1,-2.116949344E-1
9.711867500E-1,-6.883459210E-2,-5.199797683E-1,-2.393049020E-1
9.811627500E-1,-4.488001138E-2,-4.594314117E-1,-1.703527808E-1
9.911387500E-1,1.379562825E-2,-3.780270601E-1,5.998833954E-2
1.001114750E0,1.181134638E-1,-4.856710477E-1,2.445334822E-1
1.011090750E0,1.393230692E-1,-5.472349195E-1,3.203964275E-1
1.021067750E0,1.936603671E-1,-4.185107327E-1,1.009556866E-1
1.031043750E0,1.638395673E-1,-2.582351165E-1,-1.864501655E-1
1.041019750E0,8.424405187E-2,-1.771342719E-1,-3.447296154E-1
1.050995750E0,6.045991749E-2,-9.057249337E-2,-3.859027845E-1
1.060972750E0,9.275613606E-2,-1.016855287E-1,-2.058219910E-1
1.070948750E0,2.669990695E-1,-2.558785058E-1,1.323400319E-1
1.080924750E0,3.869178611E-1,-3.005224724E-1,3.174558628E-1
1.090900750E0,4.133235946E-1,-2.221197159E-1,2.067183691E-1
1.100876750E0,3.300688916E-1,2.666074522E-2,-3.624864399E-2
1.110853750E0,3.447240606E-1,1.843696165E-1,-3.092475414E-2
1.120829750E0,5.042238244E-1,8.621017814E-2,3.467357951E-1
1.130805750E0,7.174615467E-1,2.699476741E-3,8.197480595E-1
1.140781750E0,9.153865805E-1,-2.024638619E-2,1.048570073E0
1.150757750E0,9.558481434E-1,2.938225865E-2,8.695721841E-1
1.160734750E0,7.769347465E-1,1.439065553E-1,4.417384315E-1
1.170710750E0,5.133562982E-1,3.242935967E-1,-1.667099655E-2
1.180686750E0,3.430932721E-1,3.976161461E-1,-2.953773612E-1
1.190663250E0,2.968423811E-1,2.943575702E-1,-1.398156971E-1
1.200640250E0,3.667353192E-1,1.119339801E-1,3.370861351E-1
1.210616250E0,5.130478576E-1,-4.907951821E-2,7.746046311E-1
1.220592250E0,6.042708537E-1,-5.445533864E-2,7.303809696E-1
1.230568250E0,5.841353819E-1,1.357975270E-1,2.721709317E-1
1.240544250E0,4.667987207E-1,3.163352439E-1,-2.199710834E-1
1.250521250E0,3.612211025E-1,3.375407927E-1,-4.100424296E-1
1.260497250E0,3.644949585E-1,2.902510707E-1,-2.887618214E-1
1.270473250E0,4.746547472E-1,1.853189120E-1,1.448904955E-1
1.280449250E0,5.729522896E-1,1.395701140E-2,5.789246356E-1
1.290426250E0,6.554094324E-1,9.952691942E-4,5.569075298E-1
1.300402250E0,5.525405368E-1,1.792097776E-1,3.082652092E-3
1.310378250E0,3.251440743E-1,3.210766414E-1,-6.824835026E-1
1.320354250E0,1.690544066E-1,3.796581774E-1,-9.815533805E-1
1.330330250E0,1.639322457E-1,2.783575051E-1,-8.320868540E-1
1.340307250E0,2.511338192E-1,4.622615006E-2,-4.448169905E-1
1.350283250E0,3.779236740E-1,5.438645113E-2,-9.396007776E-2
1.360259250E0,5.055520195E-1,1.220849292E-1,9.912609279E-2
1.370235250E0,5.368998197E-1,1.225804077E-1,-8.036413193E-3
1.380211250E0,4.329518205E-1,2.020599290E-1,-4.401602679E-1
1.390188250E0,2.736055461E-1,3.709218891E-1,-8.757129300E-1
1.400164250E0,1.216989765E-1,4.598444444E-1,-9.206306559E-1
1.410140250E0,1.147399127E-1,2.708020985E-1,-4.969490111E-1
1.420116250E0,2.363476726E-1,5.242807243E-2,8.122951984E-2
1.430093250E0,3.192100275E-1,-1.768504992E-2,3.369183201E-1
1.440069250E0,3.714768264E-1,1.394981933E-1,1.805813152E-1
1.450045250E0,3.505920339E-1,2.423182280E-1,-1.544062543E-1
1.460021250E0,2.685079435E-1,2.992522379E-1,-4.694115490E-1
1.469997250E0,1.785239723E-1,3.562345239E-1,-7.589183056E-1
1.479974250E0,8.631308913E-2,3.158157919E-1,-7.595153064E-1
1.489950250E0,1.878163674E-1,1.834375704E-1,-4.582427824E-1
1.499926250E0,2.417282805E-1,-4.505389296E-2,1.034121019E-1
1.509902250E0,3.391151190E-1,-9.418654773E-2,3.472573668E-1
1.519878250E0,3.814700103E-1,2.263968810E-3,1.741961557E-1
1.529855250E0,3.441782230E-1,1.341180240E-1,-9.015704870E-2
1.539831250E0,2.988406670E-1,1.767411928E-1,-2.861101091E-1
1.549807250E0,3.195053118E-1,2.131059041E-1,-4.970577693E-1
1.559783250E0,2.684623352E-1,1.936458222E-1,-5.158811259E-1
1.569760250E0,2.645052320E-1,7.616707362E-2,-2.971397120E-1
1.579736250E0,2.633173701E-1,-5.120830670E-2,6.284470439E-2
1.589712250E0,2.691142997E-1,-1.310774718E-1,2.872637647E-1
1.599688250E0,2.689935547E-1,-1.241923388E-1,2.417934769E-1
1.609664250E0,2.560562977E-1,-6.956257045E-2,6.116479933E-2
1.619641250E0,2.277522656E-1,-7.449714538E-2,-1.102726400E-2
1.629617250E0,2.242313647E-1,-8.157651555E-2,-5.341080666E-2
1.639593250E0,2.109362581E-1,-8.628107563E-2,-9.091250896E-2
1.649569250E0,1.932183176E-1,-1.195325100E-1,-5.486033142E-2
1.659546250E0,1.946725202E-1,-2.129228131E-1,3.401910067E-3
1.669522250E0,1.745519587E-1,-2.721148715E-1,4.660815597E-2
1.679498250E0,1.391380048E-1,-2.759696484E-1,-5.779387951E-2
1.689474250E0,9.162616163E-2,-2.022405348E-1,-1.637582910E-1
1.699450250E0,8.173471928E-2,-2.444936846E-1,-1.432526904E-1
1.709427250E0,1.426460418E-1,-3.125272081E-1,-1.180435896E-1
1.719403250E0,1.657185701E-1,-3.562147895E-1,-9.128322244E-2
1.729379250E0,1.835712889E-1,-3.518474311E-1,-1.062854236E-1
1.739355250E0,2.487016699E-1,-2.764225884E-1,-2.823392397E-1
1.749331250E0,1.899280894E-1,-2.570998795E-1,-3.566146660E-1
1.759308250E0,1.519472077E-1,-2.122645263E-1,-4.628521425E-1
1.769284250E0,1.272488612E-1,-1.626768850E-1,-4.937932688E-1
1.779260250E0,1.428194118E-1,-1.504437424E-1,-3.347472489E-1
1.789236250E0,2.269471040E-1,-2.169254515E-1,-1.596044290E-1
1.799213250E0,2.830830055E-1,-2.400320398E-1,-2.733807206E-2
1.809189250E0,3.479321355E-1,-1.899459599E-1,-8.819706202E-2
1.819165250E0,3.157975924E-1,-1.148757874E-1,-2.375080526E-1
1.829141250E0,3.163285196E-1,-9.842296511E-2,-3.572040653E-1
1.839117250E0,2.772872454E-1,-8.570600197E-2,-4.286231267E-1
1.849094250E0,2.517512852E-1,-4.005159996E-2,-4.842026657E-1
1.859070250E0,2.612228975E-1,-7.938709874E-2,-3.242631912E-1
1.869046250E0,3.155891392E-1,-1.669690702E-1,-4.757236183E-2
1.879022250E0,3.600519517E-1,-2.545794738E-1,1.168297076E-1
1.888999250E0,3.756599244E-1,-1.196512450E-1,-2.682293236E-2
1.898975250E0,2.772176635E-1,5.298710279E-3,-3.097831464E-1
1.908951250E0,1.657679790E-1,-1.986554973E-3,-3.441829008E-1
1.918927250E0,1.938922092E-1,8.477549069E-3,-2.563273162E-1
1.928903250E0,2.659100255E-1,-5.935044486E-2,-5.032523096E-2
1.938880250E0,3.557840690E-1,-1.716431517E-1,2.423483777E-1
1.948856250E0,4.215743083E-1,-1.642211347E-1,4.117778832E-1
1.958832250E0,4.592683840E-1,-6.929747231E-2,3.628337646E-1
1.968808250E0,4.343212384E-1,1.930714063E-2,2.154441690E-1
1.978784250E0,3.769270161E-1,5.662114732E-2,8.745388091E-2
1.988761250E0,3.797488824E-1,9.299598154E-2,2.646215916E-2
1.998737250E0,3.355348688E-1,5.765424069E-2,3.814665020E-2
2.008713250E0,3.086800691E-1,2.937652107E-2,1.726302713E-1
2.018689250E0,3.029673395E-1,6.042731926E-4,3.551364899E-1
2.028666250E0,3.161142191E-1,-1.722370461E-4,4.447684586E-1
2.038642250E0,3.508171517E-1,6.099789787E-2,3.143574232E-1
2.048618250E0,2.967511645E-1,1.414445852E-1,1.102843344E-2
2.058594250E0,1.920792800E-1,1.757560832E-1,-2.682866263E-1
2.068570250E0,9.491726696E-2,2.363349915E-1,-3.416130495E-1
2.078547250E0,1.236341125E-1,2.333847788E-1,-3.098632532E-1
2.088523250E0,1.201155505E-1,9.046282154E-2,-4.704026520E-2
2.098499250E0,1.965547389E-1,6.422694962E-2,1.935732436E-1
2.108475250E0,3.014096412E-1,8.740951516E-2,2.271345073E-1
2.118452250E0,3.099968621E-1,1.759254697E-1,2.381103158E-2
2.128428250E0,2.572052756E-1,2.494630504E-1,-2.625458300E-1
2.138404250E0,1.690614232E-1,2.711918520E-1,-3.717016518E-1
2.148380250E0,2.041397470E-1,2.543895854E-1,-3.411932194E-1
2.158356250E0,2.606998640E-1,1.662627631E-1,-1.745224303E-1
2.168333250E0,2.597783428E-1,7.372509364E-2,1.703820169E-2
2.178309250E0,2.597488144E-1,5.996692412E-2,6.971284389E-2
2.188285375E0,2.540208820E-1,1.092740452E-1,-3.377293289E-2
2.198261375E0,2.377305391E-1,1.681199484E-1,-2.574897426E-1
2.208237375E0,2.196877858E-1,1.788956725E-1,-4.642116201E-1
2.218214375E0,1.894720066E-1,1.331683996E-1,-4.552671343E-1
2.228190375E0,2.154660961E-1,6.886170857E-2,-2.849125993E-1
2.238166375E0,2.781783611E-1,2.388872646E-2,-1.261297041E-1
2.248142375E0,2.915073815E-1,-5.757241622E-3,-1.067403370E-1
2.258119375E0,2.741838357E-1,-4.380295426E-3,-1.521802193E-1
2.268095375E0,2.825795603E-1,2.406333894E-2,-2.595228195E-1
2.278071375E0,2.828040934E-1,5.695246518E-2,-4.151914877E-1
2.288047375E0,2.790463802E-1,7.668813363E-2,-5.103490752E-1
2.298023375E0,2.426647121E-1,4.317799654E-2,-4.770024043E-1
2.308000375E0,2.547444749E-1,-2.317500070E-2,-3.394109881E-1
2.317976375E0,2.728737670E-1,-5.015463844E-2,-2.205218911E-1
2.327952375E0,2.719455215E-1,-6.745040998E-2,-1.554213309E-1
2.337928375E0,2.770779151E-1,-7.376046930E-2,-1.843521845E-1
2.347905375E0,2.678752747E-1,-2.829442073E-2,-2.484534556E-1
2.357881375E0,2.614067924E-1,-6.619998291E-3,-3.013467836E-1
2.367857375E0,2.685301629E-1,-3.255166881E-2,-2.889851850E-1
