"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.626791713E-3,-5.450703204E-2,-6.321669370E-2,-1.406614110E-2
1.260279171E-2,-2.657948621E-2,-3.693320602E-2,-3.726770869E-3
2.257979172E-2,-7.050131680E-4,-2.358916961E-2,1.072806865E-2
3.255579167E-2,4.670681898E-3,-3.455550224E-2,2.569902502E-2
4.253179167E-2,-1.077032648E-2,-4.826279357E-2,3.505684435E-2
5.250879168E-2,-4.264865816E-2,-7.039377093E-2,4.388143495E-2
6.248479168E-2,-7.530886680E-2,-7.399915904E-2,3.577983007E-2
7.246079168E-2,-9.016931057E-2,-4.652785137E-2,2.471279912E-2
8.243779169E-2,-9.065426886E-2,-1.135974377E-2,1.769324020E-2
9.241379169E-2,-8.573369682E-2,2.381091006E-2,1.371779386E-2
1.023897917E-1,-7.668880373E-2,5.231712013E-2,1.255718805E-2
1.123667917E-1,-6.259142607E-2,5.921570584E-2,1.285468973E-2
1.223427917E-1,-5.303999782E-2,4.625916108E-2,1.185707003E-2
1.323187917E-1,-5.067777261E-2,2.638665400E-2,1.044080127E-2
1.422957917E-1,-5.253213271E-2,8.328263066E-4,1.377694309E-2
1.522717917E-1,-5.936834589E-2,-2.706936747E-2,1.429954264E-2
1.622477917E-1,-5.535149947E-2,-4.408909753E-2,1.543990802E-2
1.722247917E-1,-4.905052483E-2,-4.653127864E-2,1.512381993E-2
1.822007917E-1,-3.643992543E-2,-3.733991086E-2,1.439624466E-2
1.921767917E-1,-2.481664158E-2,-2.728161961E-2,1.541831717E-2
2.021537917E-1,-1.493897662E-2,-1.379856747E-2,1.774272323E-2
2.121297917E-1,-6.822589785E-3,-9.125383571E-3,1.773745194E-2
2.221057917E-1,4.824611824E-4,-4.901609849E-3,1.924160495E-2
2.320827917E-1,7.137073204E-3,-3.808019916E-3,2.078114636E-2
2.420587917E-1,1.465464383E-2,-4.416285548E-3,2.245760709E-2
2.520347917E-1,2.066370659E-2,-9.222396649E-3,2.639665827E-2
2.620107917E-1,2.590028010E-2,-1.192390732E-2,2.753835544E-2
2.719877917E-1,2.758050337E-2,-1.248507760E-2,3.391388059E-2
2.819637917E-1,2.687370032E-2,-5.253263284E-3,3.988655284E-2
2.919397917E-1,2.758097090E-2,4.588117357E-3,4.550957307E-2
3.019167917E-1,3.667113930E-2,1.735637709E-2,4.982602596E-2
3.118927917E-1,3.981154785E-2,3.187153488E-2,5.012772977E-2
3.218687917E-1,3.897798061E-2,4.463553056E-2,5.550518632E-2
3.318457917E-1,3.184087947E-2,5.107648298E-2,5.698773637E-2
3.418217917E-1,2.088969387E-2,5.469838157E-2,6.077767909E-2
3.517977917E-1,1.160590537E-2,5.262844265E-2,6.250503659E-2
3.617747917E-1,8.916111663E-3,4.415639490E-2,6.325897574E-2
3.717507917E-1,8.315037005E-3,4.051452130E-2,6.091433391E-2
3.817267917E-1,9.982175194E-3,4.332176223E-2,5.888953060E-2
3.917037917E-1,1.602550596E-2,4.698659480E-2,5.392717198E-2
4.016797917E-1,1.761514880E-2,4.036251456E-2,4.878034815E-2
4.116557917E-1,1.509679388E-2,2.678084746E-2,4.422519729E-2
4.216327917E-1,9.172325954E-3,1.941294596E-2,3.706688434E-2
4.316087917E-1,1.425818773E-4,2.026824653E-2,3.274824470E-2
4.415847917E-1,-5.495063961E-3,1.959633082E-2,2.782592177E-2
4.515617917E-1,-5.288741551E-3,2.516402118E-2,1.930317841E-2
4.615377917E-1,-3.350226674E-3,3.146319464E-2,1.325141080E-2
