"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.360662006E1,1.420500129E-1,-1.011705017E1,-7.729500532E-1
2.361922620E1,2.639999986E-1,-9.814950943E0,-9.120000601E-1
2.363183256E1,4.219500124E-1,-9.384000778E0,-6.679500341E-1
2.364443872E1,4.219500124E-1,-8.994000435E0,-5.460000038E-1
2.365704494E1,1.321950078E0,-9.304950714E0,-3.052950144E0
2.366965112E1,5.629500151E-1,-9.010950089E0,-1.161000013E0
2.368225751E1,1.300500035E-1,-9.328950882E0,2.820000052E-1
2.369486365E1,-3.495000303E-2,-9.391050339E0,-4.429500103E-1
2.370746990E1,2.700000070E-2,-9.669000626E0,-4.309500158E-1
2.372007604E1,1.129500046E-1,-9.940050125E0,-4.039500058E-1
2.373268218E1,2.419500053E-1,-9.973050117E0,-3.610500097E-1
2.374528856E1,2.040000111E-1,-9.826950073E0,-4.120500088E-1
2.375789472E1,1.650000066E-1,-9.973050117E0,-3.300000131E-1
2.377050095E1,3.040500283E-1,-1.008600044E1,-2.269500047E-1
2.378310711E1,-6.795000285E-2,-9.934950829E0,-1.819500029E-1
2.379571351E1,-8.295000345E-2,-9.658950806E0,-5.269500017E-1
2.380831964E1,-1.519500017E-1,-9.700050354E0,-4.159500301E-1
2.382092580E1,-9.705000371E-2,-9.970950127E0,-9.105000645E-2
2.383353203E1,1.510500014E-1,-9.925050735E0,-3.709500134E-1
2.384613840E1,3.469500244E-1,-9.967950821E0,-2.580000162E-1
2.385874455E1,2.160000056E-1,-9.814950943E0,-1.870500147E-1
2.387135070E1,1.080000028E-1,-9.774000168E0,-4.305000231E-2
2.388395694E1,-6.599999964E-2,-9.834000587E0,-5.700000376E-2
2.389656332E1,-4.030500054E-1,-9.597000122E0,-7.395000011E-2
2.390916947E1,-3.790500164E-1,-9.544050217E0,-1.237950087E0
2.392177571E1,-4.440000355E-1,-9.552000046E0,-5.700000525E-1
2.393438185E1,-3.720000088E-1,-9.469950676E0,-4.159500301E-1
2.394698824E1,-2.880000174E-1,-9.300000191E0,-4.069500268E-1
2.395959417E1,-1.590000093E-1,-9.247950554E0,-2.389500141E-1
2.397220056E1,-9.705000371E-2,-9.385950089E0,-2.010000050E-1
2.398480676E1,4.800000042E-2,-9.612000465E0,-2.680500150E-1
2.399741313E1,5.100000277E-2,-9.870000839E0,-2.989500165E-1
2.401001929E1,2.639999986E-1,-1.011900043E1,-6.649500132E-1
2.402262545E1,4.800000042E-2,-1.041795063E1,-4.600500166E-1
2.403523169E1,9.105000645E-2,-1.033200073E1,-4.740000367E-1
2.404783784E1,1.200000048E-1,-1.025595093E1,-4.000500143E-1
2.406044424E1,-3.900000080E-2,-1.006605053E1,-3.040500283E-1
2.407305039E1,1.699500084E-1,-9.718950272E0,-1.339500099E-1
2.408565662E1,7.005000114E-2,-9.463050842E0,-9.105000645E-2
2.409826277E1,8.400000632E-2,-9.267000198E0,-4.305000231E-2
2.411086917E1,4.305000231E-2,-9.286050797E0,-7.050000131E-3
2.412347531E1,4.950000439E-3,-9.331050873E0,-1.630500108E-1
2.413608154E1,3.105000220E-2,-9.454050064E0,-1.549500078E-1
2.414868770E1,-1.500000060E-2,-9.564000130E0,-1.789500117E-1
2.416129410E1,-1.060500070E-1,-9.706950188E0,-1.699500084E-1
2.417390028E1,-2.740500271E-1,-9.954000473E0,-1.699500084E-1
2.418650645E1,-3.340500295E-1,-9.973050117E0,-1.240500063E-1
2.419911267E1,-3.870000243E-1,-1.014795017E1,-9.600000083E-2
2.421171881E1,-4.969500303E-1,-1.022205067E1,-1.770000011E-1
2.422432519E1,-4.729500115E-1,-1.003095055E1,-2.509500086E-1
2.423693136E1,-2.479500175E-1,-9.856050491E0,-3.090000153E-1
2.424953759E1,-1.570500135E-1,-9.681000710E0,-3.090000153E-1
2.426214398E1,4.095000029E-2,-9.657000542E0,-7.780500650E-1
2.427475013E1,-9.195000678E-2,-9.745950699E0,-2.680500150E-1
2.428735629E1,-7.500000298E-2,-9.646950722E0,-3.160500228E-1
2.429996251E1,-1.305000018E-2,-9.583050728E0,-2.970000207E-1
2.431256868E1,5.505000427E-2,-9.658950806E0,-2.989500165E-1
2.432517485E1,2.700000070E-2,-9.769950867E0,-3.060000241E-1
2.433778122E1,1.200000010E-2,-9.844050407E0,-2.509500086E-1
2.435038736E1,-2.700000070E-2,-9.883950233E0,-2.080500126E-1
2.436299359E1,-1.800000109E-2,-9.942000389E0,-1.360500008E-1
2.437560000E1,5.505000427E-2,-9.844050407E0,-7.200000435E-2
2.438820623E1,7.695000619E-2,-9.793950081E0,-6.705000252E-2
2.440081238E1,1.770000011E-1,-9.667050362E0,-1.200000048E-1
2.441341854E1,2.230500132E-1,-9.631050110E0,-8.400000632E-2
2.442602468E1,2.400000095E-1,-9.631050110E0,-8.805000782E-2
2.443863104E1,2.440500110E-1,-9.706950188E0,-1.150500029E-1
2.445123726E1,2.440500110E-1,-9.786000252E0,-1.339500099E-1
2.446384343E1,2.520000041E-1,-9.774000168E0,-1.699500084E-1
2.447644956E1,3.000000119E-1,-9.822000504E0,-1.459500045E-1
2.448905596E1,2.680500150E-1,-9.748050690E0,-1.099500060E-1
2.450166211E1,2.010000050E-1,-9.745950699E0,-9.300000221E-2
2.451426834E1,2.209500074E-1,-9.810000420E0,-1.099500060E-1
2.452687448E1,1.200000048E-1,-9.667050362E0,9.705000371E-2
2.453948086E1,1.870500147E-1,-9.772050858E0,3.299999982E-2
2.455208704E1,7.695000619E-2,-9.793950081E0,1.605000161E-2
2.456469327E1,1.770000011E-1,-9.778950691E0,-1.905000024E-2
2.457729944E1,1.729500145E-1,-9.760050774E0,2.505000122E-2
2.458990584E1,2.089500129E-1,-9.765000343E0,-9.105000645E-2
2.460251200E1,1.319999993E-1,-9.778950691E0,-1.480500102E-1
2.461511825E1,3.900000080E-2,-1.002300072E1,7.800000161E-2
2.462772440E1,4.800000042E-2,-1.003995037E1,-3.450000286E-1
2.464033078E1,3.600000218E-2,-1.000200081E1,-2.800500095E-1
2.465293693E1,7.200000435E-2,-9.949050903E0,-1.459500045E-1
2.466554307E1,1.150500029E-1,-9.892050743E0,-1.200000048E-1
2.467814931E1,2.280000150E-1,-9.814950943E0,-1.050000042E-1
2.469075568E1,2.370000184E-1,-9.661950111E0,-1.695000008E-2
2.470336188E1,3.430500031E-1,-9.535050392E0,-1.695000008E-2
2.471596794E1,3.810000122E-1,-9.436950684E0,5.895000324E-2
2.472857416E1,4.620000124E-1,-9.403050423E0,5.700000376E-2
2.474118052E1,4.890000224E-1,-9.403050423E0,8.100000024E-2
2.475378666E1,5.800500512E-1,-9.537000656E0,2.805000171E-2
2.476639291E1,5.730000138E-1,-9.682950020E0,4.200000316E-2
2.477899906E1,5.940000415E-1,-9.760050774E0,-5.505000427E-2
2.479160522E1,4.770000279E-1,-9.898950577E0,-1.080000028E-1
2.480421161E1,4.120500088E-1,-9.942000389E0,-1.360500008E-1
2.481681778E1,3.670500219E-1,-9.970950127E0,-9.600000083E-2
2.482942400E1,3.210000098E-1,-9.853050232E0,-1.950000064E-3
2.484203015E1,2.920500040E-1,-9.762000084E0,-5.700000376E-2
2.485463656E1,2.490000129E-1,-9.760050774E0,-1.459500045E-1
2.486724273E1,1.609500051E-1,-9.726000786E0,-1.789500117E-1
2.487984899E1,5.505000427E-2,-9.712050438E0,-1.360500008E-1
2.489245538E1,-4.905000329E-2,-9.600000381E0,-1.170000061E-1
2.490506154E1,-6.105000153E-2,-9.460950851E0,-9.105000645E-2
2.491766770E1,-2.505000122E-2,-9.407999992E0,4.050000105E-3
2.493027394E1,3.405000269E-2,-9.646950722E0,-4.095000029E-2
2.494288008E1,-3.495000303E-2,-9.741000175E0,-9.105000645E-2
2.495548646E1,-4.905000329E-2,-9.793950081E0,-2.419500053E-1
2.496809262E1,4.305000231E-2,-9.838950157E0,-2.610000074E-1
2.498069884E1,1.080000028E-1,-9.817050934E0,-2.700000107E-1
2.499330499E1,1.219500080E-1,-9.760050774E0,-3.139500022E-1
2.500591136E1,9.600000083E-2,-9.844050407E0,-3.019500077E-1
2.501851749E1,3.600000218E-2,-9.931950569E0,-2.820000052E-1
2.503112364E1,-7.950000465E-3,-1.002300072E1,-3.019500077E-1
2.504372988E1,-1.050000079E-3,-1.003800011E1,-2.610000074E-1
2.505633602E1,6.300000101E-2,-9.934950829E0,-1.909500062E-1
2.506894239E1,7.200000435E-2,-9.922950745E0,-1.099500060E-1
2.508154861E1,7.200000435E-2,-9.838950157E0,-9.600000083E-2
2.509415475E1,1.099500060E-1,-9.829050064E0,-8.595000207E-2
2.510676092E1,1.939500123E-1,-9.826950073E0,-2.595000155E-2
2.511936729E1,2.520000041E-1,-9.781949997E0,-3.795000166E-2
2.513197345E1,2.830500007E-1,-9.784050941E0,1.095000096E-2
2.514457969E1,3.430500031E-1,-9.742950439E0,9.000000544E-3
2.515718584E1,3.310500085E-1,-9.790950775E0,-4.095000029E-2
2.516979203E1,3.450000286E-1,-9.826950073E0,-2.100000158E-2
2.518239844E1,3.709500134E-1,-9.874950409E0,6.000000052E-3
2.519500469E1,5.560500026E-1,-9.930000305E0,8.100000024E-2
2.520761084E1,4.339500070E-1,-9.862950325E0,0.000000000E0
2.522021699E1,3.520500064E-1,-9.772050858E0,1.800000109E-2
2.523282337E1,2.920500040E-1,-9.721950531E0,-2.400000021E-2
2.524542959E1,1.729500145E-1,-9.706950188E0,1.800000109E-2
2.525803574E1,9.105000645E-2,-9.604050636E0,1.399500072E-1
2.527064212E1,1.129500046E-1,-9.565950394E0,2.629500031E-1
2.528324830E1,1.129500046E-1,-9.619050026E0,2.290500104E-1
2.529585444E1,1.849500090E-1,-9.769950867E0,1.380000114E-1
2.530846069E1,1.870500147E-1,-9.805050850E0,0.000000000E0
2.532106682E1,1.770000011E-1,-9.810000420E0,-1.530000120E-1
2.533367320E1,1.489500105E-1,-9.873000145E0,-1.960500032E-1
2.534627942E1,1.180500090E-1,-9.946950912E0,-1.819500029E-1
2.535888555E1,6.000000238E-2,-9.967950821E0,-2.029500157E-1
2.537149171E1,9.405000508E-2,-9.886950493E0,-1.360500008E-1
2.538409786E1,8.895000070E-2,-9.772050858E0,-1.050000042E-1
2.539670425E1,1.990500093E-1,-9.583050728E0,-7.905000448E-2
2.540931054E1,2.760000229E-1,-9.480000496E0,0.000000000E0
2.542191671E1,3.550500274E-1,-9.505950928E0,-4.500000179E-2
2.543452286E1,3.810000122E-1,-9.468000412E0,-7.605000585E-2
2.544712922E1,3.829500079E-1,-9.583050728E0,-6.705000252E-2
2.545973545E1,3.570000231E-1,-9.645000458E0,-8.400000632E-2
2.547234160E1,3.810000122E-1,-9.738000870E0,-5.295000225E-2
2.548494778E1,3.310500085E-1,-9.754950523E0,-7.200000435E-2
2.549755414E1,2.299500108E-1,-9.777000427E0,0.000000000E0
2.551016037E1,1.750500053E-1,-9.714000702E0,-1.950000064E-3
2.552276654E1,1.680000126E-1,-9.738000870E0,7.304999977E-2
2.553537290E1,1.440000087E-1,-9.750000000E0,-3.299999982E-2
2.554797904E1,1.540500075E-1,-9.742950439E0,-9.000000544E-3
2.556058519E1,1.099500060E-1,-9.814950943E0,-5.295000225E-2
2.557319140E1,1.030500084E-1,-9.822000504E0,-8.100000024E-2
2.558579754E1,0.000000000E0,-9.856050491E0,-1.530000120E-1
2.559840392E1,-1.305000018E-2,-9.808050156E0,-1.390500069E-1
2.561101007E1,-3.900000080E-2,-9.856050491E0,-5.700000376E-2
2.562361629E1,2.700000070E-2,-9.790950775E0,3.000000119E-2
2.563622244E1,7.695000619E-2,-9.750000000E0,7.095000148E-2
2.564882881E1,8.205000311E-2,-9.784050941E0,6.105000153E-2
2.566143498E1,8.895000070E-2,-9.808050156E0,8.295000345E-2
2.567404121E1,3.600000218E-2,-9.784050941E0,-1.200000010E-2
2.568664736E1,-9.000000358E-2,-9.712050438E0,-2.895000204E-2
2.569925376E1,-1.230000034E-1,-9.499050140E0,3.705000132E-2
2.571185992E1,-7.800000161E-2,-9.552000046E0,-3.299999982E-2
2.572446609E1,-1.020000055E-1,-9.856050491E0,-1.099500060E-1
2.573707232E1,-9.900000691E-2,-9.904050827E0,-1.650000066E-1
2.574967867E1,-4.905000329E-2,-9.846000671E0,-1.960500032E-1
2.576228484E1,4.800000042E-2,-9.883950233E0,-2.920500040E-1
2.577489103E1,-7.950000465E-3,-9.922950745E0,-2.850000262E-1
2.578749729E1,3.900000080E-2,-1.005900002E1,-1.819500029E-1
2.580010344E1,0.000000000E0,-1.005900002E1,-2.179500163E-1
2.581270983E1,1.905000024E-2,-1.002105045E1,-2.509500086E-1
2.582531598E1,2.700000070E-2,-9.910950661E0,-1.240500063E-1
2.583792222E1,3.600000218E-2,-9.853050232E0,-6.000000238E-2
2.585052858E1,1.500000060E-2,-9.709950447E0,-7.905000448E-2
2.586313474E1,7.695000619E-2,-9.762000084E0,-9.795000404E-2
2.587574090E1,1.180500090E-1,-9.676050186E0,-1.000500023E-1
2.588834711E1,1.219500080E-1,-9.706950188E0,-1.270500124E-1
2.590095350E1,2.730000019E-1,-9.750000000E0,-1.480500102E-1
2.591355969E1,3.790500164E-1,-9.798000336E0,-1.549500078E-1
2.592616590E1,3.450000286E-1,-9.772050858E0,-1.549500078E-1
2.593877205E1,2.370000184E-1,-9.760050774E0,-1.579500139E-1
2.595137818E1,3.405000269E-2,-9.817050934E0,-2.460000068E-1
2.596398456E1,-1.830000132E-1,-9.808050156E0,-2.460000068E-1
2.597659072E1,-2.740500271E-1,-9.841050148E0,-1.840500087E-1
2.598919697E1,-3.079500198E-1,-9.789000511E0,-1.410000026E-1
2.600180312E1,-2.980500162E-1,-9.609000206E0,6.000000052E-3
2.601440951E1,-1.159500033E-1,-9.540000916E0,1.500000060E-1
2.602701565E1,5.295000225E-2,-9.549000740E0,1.020000055E-1
2.603962186E1,5.100000277E-2,-9.655050278E0,3.705000132E-2
2.605222804E1,2.205000073E-2,-9.717000008E0,-2.110500038E-1
2.606483449E1,7.005000114E-2,-9.766950607E0,-9.300000221E-2
2.607744055E1,7.005000114E-2,-9.793950081E0,-7.200000435E-2
2.609004679E1,7.200000435E-2,-9.718950272E0,-1.000500023E-1
2.610265292E1,8.205000311E-2,-9.712050438E0,-1.360500008E-1
2.611525934E1,1.300500035E-1,-9.657000542E0,-1.339500099E-1
2.612786549E1,2.040000111E-1,-9.624000549E0,-6.405000389E-2
2.614047172E1,1.300500035E-1,-9.607050896E0,-1.270500124E-1
2.615307785E1,1.579500139E-1,-9.673950195E0,-1.410000026E-1
2.616568423E1,1.579500139E-1,-9.553950310E0,-1.750500053E-1
2.617829040E1,9.795000404E-2,-9.609000206E0,-1.939500123E-1
2.619089665E1,7.200000435E-2,-9.688050270E0,-2.419500053E-1
2.620350281E1,3.600000218E-2,-9.700050354E0,-2.200500071E-1
2.621610920E1,-5.100000277E-2,-9.645000458E0,-2.149500102E-1
2.622871537E1,-7.095000148E-2,-9.681000710E0,-1.890000105E-1
2.624132160E1,-1.300500035E-1,-9.726000786E0,-2.370000184E-1
2.625392773E1,-1.159500033E-1,-9.766950607E0,-1.990500093E-1
2.626653413E1,-1.090500057E-1,-9.805050850E0,-1.750500053E-1
2.627914028E1,-5.595000088E-2,-9.861000061E0,-2.029500157E-1
2.629174642E1,-1.469999999E-1,-9.940050125E0,-2.059500068E-1
2.630435267E1,-2.140500098E-1,-9.889050484E0,-2.800500095E-1
2.631695884E1,-1.999500096E-1,-9.946950912E0,-3.370500207E-1
2.632956523E1,-1.740000099E-1,-9.925050735E0,-2.320500165E-1
2.634217139E1,-7.995000482E-2,-9.901050568E0,-1.819500029E-1
2.635477762E1,8.205000311E-2,-9.874950409E0,-2.700000107E-1
2.636738380E1,6.000000238E-2,-9.874950409E0,-1.909500062E-1
2.637999015E1,-4.050000105E-3,-9.810000420E0,-1.120500043E-1
2.639259637E1,4.605000094E-2,-9.810000420E0,-1.080000028E-1
2.640520252E1,6.705000252E-2,-9.705000877E0,-7.200000435E-2
2.641780868E1,4.305000231E-2,-9.667050362E0,5.895000324E-2
2.643041506E1,1.695000008E-2,-9.718950272E0,5.400000140E-2
2.644302128E1,-1.159500033E-1,-9.754950523E0,-1.669500023E-1
2.645562743E1,-6.000000052E-3,-9.868050575E0,-1.080000028E-1
2.646823382E1,1.080000028E-1,-9.745950699E0,1.605000161E-2
2.648083996E1,1.650000066E-1,-9.706950188E0,6.900000572E-2
2.649344612E1,8.895000070E-2,-9.774000168E0,4.500000179E-2
2.650605234E1,4.950000439E-3,-9.784050941E0,9.300000221E-2
2.651865847E1,-2.295000106E-2,-9.774000168E0,3.000000119E-2
2.653126485E1,-1.305000018E-2,-9.736050606E0,2.805000171E-2
2.654387101E1,3.600000218E-2,-9.774000168E0,-4.095000029E-2
2.655647725E1,1.180500090E-1,-9.805050850E0,-1.390500069E-1
2.656908340E1,8.400000632E-2,-9.865050316E0,-1.579500139E-1
2.658168980E1,3.600000218E-2,-9.883950233E0,-3.105000220E-2
2.659429596E1,1.905000024E-2,-9.784050941E0,4.695000127E-2
2.660690220E1,7.695000619E-2,-9.730950356E0,1.000500023E-1
2.661950835E1,8.205000311E-2,-9.693000793E0,5.400000140E-2
2.663211474E1,2.700000070E-2,-9.679050446E0,8.100000024E-2
2.664472090E1,8.400000632E-2,-9.658950806E0,3.705000132E-2
2.665732713E1,4.950000439E-3,-9.693000793E0,4.500000179E-2
2.666993328E1,-5.895000324E-2,-9.730950356E0,4.695000127E-2
2.668253965E1,-8.505000174E-2,-9.796050072E0,1.395000052E-2
2.669514582E1,-1.110000089E-1,-9.774000168E0,4.200000316E-2
2.670775206E1,-1.300500035E-1,-9.802950859E0,8.100000024E-2
2.672035844E1,-1.279500127E-1,-9.813000679E0,9.705000371E-2
2.673296460E1,-1.020000055E-1,-9.801000595E0,6.405000389E-2
2.674557075E1,-9.900000691E-2,-9.796050072E0,1.069500074E-1
2.675817699E1,-1.140000075E-1,-9.805050850E0,1.480500102E-1
2.677078314E1,-6.795000285E-2,-9.801000595E0,1.399500072E-1
2.678338954E1,-5.595000088E-2,-9.790950775E0,6.599999964E-2
2.679599576E1,-7.290000319E-1,-9.625950813E0,1.860000044E-1
2.680860190E1,-9.000000358E-2,-9.829050064E0,1.020000055E-1
2.682120830E1,-1.039500013E-1,-9.736050606E0,2.805000171E-2
2.683381445E1,-7.095000148E-2,-9.669000626E0,1.140000075E-1
2.684642068E1,-1.690500081E-1,-9.714000702E0,1.210500076E-1
2.685902704E1,-1.140000075E-1,-9.667050362E0,1.240500063E-1
2.687163318E1,-1.140000075E-1,-9.673950195E0,1.159500033E-1
2.688423943E1,-4.905000329E-2,-9.658950806E0,8.505000174E-2
2.689684558E1,-3.495000303E-2,-9.682950020E0,7.095000148E-2
2.690945197E1,2.400000021E-2,-9.721950531E0,4.905000329E-2
2.692205811E1,5.100000277E-2,-9.705000877E0,7.605000585E-2
2.693466433E1,1.129500046E-1,-9.721950531E0,1.950000064E-3
2.694727049E1,1.009500027E-1,-9.748050690E0,2.805000171E-2
2.695987690E1,9.405000508E-2,-9.789000511E0,-3.795000166E-2
2.704559916E1,3.600000218E-2,-9.949050903E0,-1.510500014E-1
2.705568434E1,1.905000024E-2,-9.925050735E0,-1.219500080E-1
2.706576927E1,-2.700000070E-2,-9.918000221E0,-1.240500063E-1
2.707585426E1,-7.500000298E-2,-9.928050041E0,-1.219500080E-1
2.708593919E1,-9.000000358E-2,-9.877050400E0,-1.150500029E-1
2.709602411E1,-1.020000055E-1,-9.805050850E0,-1.099500060E-1
2.710610926E1,-1.039500013E-1,-9.762000084E0,-1.080000028E-1
2.711619418E1,-1.110000089E-1,-9.694950104E0,-7.605000585E-2
2.712627918E1,-1.180500090E-1,-9.664050102E0,-9.000000544E-3
2.713636431E1,-9.900000691E-2,-9.658950806E0,9.000000544E-3
2.714644923E1,-8.700000495E-2,-9.676050186E0,1.605000161E-2
2.715653415E1,-8.700000495E-2,-9.730950356E0,-1.950000064E-3
2.716661916E1,-9.900000691E-2,-9.777000427E0,-9.000000544E-3
2.717670406E1,-1.020000055E-1,-9.796050072E0,4.050000105E-3
2.718678919E1,-6.105000153E-2,-9.808050156E0,-4.800000042E-2
2.719687417E1,-3.705000132E-2,-9.805050850E0,-9.795000404E-2
2.720695910E1,-4.695000127E-2,-9.805050850E0,-9.105000645E-2
2.721704403E1,-5.400000140E-2,-9.802950859E0,-7.395000011E-2
2.722712917E1,-4.905000329E-2,-9.789000511E0,-4.995000362E-2
2.723721410E1,-4.200000316E-2,-9.802950859E0,-4.305000231E-2
2.724729911E1,-1.305000018E-2,-9.789000511E0,-3.299999982E-2
2.725738427E1,1.695000008E-2,-9.802950859E0,-1.200000010E-2
2.726746917E1,4.305000231E-2,-9.781949997E0,-1.200000010E-2
2.727755416E1,6.300000101E-2,-9.769950867E0,-7.050000131E-3
2.728763908E1,8.205000311E-2,-9.742950439E0,9.000000544E-3
2.729772425E1,8.595000207E-2,-9.717000008E0,9.000000544E-3
2.730780918E1,1.249500066E-1,-9.730950356E0,1.395000052E-2
2.731789418E1,1.819500029E-1,-9.742950439E0,1.800000109E-2
2.732797910E1,1.849500090E-1,-9.748050690E0,1.095000096E-2
2.733806425E1,1.609500051E-1,-9.754950523E0,3.299999982E-2
2.734814918E1,1.630500108E-1,-9.769950867E0,3.495000303E-2
2.735823418E1,2.010000050E-1,-9.733950615E0,-7.050000131E-3
2.736831910E1,2.209500074E-1,-9.697950363E0,-3.600000218E-2
2.737840422E1,2.059500068E-1,-9.718950272E0,-4.995000362E-2
2.738848915E1,1.870500147E-1,-9.738000870E0,-6.705000252E-2
2.739857415E1,1.770000011E-1,-9.738000870E0,-7.905000448E-2
2.740865931E1,1.540500075E-1,-9.753000259E0,-9.105000645E-2
2.741874423E1,1.630500108E-1,-9.738000870E0,-1.120500043E-1
2.742882925E1,1.300500035E-1,-9.741000175E0,-1.120500043E-1
2.743891415E1,7.200000435E-2,-9.760050774E0,-1.170000061E-1
2.744899930E1,2.400000021E-2,-9.786000252E0,-1.200000048E-1
2.745908424E1,-1.500000060E-2,-9.766950607E0,-9.300000221E-2
2.746916916E1,-5.595000088E-2,-9.762000084E0,-5.700000376E-2
2.747925417E1,-4.200000316E-2,-9.736050606E0,-4.995000362E-2
2.748933934E1,1.695000008E-2,-9.709950447E0,-3.600000218E-2
2.749942434E1,4.605000094E-2,-9.697950363E0,-6.405000389E-2
2.750950925E1,1.319999993E-1,-9.714000702E0,-8.805000782E-2
2.751959441E1,1.729500145E-1,-9.733950615E0,-1.200000048E-1
2.752967932E1,1.650000066E-1,-9.754950523E0,-1.150500029E-1
2.753976423E1,1.489500105E-1,-9.750000000E0,-1.319999993E-1
2.754984921E1,1.489500105E-1,-9.760050774E0,-1.390500069E-1
2.755993437E1,7.005000114E-2,-9.778950691E0,-1.579500139E-1
2.757001931E1,1.200000010E-2,-9.781949997E0,-1.840500087E-1
2.758010430E1,-1.800000109E-2,-9.798000336E0,-1.819500029E-1
2.759018924E1,-1.800000109E-2,-9.781949997E0,-1.750500053E-1
2.760027438E1,-7.950000465E-3,-9.748050690E0,-1.909500062E-1
2.761035929E1,1.500000060E-2,-9.748050690E0,-1.669500023E-1
2.762044428E1,1.695000008E-2,-9.741000175E0,-1.530000120E-1
2.763052943E1,3.105000220E-2,-9.757950783E0,-1.219500080E-1
2.764061435E1,5.100000277E-2,-9.745950699E0,-1.030500084E-1
2.765069927E1,7.695000619E-2,-9.748050690E0,-1.459500045E-1
2.766078448E1,8.205000311E-2,-9.777000427E0,-1.630500108E-1
2.767086943E1,5.505000427E-2,-9.778950691E0,-1.630500108E-1
2.768095442E1,3.405000269E-2,-9.798000336E0,-1.819500029E-1
2.769103934E1,2.895000204E-2,-9.793950081E0,-2.080500126E-1
2.770112452E1,-1.995000057E-2,-9.781949997E0,-2.200500071E-1
2.771120945E1,-2.295000106E-2,-9.805050850E0,-2.320500165E-1
2.772129441E1,-2.295000106E-2,-9.822000504E0,-2.440500110E-1
2.773137941E1,-1.995000057E-2,-9.826950073E0,-2.610000074E-1
2.774146456E1,3.000000026E-3,-9.844050407E0,-2.680500150E-1
2.775154956E1,4.950000439E-3,-9.822000504E0,-2.419500053E-1
2.776163447E1,4.605000094E-2,-9.778950691E0,-1.819500029E-1
2.777171963E1,7.395000011E-2,-9.790950775E0,-1.870500147E-1
2.778180456E1,-1.995000057E-2,-9.774000168E0,-1.600500047E-1
2.779188955E1,-3.195000067E-2,-9.738000870E0,-1.459500045E-1
2.780197448E1,-7.950000465E-3,-9.726000786E0,-1.890000105E-1
2.781205963E1,-1.995000057E-2,-9.706950188E0,-2.230500132E-1
2.782214464E1,-3.495000303E-2,-9.706950188E0,-2.130000144E-1
2.783222955E1,-3.195000067E-2,-9.694950104E0,-1.890000105E-1
2.784231448E1,-2.505000122E-2,-9.694950104E0,-1.549500078E-1
2.785239965E1,-6.000000052E-3,-9.697950363E0,-1.480500102E-1
2.786248465E1,-3.000000119E-2,-9.697950363E0,-1.410000026E-1
2.787256955E1,-4.395000264E-2,-9.717000008E0,-1.120500043E-1
2.788265470E1,-4.050000105E-3,-9.712050438E0,-1.200000048E-1
2.789273963E1,3.405000269E-2,-9.724050522E0,-1.440000087E-1
2.790282461E1,4.305000231E-2,-9.700050354E0,-1.530000120E-1
2.791290953E1,7.200000435E-2,-9.714000702E0,-1.410000026E-1
2.792299468E1,1.129500046E-1,-9.753000259E0,-1.630500108E-1
2.793307965E1,1.300500035E-1,-9.762000084E0,-1.990500093E-1
2.794316481E1,1.200000048E-1,-9.802950859E0,-2.370000184E-1
2.795324975E1,7.905000448E-2,-9.808050156E0,-2.490000129E-1
2.796333475E1,7.005000114E-2,-9.793950081E0,-2.269500047E-1
2.797341967E1,2.400000021E-2,-9.796050072E0,-2.110500038E-1
2.798350483E1,1.200000010E-2,-9.777000427E0,-1.990500093E-1
2.799358973E1,0.000000000E0,-9.777000427E0,-1.750500053E-1
2.800367474E1,0.000000000E0,-9.790950775E0,-1.390500069E-1
2.801375993E1,4.305000231E-2,-9.778950691E0,-1.319999993E-1
2.802384485E1,5.100000277E-2,-9.757950783E0,-1.319999993E-1
2.803392986E1,5.100000277E-2,-9.748050690E0,-1.120500043E-1
2.804401476E1,2.700000070E-2,-9.754950523E0,-1.200000048E-1
2.805409992E1,4.950000439E-3,-9.757950783E0,-1.360500008E-1
2.806418485E1,1.200000010E-2,-9.741000175E0,-1.549500078E-1
2.807426985E1,4.605000094E-2,-9.736050606E0,-1.750500053E-1
2.808435500E1,4.605000094E-2,-9.718950272E0,-1.549500078E-1
2.809443993E1,8.400000632E-2,-9.688050270E0,-1.319999993E-1
2.810452485E1,9.405000508E-2,-9.655050278E0,-1.240500063E-1
2.811460982E1,7.005000114E-2,-9.652050018E0,-1.319999993E-1
2.812469498E1,3.405000269E-2,-9.667050362E0,-1.410000026E-1
2.813477996E1,2.205000073E-2,-9.667050362E0,-1.200000048E-1
2.814486488E1,-2.295000106E-2,-9.694950104E0,-1.360500008E-1
2.815494980E1,-1.800000109E-2,-9.714000702E0,-1.720500141E-1
2.816503494E1,-3.195000067E-2,-9.765000343E0,-1.840500087E-1
2.817511989E1,-4.905000329E-2,-9.796050072E0,-1.699500084E-1
2.818520489E1,-5.595000088E-2,-9.814950943E0,-1.530000120E-1
2.819529003E1,-3.900000080E-2,-9.778950691E0,-1.480500102E-1
2.820537493E1,1.905000024E-2,-9.736050606E0,-1.510500014E-1
2.821545991E1,3.405000269E-2,-9.753000259E0,-1.410000026E-1
2.822554507E1,2.205000073E-2,-9.778950691E0,-1.410000026E-1
2.823562999E1,-1.050000079E-3,-9.805050850E0,-1.579500139E-1
