"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.475906063E1,2.199999988E-3,4.207500070E-2,-1.374999993E-4
5.476914563E1,1.237499993E-3,3.464999795E-2,1.924999990E-3
5.477923086E1,-1.924999990E-3,2.942499891E-2,8.249999955E-4
5.478931610E1,-3.024999984E-3,2.612499893E-2,-1.374999993E-4
5.479940125E1,-1.924999990E-3,1.979999989E-2,-1.374999993E-4
5.480948656E1,-1.924999990E-3,1.553750038E-2,-1.374999993E-4
5.481957172E1,1.374999993E-4,8.112499490E-3,-2.337499987E-3
5.482965694E1,-1.924999990E-3,-4.124999978E-4,-1.237499993E-3
5.483974217E1,-4.124999978E-3,-6.874999963E-3,8.249999955E-4
5.484982739E1,-7.287499961E-3,-1.003750041E-2,8.249999955E-4
5.485991263E1,-1.154999994E-2,-1.429999992E-2,3.024999984E-3
5.486999763E1,-1.044999994E-2,-2.062499896E-2,7.287499961E-3
5.488008285E1,-9.487500414E-3,-2.598750032E-2,1.044999994E-2
5.489016810E1,-9.487500414E-3,-2.708750032E-2,1.361249946E-2
5.490025335E1,-7.287499961E-3,-3.135000169E-2,1.581249945E-2
5.491033859E1,-3.024999984E-3,-3.231250122E-2,1.471249945E-2
5.492042375E1,1.237499993E-3,-3.231250122E-2,1.264999993E-2
5.493050898E1,-9.624999948E-4,-3.341250122E-2,1.154999994E-2
5.494059421E1,-5.224999972E-3,-3.561250120E-2,8.387500420E-3
5.495067921E1,-9.487500414E-3,-4.193750024E-2,7.287499961E-3
5.496076444E1,-1.264999993E-2,-4.729999974E-2,8.387500420E-3
5.497084968E1,-1.374999993E-2,-4.936249927E-2,6.187499966E-3
5.498093491E1,-1.044999994E-2,-4.826249927E-2,7.287499961E-3
5.499102013E1,-7.287499961E-3,-4.936249927E-2,8.387500420E-3
5.500110529E1,-6.187499966E-3,-4.826249927E-2,1.044999994E-2
5.501119052E1,-3.024999984E-3,-4.826249927E-2,9.349999949E-3
5.502127553E1,-9.624999948E-4,-4.729999974E-2,1.154999994E-2
5.503136075E1,-1.924999990E-3,-4.729999974E-2,1.044999994E-2
5.504144598E1,-1.924999990E-3,-4.729999974E-2,1.044999994E-2
5.505153122E1,1.237499993E-3,-4.936249927E-2,9.349999949E-3
5.506161645E1,5.499999970E-3,-5.362499878E-2,7.287499961E-3
5.507170161E1,9.762499481E-3,-5.582499877E-2,8.387500420E-3
5.508178684E1,1.402499992E-2,-5.788749829E-2,8.387500420E-3
5.509187207E1,1.608750038E-2,-5.678749830E-2,6.187499966E-3
5.510195730E1,1.718750037E-2,-5.472499877E-2,5.087499972E-3
5.511204253E1,1.828750037E-2,-5.156249925E-2,5.087499972E-3
5.512212752E1,1.292499993E-2,-4.936249927E-2,6.187499966E-3
5.513221275E1,9.762499481E-3,-4.826249927E-2,7.287499961E-3
5.514229799E1,7.562499959E-3,-4.936249927E-2,7.287499961E-3
5.515238320E1,9.762499481E-3,-4.936249927E-2,9.349999949E-3
5.516246845E1,1.182499994E-2,-4.936249927E-2,1.264999993E-2
5.517255362E1,1.608750038E-2,-5.156249925E-2,1.361249946E-2
5.518263885E1,2.034999989E-2,-5.362499878E-2,1.581249945E-2
5.519272410E1,2.571249940E-2,-5.678749830E-2,1.787500083E-2
5.520280910E1,2.571249940E-2,-6.104999781E-2,1.897500083E-2
5.521289434E1,2.461249940E-2,-7.067500055E-2,2.323750034E-2
5.522297956E1,2.144999988E-2,-7.809999585E-2,2.529999986E-2
5.523306472E1,1.608750038E-2,-8.552499861E-2,2.749999985E-2
5.524314994E1,1.402499992E-2,-9.404999763E-2,2.859999985E-2
5.525323517E1,1.828750037E-2,-9.831249714E-2,2.749999985E-2
5.526332038E1,2.461249940E-2,-9.721250087E-2,2.749999985E-2
5.527340540E1,2.997500077E-2,-9.721250087E-2,2.529999986E-2
5.528349062E1,3.423750028E-2,-9.941250086E-2,2.323750034E-2
5.529357585E1,3.739999980E-2,-1.057374999E-1,2.639999986E-2
5.530366108E1,3.423750028E-2,-1.164624989E-1,2.529999986E-2
5.531374624E1,2.887500077E-2,-1.270499974E-1,2.433750033E-2
5.532383146E1,2.571249940E-2,-1.409374923E-1,2.213750035E-2
5.533391645E1,2.351249941E-2,-1.526249945E-1,1.897500083E-2
5.534400192E1,2.034999989E-2,-1.579875052E-1,1.361249946E-2
5.535408692E1,2.034999989E-2,-1.632124931E-1,9.349999949E-3
5.536417215E1,2.571249940E-2,-1.696749926E-1,1.924999990E-3
5.537425731E1,3.203750029E-2,-1.782000065E-1,-4.399999976E-3
5.538434253E1,3.629999980E-2,-1.813624948E-1,-9.762499481E-3
5.539442776E1,3.739999980E-2,-1.782000065E-1,-1.402499992E-2
5.540451299E1,3.629999980E-2,-1.717374921E-1,-1.402499992E-2
5.541459823E1,3.629999980E-2,-1.654125005E-1,-9.762499481E-3
5.542468322E1,3.849999979E-2,-1.589500010E-1,-4.399999976E-3
5.543476847E1,4.482499883E-2,-1.526249945E-1,1.924999990E-3
5.544485367E1,4.482499883E-2,-1.472624987E-1,8.387500420E-3
5.545493889E1,3.739999980E-2,-1.451999992E-1,1.361249946E-2
5.546502412E1,2.667500079E-2,-1.463000029E-1,1.897500083E-2
5.547510927E1,1.402499992E-2,-1.504250020E-1,2.433750033E-2
5.548519451E1,2.199999988E-3,-1.600500047E-1,2.956249937E-2
5.549527952E1,-7.287499961E-3,-1.643124968E-1,3.286249936E-2
5.550536498E1,-1.691249944E-2,-1.622499973E-1,3.492499888E-2
5.551544997E1,-2.859999985E-2,-1.622499973E-1,3.382499889E-2
5.552553520E1,-4.138749838E-2,-1.622499973E-1,2.859999985E-2
5.553562044E1,-5.417500064E-2,-1.600500047E-1,2.007500082E-2
5.554570559E1,-6.586249918E-2,-1.643124968E-1,1.264999993E-2
5.555579082E1,-7.644999772E-2,-1.696749926E-1,7.287499961E-3
5.556587605E1,-8.291249722E-2,-1.728374958E-1,5.087499972E-3
5.557596126E1,-8.607500046E-2,-1.782000065E-1,3.024999984E-3
5.558604625E1,-8.607500046E-2,-1.791625023E-1,1.924999990E-3
5.559613151E1,-8.181250095E-2,-1.771000028E-1,-1.374999993E-4
5.560621672E1,-7.548750192E-2,-1.685750037E-1,-5.499999970E-3
5.561630196E1,-6.792499870E-2,-1.557874978E-1,-1.086249948E-2
5.562638713E1,-5.843750015E-2,-1.409374923E-1,-1.512499992E-2
5.563647235E1,-4.881250113E-2,-1.302125007E-1,-1.718750037E-2
5.564655758E1,-4.138749838E-2,-1.207249984E-1,-1.608750038E-2
5.565664283E1,-3.602499887E-2,-1.153625026E-1,-1.718750037E-2
5.566672806E1,-3.176249936E-2,-1.121999994E-1,-1.938750036E-2
5.567681303E1,-2.969999984E-2,-1.132999957E-1,-2.254999988E-2
5.568689849E1,-2.969999984E-2,-1.185249984E-1,-2.571249940E-2
5.569698348E1,-2.749999985E-2,-1.259499937E-1,-2.571249940E-2
5.570706869E1,-2.639999986E-2,-1.335124969E-1,-2.254999988E-2
5.571715384E1,-2.749999985E-2,-1.451999992E-1,-1.718750037E-2
5.572723908E1,-3.396249935E-2,-1.632124931E-1,-9.762499481E-3
5.573732433E1,-3.918749839E-2,-1.813624948E-1,-4.399999976E-3
5.574740956E1,-4.564999789E-2,-1.919499934E-1,-1.237499993E-3
5.575749477E1,-5.417500064E-2,-1.876875013E-1,8.249999955E-4
5.576758001E1,-5.939999968E-2,-1.802625060E-1,-2.337499987E-3
5.577766502E1,-5.733750015E-2,-1.771000028E-1,-4.399999976E-3
5.578775049E1,-4.771250114E-2,-1.771000028E-1,-4.399999976E-3
5.579783573E1,-3.492499888E-2,-1.791625023E-1,-5.499999970E-3
5.580792072E1,-2.543750033E-2,-1.759999990E-1,-3.437499981E-3
5.581800592E1,-1.801249944E-2,-1.739374995E-1,-1.374999993E-4
5.582809114E1,-1.264999993E-2,-1.728374958E-1,8.249999955E-4
5.583817636E1,-8.387500420E-3,-1.696749926E-1,6.187499966E-3
5.584826155E1,-3.024999984E-3,-1.643124968E-1,1.264999993E-2
5.585834687E1,4.399999976E-3,-1.674750000E-1,1.787500083E-2
5.586843205E1,1.498750038E-2,-1.739374995E-1,2.433750033E-2
5.587851729E1,2.777500078E-2,-1.771000028E-1,2.859999985E-2
5.588860252E1,3.423750028E-2,-1.771000028E-1,2.749999985E-2
5.589868775E1,3.629999980E-2,-1.748999953E-1,2.529999986E-2
5.590877299E1,3.423750028E-2,-1.685750037E-1,2.323750034E-2
5.591885821E1,2.777500078E-2,-1.665125042E-1,1.897500083E-2
5.592894342E1,2.144999988E-2,-1.707749963E-1,1.581249945E-2
5.593902843E1,1.402499992E-2,-1.759999990E-1,1.691249944E-2
5.594911367E1,7.562499959E-3,-1.739374995E-1,1.691249944E-2
5.595919889E1,2.199999988E-3,-1.632124931E-1,1.361249946E-2
5.596928434E1,4.399999976E-3,-1.483625025E-1,9.349999949E-3
5.597936958E1,1.072499994E-2,-1.335124969E-1,7.287499961E-3
5.598945458E1,1.718750037E-2,-1.227874979E-1,3.024999984E-3
5.599954007E1,1.924999990E-2,-1.142624989E-1,8.249999955E-4
5.600962508E1,1.828750037E-2,-1.111000031E-1,3.024999984E-3
5.601971032E1,1.402499992E-2,-1.142624989E-1,6.187499966E-3
5.602979555E1,1.182499994E-2,-1.175625026E-1,8.387500420E-3
5.603988077E1,9.762499481E-3,-1.196250021E-1,1.471249945E-2
5.604996600E1,1.072499994E-2,-1.207249984E-1,1.691249944E-2
5.606005122E1,1.292499993E-2,-1.142624989E-1,1.691249944E-2
5.607013646E1,1.498750038E-2,-1.057374999E-1,1.691249944E-2
5.608022167E1,1.718750037E-2,-9.941250086E-2,1.581249945E-2
5.609030692E1,1.718750037E-2,-9.624999762E-2,1.264999993E-2
5.610039217E1,1.608750038E-2,-8.978749812E-2,9.349999949E-3
5.611047739E1,1.182499994E-2,-8.236250281E-2,5.087499972E-3
5.612056263E1,6.462499965E-3,-7.809999585E-2,8.249999955E-4
5.613064786E1,1.374999993E-4,-7.603749633E-2,-3.437499981E-3
5.614073307E1,-4.124999978E-3,-7.919999957E-2,-5.499999970E-3
5.615081829E1,-4.124999978E-3,-8.456250280E-2,-6.599999964E-3
5.616090350E1,-5.224999972E-3,-8.662500232E-2,-7.562499959E-3
5.617098895E1,-5.224999972E-3,-8.456250280E-2,-8.662499487E-3
5.618107395E1,-3.024999984E-3,-8.236250281E-2,-9.762499481E-3
5.619115917E1,-5.224999972E-3,-8.236250281E-2,-9.762499481E-3
5.620124439E1,-6.187499966E-3,-8.552499861E-2,-8.662499487E-3
5.621132962E1,-7.287499961E-3,-8.978749812E-2,-6.599999964E-3
5.622141485E1,-1.154999994E-2,-9.404999763E-2,-3.437499981E-3
5.623150008E1,-1.374999993E-2,-9.624999762E-2,-2.337499987E-3
5.624158556E1,-1.471249945E-2,-9.198749810E-2,-4.399999976E-3
5.625167056E1,-2.007500082E-2,-8.552499861E-2,-7.562499959E-3
5.626175601E1,-2.859999985E-2,-8.346249908E-2,-1.086249948E-2
5.627184126E1,-3.602499887E-2,-8.772499859E-2,-1.182499994E-2
5.628192646E1,-4.564999789E-2,-9.198749810E-2,-8.662499487E-3
5.629201171E1,-5.197500065E-2,-9.515000135E-2,-6.599999964E-3
5.630209696E1,-5.307500064E-2,-9.624999762E-2,-4.399999976E-3
5.631218222E1,-4.675000161E-2,-9.624999762E-2,-2.337499987E-3
5.632226745E1,-3.712499887E-2,-9.088750184E-2,-2.337499987E-3
5.633235269E1,-2.859999985E-2,-8.346249908E-2,-5.499999970E-3
5.634243792E1,-2.227500081E-2,-7.699999958E-2,-7.562499959E-3
5.635252314E1,-1.691249944E-2,-7.809999585E-2,-9.762499481E-3
5.636260845E1,-1.374999993E-2,-8.126249909E-2,-1.292499993E-2
5.637269369E1,-1.154999994E-2,-8.346249908E-2,-1.512499992E-2
5.638277893E1,-9.487500414E-3,-8.552499861E-2,-1.938750036E-2
5.639286414E1,-9.487500414E-3,-8.882500231E-2,-1.938750036E-2
5.640294939E1,-8.387500420E-3,-9.404999763E-2,-1.828750037E-2
5.641303485E1,-8.387500420E-3,-9.831249714E-2,-1.608750038E-2
5.642312006E1,-9.487500414E-3,-9.941250086E-2,-1.182499994E-2
5.643320529E1,-8.387500420E-3,-9.515000135E-2,-6.599999964E-3
5.644329052E1,-8.387500420E-3,-8.552499861E-2,-3.437499981E-3
5.645337576E1,-7.287499961E-3,-7.493750006E-2,-1.237499993E-3
5.646346100E1,-4.124999978E-3,-6.435000151E-2,-1.237499993E-3
5.647354622E1,1.374999993E-4,-5.252499878E-2,-1.237499993E-3
5.648363145E1,1.237499993E-3,-4.619999975E-2,-1.237499993E-3
5.649371667E1,2.199999988E-3,-3.987500072E-2,3.024999984E-3
5.650380198E1,-9.624999948E-4,-3.024999984E-2,7.287499961E-3
5.651388722E1,-8.387500420E-3,-2.488750033E-2,1.264999993E-2
5.652397247E1,-2.007500082E-2,-3.024999984E-2,2.007500082E-2
5.653405768E1,-2.859999985E-2,-5.046249926E-2,2.859999985E-2
5.654414313E1,-2.749999985E-2,-7.383749634E-2,3.808749840E-2
5.655422836E1,-2.117500082E-2,-8.882500231E-2,4.344999790E-2
5.656431358E1,-7.287499961E-3,-8.236250281E-2,4.138749838E-2
5.657439881E1,-9.624999948E-4,-5.156249925E-2,3.176249936E-2
5.658448411E1,1.374999993E-4,-5.774999969E-3,2.007500082E-2
5.659456934E1,1.374999993E-4,3.575000167E-2,7.287499961E-3
5.660465457E1,3.299999982E-3,6.228749827E-2,-1.237499993E-3
5.661473982E1,8.662499487E-3,7.933750004E-2,-7.562499959E-3
5.662482505E1,1.292499993E-2,8.786249906E-2,-1.182499994E-2
5.663491028E1,1.072499994E-2,9.006249905E-2,-1.402499992E-2
5.664499572E1,9.762499481E-3,9.006249905E-2,-1.938750036E-2
5.665508096E1,8.662499487E-3,8.676250279E-2,-2.254999988E-2
5.666516620E1,1.072499994E-2,8.153750002E-2,-2.461249940E-2
5.667525151E1,1.292499993E-2,7.617499679E-2,-2.461249940E-2
5.668533674E1,1.402499992E-2,7.837499678E-2,-2.571249940E-2
5.669542198E1,1.402499992E-2,8.470000327E-2,-2.791249938E-2
5.670550723E1,1.498750038E-2,8.896250278E-2,-3.107500076E-2
5.671559268E1,1.402499992E-2,9.212499857E-2,-3.313750029E-2
5.672567792E1,1.292499993E-2,9.212499857E-2,-3.217500076E-2
5.673576315E1,1.718750037E-2,8.470000327E-2,-2.887500077E-2
5.674584847E1,2.034999989E-2,7.933750004E-2,-2.364999987E-2
5.675593372E1,2.461249940E-2,7.837499678E-2,-2.034999989E-2
5.676601896E1,2.777500078E-2,8.579999954E-2,-1.512499992E-2
5.677610440E1,2.887500077E-2,9.432499856E-2,-1.512499992E-2
5.678618939E1,2.461249940E-2,9.748750180E-2,-1.718750037E-2
5.679627485E1,1.718750037E-2,9.006249905E-2,-1.292499993E-2
5.680636010E1,9.762499481E-3,7.301250100E-2,-6.599999964E-3
5.681644531E1,8.662499487E-3,6.022499874E-2,-1.374999993E-4
5.682653063E1,9.762499481E-3,5.596249923E-2,8.249999955E-4
5.683661585E1,9.762499481E-3,6.132499874E-2,-3.437499981E-3
5.684670130E1,9.762499481E-3,6.764999777E-2,-9.762499481E-3
5.685678651E1,1.608750038E-2,6.875000149E-2,-1.512499992E-2
5.686687174E1,2.461249940E-2,6.448750198E-2,-1.828750037E-2
5.687695697E1,3.093750030E-2,5.912499875E-2,-1.828750037E-2
5.688704228E1,3.203750029E-2,5.389999971E-2,-1.938750036E-2
5.689712750E1,2.777500078E-2,4.743750021E-2,-1.828750037E-2
5.690721297E1,2.571249940E-2,2.722499892E-2,-1.608750038E-2
5.691729820E1,2.461249940E-2,1.127499994E-2,-8.662499487E-3
5.692738350E1,2.777500078E-2,6.874999963E-4,-3.437499981E-3
5.693746866E1,3.423750028E-2,-4.674999975E-3,-1.374999993E-4
5.694755397E1,3.629999980E-2,-3.574999981E-3,-1.237499993E-3
5.695763943E1,3.313750029E-2,-6.874999963E-3,-2.337499987E-3
5.696772466E1,2.777500078E-2,-1.539999992E-2,-2.337499987E-3
5.697780989E1,2.034999989E-2,-2.062499896E-2,-2.337499987E-3
5.698789513E1,9.762499481E-3,-2.282499894E-2,-3.437499981E-3
5.699798042E1,1.237499993E-3,-1.636249945E-2,-4.399999976E-3
5.700806565E1,-5.224999972E-3,-7.837500423E-3,-1.086249948E-2
5.701815112E1,-5.224999972E-3,-2.612499986E-3,-1.402499992E-2
5.702823637E1,-3.024999984E-3,6.874999963E-4,-1.182499994E-2
5.703832160E1,-5.224999972E-3,5.912499968E-3,-1.292499993E-2
5.704840689E1,-9.487500414E-3,1.127499994E-2,-1.086249948E-2
5.705849213E1,-1.044999994E-2,2.296249941E-2,-1.292499993E-2
5.706857758E1,-7.287499961E-3,3.575000167E-2,-1.402499992E-2
5.707866289E1,-1.924999990E-3,4.427500069E-2,-1.512499992E-2
5.708874804E1,3.299999982E-3,4.853750020E-2,-1.512499992E-2
5.709883334E1,1.182499994E-2,4.963750020E-2,-1.512499992E-2
5.710891858E1,2.144999988E-2,4.963750020E-2,-1.718750037E-2
5.711900404E1,2.887500077E-2,4.317500070E-2,-1.608750038E-2
5.712908927E1,3.203750029E-2,3.891250119E-2,-1.512499992E-2
5.713917456E1,3.423750028E-2,3.575000167E-2,-1.608750038E-2
5.714925979E1,3.629999980E-2,3.148749843E-2,-1.608750038E-2
5.715934501E1,3.849999979E-2,2.832499892E-2,-1.718750037E-2
5.716943048E1,3.629999980E-2,1.979999989E-2,-1.938750036E-2
5.717951571E1,3.423750028E-2,7.012499962E-3,-2.144999988E-2
5.718960101E1,3.629999980E-2,-8.937500417E-3,-2.254999988E-2
5.719968648E1,3.946249932E-2,-2.804999985E-2,-2.364999987E-2
5.720977173E1,4.372499883E-2,-3.561250120E-2,-2.681249939E-2
5.721985696E1,4.798749834E-2,-3.135000169E-2,-3.107500076E-2
5.722994228E1,4.166249931E-2,-2.378750034E-2,-3.107500076E-2
5.724002751E1,2.777500078E-2,-2.062499896E-2,-2.791249938E-2
5.725011298E1,1.608750038E-2,-1.746249944E-2,-2.254999988E-2
5.726019820E1,6.462499965E-3,-1.746249944E-2,-1.828750037E-2
5.727028352E1,-5.224999972E-3,-2.282499894E-2,-9.762499481E-3
5.728036876E1,-1.581249945E-2,-3.987500072E-2,-2.337499987E-3
5.729045421E1,-2.749999985E-2,-5.582499877E-2,8.249999955E-4
5.730053944E1,-3.286249936E-2,-7.809999585E-2,8.387500420E-3
5.731062477E1,-2.639999986E-2,-1.079374999E-1,1.581249945E-2
5.732071002E1,-2.323750034E-2,-1.281500012E-1,1.897500083E-2
5.733079525E1,-1.471249945E-2,-1.377750039E-1,1.581249945E-2
5.734088071E1,-3.024999984E-3,-1.463000029E-1,1.264999993E-2
5.735096603E1,9.762499481E-3,-1.494625062E-1,8.249999955E-4
5.736105125E1,1.924999990E-2,-1.504250020E-1,-1.182499994E-2
5.737113671E1,2.461249940E-2,-1.526249945E-1,-2.254999988E-2
5.738122194E1,2.887500077E-2,-1.579875052E-1,-2.144999988E-2
5.739130714E1,3.849999979E-2,-1.537249982E-1,-1.292499993E-2
5.740139245E1,3.946249932E-2,-1.366750002E-1,-4.399999976E-3
5.741147789E1,3.423750028E-2,-1.216875017E-1,1.924999990E-3
5.742156314E1,2.997500077E-2,-1.216875017E-1,4.124999978E-3
5.743164846E1,1.402499992E-2,-1.292500049E-1,6.187499966E-3
5.744173370E1,-7.287499961E-3,-1.440999955E-1,9.349999949E-3
5.745181914E1,-1.471249945E-2,-1.589500010E-1,1.581249945E-2
5.746190436E1,-1.691249944E-2,-1.643124968E-1,2.103750035E-2
5.747198960E1,-1.691249944E-2,-1.579875052E-1,2.213750035E-2
5.748207489E1,-1.581249945E-2,-1.472624987E-1,2.323750034E-2
5.749216036E1,-1.691249944E-2,-1.335124969E-1,2.323750034E-2
5.750224559E1,-1.044999994E-2,-1.216875017E-1,2.213750035E-2
5.751233089E1,1.374999993E-4,-1.164624989E-1,2.213750035E-2
5.752241634E1,6.462499965E-3,-1.099999994E-1,2.213750035E-2
5.753250158E1,1.072499994E-2,-9.941250086E-2,2.007500082E-2
5.754258680E1,1.072499994E-2,-8.030000329E-2,1.361249946E-2
5.755267213E1,8.662499487E-3,-5.788749829E-2,8.387500420E-3
5.756275736E1,2.199999988E-3,-3.341250122E-2,1.924999990E-3
5.757284283E1,-5.224999972E-3,-8.937500417E-3,1.924999990E-3
5.758292813E1,-1.264999993E-2,1.759999990E-2,6.187499966E-3
5.759301335E1,-1.801249944E-2,4.963750020E-2,1.264999993E-2
5.760309882E1,-1.801249944E-2,8.676250279E-2,1.897500083E-2
5.761318412E1,-1.581249945E-2,1.197625026E-1,3.066249937E-2
5.762326936E1,-1.154999994E-2,1.358499974E-1,4.235000163E-2
5.763335459E1,-5.224999972E-3,1.399749964E-1,4.977500066E-2
5.764344006E1,1.237499993E-3,1.347499937E-1,5.307500064E-2
5.765352536E1,7.562499959E-3,1.315875053E-1,4.977500066E-2
5.766361061E1,1.402499992E-2,1.390125006E-1,4.028749838E-2
5.767369607E1,1.498750038E-2,1.612875015E-1,3.066249937E-2
5.768378132E1,9.762499481E-3,1.857624948E-1,2.103750035E-2
5.769386664E1,1.374999993E-4,2.007499933E-1,1.044999994E-2
5.770395208E1,-7.287499961E-3,1.974499971E-1,4.124999978E-3
5.771403731E1,-6.187499966E-3,1.942874938E-1,-3.437499981E-3
5.772412254E1,-8.387500420E-3,1.783374995E-1,-8.662499487E-3
5.773420785E1,-1.154999994E-2,1.358499974E-1,-2.364999987E-2
5.774429332E1,-1.471249945E-2,5.706249923E-2,-6.833750010E-2
5.775437855E1,-2.117500082E-2,-4.303750023E-2,-1.289750040E-1
5.776446385E1,-5.513750017E-2,-2.132624984E-1,-1.321374923E-1
5.777454930E1,-9.776250273E-2,-3.558500111E-1,-5.981250107E-2
5.778463462E1,-4.675000161E-2,-2.994749844E-1,-7.562499959E-3
5.779471987E1,-1.801249944E-2,-2.175250053E-1,-1.237499993E-3
5.780480508E1,-9.459999949E-2,-2.111999989E-1,-3.313750029E-2
5.781489051E1,-7.328750193E-2,-1.036750004E-1,-2.571249940E-2
5.782497583E1,2.351249941E-2,9.212499857E-2,2.859999985E-2
5.783506106E1,3.519999981E-2,2.209624946E-1,5.307500064E-2
5.784514651E1,2.144999988E-2,3.007124960E-1,5.623750016E-2
5.785523181E1,6.462499965E-3,3.209249973E-1,5.733750015E-2
5.786531702E1,-1.581249945E-2,2.793999910E-1,5.939999968E-2
5.787540250E1,-2.117500082E-2,2.144999951E-1,5.939999968E-2
5.788548781E1,-6.187499966E-3,1.603250057E-1,5.403750017E-2
5.789557303E1,2.254999988E-2,1.134374961E-1,5.087500066E-2
5.790565847E1,7.356250286E-2,9.638749808E-2,4.977500066E-2
5.791574371E1,1.076624990E-1,7.617499679E-2,2.749999985E-2
5.792582903E1,9.377499670E-2,3.684999794E-2,3.024999984E-3
5.793591448E1,5.651250109E-2,6.874999963E-4,-1.608750038E-2
5.794599971E1,2.571249940E-2,-3.231250122E-2,-3.959999979E-2
5.795608501E1,5.499999970E-3,-4.193750024E-2,-5.871250108E-2
5.796617048E1,-6.187499966E-3,6.874999963E-4,-7.039999962E-2
5.797625580E1,-8.387500420E-3,8.153750002E-2,-6.077500060E-2
5.798634101E1,-1.691249944E-2,1.507000029E-1,-3.849999979E-2
5.799642646E1,-2.749999985E-2,1.772374958E-1,-1.828750037E-2
5.800651169E1,-6.366249919E-2,1.687124968E-1,4.124999978E-3
5.801659699E1,-7.328750193E-2,1.644500047E-1,3.066249937E-2
5.802668246E1,-4.248749837E-2,1.560624987E-1,4.138749838E-2
5.803676778E1,-2.433750033E-2,1.421750039E-1,3.712499887E-2
5.804685302E1,-1.691249944E-2,1.145374998E-1,3.712499887E-2
5.805693847E1,-1.044999994E-2,7.837499678E-2,4.138749838E-2
5.806702378E1,-1.044999994E-2,4.853750020E-2,4.028749838E-2
5.807710900E1,-8.387500420E-3,2.186249942E-2,3.066249937E-2
5.808719444E1,-8.387500420E-3,-5.774999969E-3,2.007500082E-2
5.809727975E1,-1.924999990E-3,-3.135000169E-2,1.691249944E-2
5.810736496E1,-6.187499966E-3,-3.767500073E-2,5.087499972E-3
5.811745041E1,-1.581249945E-2,-3.231250122E-2,-1.237499993E-3
5.812753572E1,-1.897500083E-2,-1.952499896E-2,-7.562499959E-3
5.813762119E1,-2.859999985E-2,-3.574999981E-3,-7.562499959E-3
5.814770645E1,-4.455000162E-2,1.237499993E-2,-4.399999976E-3
5.815779200E1,-5.417500064E-2,1.237499993E-2,4.124999978E-3
5.816787722E1,-5.733750015E-2,-3.574999981E-3,9.349999949E-3
5.817796251E1,-5.307500064E-2,-2.914999984E-2,1.044999994E-2
5.818804774E1,-5.197500065E-2,-5.472499877E-2,1.897500083E-2
5.819813319E1,-4.881250113E-2,-8.236250281E-2,2.859999985E-2
5.820821848E1,-2.969999984E-2,-9.831249714E-2,4.235000163E-2
5.821830394E1,-3.024999984E-3,-1.025749967E-1,5.829999968E-2
5.822838922E1,1.828750037E-2,-8.662500232E-2,6.998749822E-2
5.823847444E1,3.313750029E-2,-8.030000329E-2,7.851249725E-2
5.824855967E1,3.423750028E-2,-8.346249908E-2,8.071249723E-2
5.825864512E1,2.777500078E-2,-9.308750182E-2,7.328750193E-2
5.826873040E1,2.351249941E-2,-1.036750004E-1,6.366249919E-2
5.827881586E1,4.399999976E-3,-1.153625026E-1,4.551250115E-2
5.828890121E1,-2.117500082E-2,-1.259499937E-1,2.529999986E-2
5.829898674E1,-2.969999984E-2,-1.387374997E-1,1.471249945E-2
5.830907190E1,-3.176249936E-2,-1.409374923E-1,1.154999994E-2
5.831915720E1,-4.455000162E-2,-1.324124932E-1,8.387500420E-3
5.832924267E1,-5.733750015E-2,-1.238875017E-1,7.287499961E-3
5.833932798E1,-7.122500241E-2,-1.281500012E-1,8.387500420E-3
5.834941344E1,-8.607500046E-2,-1.335124969E-1,8.387500420E-3
5.835949864E1,-9.350000322E-2,-1.398375034E-1,8.387500420E-3
5.836958394E1,-9.143749624E-2,-1.398375034E-1,9.349999949E-3
5.837966940E1,-7.122500241E-2,-1.344749928E-1,1.471249945E-2
5.838975469E1,-5.307500064E-2,-1.377750039E-1,1.361249946E-2
5.839983992E1,-4.028749838E-2,-1.387374997E-1,9.349999949E-3
5.840992540E1,-2.433750033E-2,-1.440999955E-1,1.044999994E-2
5.842001071E1,-1.374999993E-2,-1.335124969E-1,1.044999994E-2
5.843009620E1,-5.224999972E-3,-1.185249984E-1,1.581249945E-2
5.844018152E1,-1.924999990E-3,-1.047749966E-1,1.581249945E-2
5.845026675E1,-6.187499966E-3,-8.662500232E-2,1.264999993E-2
5.846035229E1,-9.487500414E-3,-7.067500055E-2,7.287499961E-3
5.847043752E1,-1.581249945E-2,-6.008749828E-2,4.124999978E-3
5.848052298E1,-2.227500081E-2,-4.619999975E-2,-1.237499993E-3
5.849060832E1,-1.801249944E-2,-3.451250121E-2,-1.237499993E-3
5.850069379E1,-2.543750033E-2,-3.451250121E-2,-1.086249948E-2
5.851077902E1,-4.028749838E-2,-4.193750024E-2,-2.144999988E-2
5.852086431E1,-4.455000162E-2,-6.957499683E-2,-1.938750036E-2
5.853094977E1,-4.881250113E-2,-1.057374999E-1,-1.718750037E-2
5.854103507E1,-4.344999790E-2,-1.238875017E-1,-1.608750038E-2
5.855112030E1,-2.969999984E-2,-1.175625026E-1,-8.662499487E-3
5.856120574E1,-1.374999993E-2,-1.025749967E-1,-4.399999976E-3
5.857129104E1,-1.924999990E-3,-8.346249908E-2,-5.499999970E-3
