"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.932308850E-1,-4.237737060E-1,-6.553229332E0,-8.619125932E-2
4.032308850E-1,-9.050082564E-1,-6.689698696E0,4.692635238E-1
4.132308850E-1,-2.375048161E0,-7.132626057E0,1.249773264E0
4.232308850E-1,-4.110844135E0,-7.036858082E0,2.209848166E0
4.332308850E-1,-4.824316502E0,-6.462249756E0,3.071760893E0
4.432308850E-1,-6.256348133E0,-5.166986465E0,2.480392933E0
4.532308850E-1,-7.297826290E0,-5.971438408E0,1.991975784E0
4.632308850E-1,-7.352892876E0,-6.416759968E0,3.734954596E-1
4.732308850E-1,-5.969044209E0,-8.229170799E0,7.062895298E-1
4.832308850E-1,-4.992209911E0,-1.052042198E1,1.118092179E0
4.932308850E-1,-2.427720547E0,-1.135360336E1,1.654393315E0
5.032308850E-1,-1.292868972E0,-1.358260536E1,2.147598982E0
5.132308850E-1,-1.321599364E0,-1.354190445E1,3.751713991E0
5.232308850E-1,-3.107673883E0,-1.048690319E1,3.593696833E0
5.332314230E-1,-4.369418144E0,-9.593865395E0,3.567360640E0
5.432314230E-1,-4.860229492E0,-1.076941872E1,3.852270603E0
5.532314230E-1,-4.340687752E0,-1.175104141E1,3.299209833E0
5.632314230E-1,-4.388571739E0,-1.420270348E1,2.418143749E-1
5.732314230E-1,-2.466027737E0,-1.596274090E1,-3.569754839E0
5.832314230E-1,2.501940727E0,-1.656368637E1,-6.907571316E0
5.932314230E-1,3.066972494E0,-1.628356361E1,-6.170156956E0
6.032314230E-1,4.355052948E0,-1.616385460E1,-4.022258759E0
6.132314230E-1,4.079719543E0,-1.389863968E1,-2.650381327E0
6.232314230E-1,3.890577793E0,-1.234240913E1,-2.466027737E-1
6.332314230E-1,3.076549292E0,-1.034085655E1,6.536170840E-1
6.432314230E-1,-2.741360903E0,-6.467038155E0,1.673547029E0
6.532314230E-1,-9.983820915E-1,-9.656114578E0,2.070984364E0
6.632314230E-1,-6.057330370E-1,-8.509291649E0,2.403778553E0
6.732314230E-1,-1.831564307E0,-9.117419243E0,1.831564307E0
6.832314230E-1,1.525106430E0,-1.403989792E1,5.260360241E0
6.932314230E-1,5.739200592E0,-1.812231064E1,6.151003361E0
7.032314230E-1,-6.775590777E-1,-1.461690044E1,4.055777550E0
7.132314230E-1,-3.426102638E0,-1.183004951E1,4.146757126E0
7.232314230E-1,-1.082179189E0,-1.262492466E1,9.528923035E-1
7.332314230E-1,-5.506663769E-2,-1.156189919E1,1.886630893E0
7.432314230E-1,-2.154781520E-1,-1.015171432E1,3.734954596E-1
7.532314230E-1,-8.762778044E-1,-8.928277016E0,-5.219359994E-1
7.632314230E-1,-1.211466074E0,-7.348104477E0,-1.872265697E0
7.732314230E-1,-8.643068075E-1,-6.316203594E0,-1.948880196E0
7.832316560E-1,-2.023100376E0,-5.490203857E0,-7.158663273E-1
7.932316560E-1,-1.709460020E0,-5.135861874E0,-3.280056417E-1
8.032316560E-1,-1.007958889E0,-7.336133480E0,-1.235408068E0
8.132316560E-1,-1.065419793E0,-9.622595787E0,-3.591302633E-1
8.232316560E-1,-1.592144132E0,-1.047253704E1,-7.900865376E-2
8.332314220E-1,-1.204283476E0,-1.034803867E1,4.189853072E-1
8.432314220E-1,-4.381389022E-1,-1.031691456E1,-2.298433632E-1
8.532314220E-1,2.298433632E-1,-9.723152161E0,-1.436521053E0
8.632314220E-1,-1.460463107E-1,-1.058027649E1,-2.437297344E0
8.732314220E-1,1.556231081E-1,-1.097053146E1,-2.243366957E0
8.832314220E-1,-1.019929886E0,-1.106151104E1,-1.268926859E-1
8.932314220E-1,-1.429338455E0,-1.045817184E1,3.136404157E-1
9.032314220E-1,-1.719036818E0,-1.169358063E1,1.450886250E0
9.132314220E-1,-2.185906172E0,-1.186356831E1,2.461239338E0
9.232314220E-1,-2.458845139E0,-1.044141293E1,2.873042107E0
9.332314220E-1,-2.858676910E0,-8.760683060E0,2.353500366E0
9.432314220E-1,-2.808398485E0,-6.929119110E0,1.893813491E0
9.532314220E-1,-2.281674147E0,-7.381623268E0,2.525882721E0
9.632314220E-1,-2.877830505E0,-7.501333237E0,2.631227732E0
9.732314220E-1,-3.526659012E0,-7.458237648E0,2.418143749E0
9.832314220E-1,-3.885789394E0,-7.822156429E0,3.306392431E0
9.932314220E-1,-3.945644379E0,-8.004115105E0,3.203441858E0
1.003231422E0,-2.906560898E0,-8.698433876E0,2.925714493E0
1.013231422E0,-2.887407303E0,-9.174880028E0,1.544260144E0
1.023231422E0,-2.542642117E0,-8.609848976E0,8.164227605E-1
1.033231655E0,-1.975216389E0,-9.356839180E0,3.232172430E-1
1.043231655E0,-1.948880196E0,-1.147810268E1,-1.077390760E-1
1.053231655E0,-1.814804912E0,-1.289786339E1,6.057330370E-1
1.063231655E0,-6.224924326E-1,-1.447085476E1,1.051054597E0
1.073231655E0,6.272808313E-1,-1.640566826E1,1.067813993E0
1.083231421E0,2.023100376E0,-1.590767479E1,8.619125932E-2
1.093231421E0,1.508347094E-1,-1.284279728E1,-2.633621991E-1
1.103231421E0,-1.024718285E0,-1.130571938E1,-7.086837292E-1
1.113231421E0,-9.552865028E-1,-1.064970875E1,-8.906430602E-1
1.123231421E0,-1.568202138E0,-1.093461800E1,1.130063176E0
1.133231421E0,-1.302445769E0,-1.127938366E1,2.039859772E0
1.143231421E0,-2.801215947E-1,-1.262492466E1,-2.238578558E0
1.153231421E0,6.057330370E-1,-1.420509815E1,-2.430114746E0
1.163231421E0,6.009446383E-1,-1.410454178E1,-3.629609823E0
1.173231421E0,-1.455674648E0,-1.173906994E1,-3.579331636E0
1.183231421E0,-2.916137695E0,-8.949825287E0,-2.298433542E0
1.193231421E0,-1.946485996E0,-8.566753387E0,8.379705995E-2
1.203231421E0,-1.893813491E0,-8.253112793E0,2.240972757E0
1.213231421E0,-2.995146275E0,-7.640196800E0,3.440467834E0
1.223231421E0,-2.559401512E0,-7.853281021E0,3.315969467E0
1.233231421E0,-2.817975283E0,-7.372046471E0,2.614468336E0
1.243231421E0,-2.726995707E0,-7.036858082E0,1.850717902E0
1.253231421E0,-4.048594952E0,-7.118260860E0,9.145850539E-1
1.263231421E0,-3.550601006E0,-6.713640690E0,-1.697489023E0
1.273231421E0,-2.231395960E0,-6.165368557E0,-2.889801502E0
1.283231654E0,-1.747767210E0,-5.487809658E0,-1.398213744E0
1.293231654E0,-1.089361787E0,-5.969044209E0,-7.852981687E-1
1.303231654E0,-6.751648784E-1,-6.249165535E0,-2.154781483E-2
1.313231654E0,2.106897533E-1,-6.328174591E0,1.072602391E0
1.323231654E0,6.368576288E-1,-5.174169064E0,1.379060149E0
1.333231420E0,1.963245422E-1,-5.255571842E0,1.953668594E0
1.343231420E0,-9.337386489E-2,-4.496310711E0,2.655169725E0
1.353231420E0,1.771709323E-1,-5.104737282E0,3.579331636E0
1.363231420E0,-1.970427990E0,-7.479785442E0,1.376665950E0
1.373231420E0,-3.897760391E0,-7.855675220E0,1.477222443E0
1.383231420E0,-4.989815712E0,-9.428665161E0,1.410184860E0
1.393231420E0,-4.949114323E0,-1.123389339E1,7.091924667E0
1.403231420E0,-4.565742493E0,-1.329290676E1,9.423876762E0
1.413231420E0,-3.785232782E0,-1.485183144E1,7.173327446E0
1.423231420E0,-2.176329374E0,-1.454268074E1,3.909731388E0
1.433231420E0,-8.547300100E-1,-1.462887192E1,2.152387381E0
1.443231420E0,-6.584054828E-1,-1.385315037E1,1.482010841E0
1.453231420E0,-8.643068075E-1,-1.320192719E1,1.230619669E0
1.463231420E0,-1.953668594E0,-1.312052441E1,-2.250549644E-1
1.473231420E0,-2.975992680E0,-1.402313900E1,-1.470039845E0
1.483231420E0,-1.029506698E-1,-1.897225189E1,-1.939303398E0
1.493231420E0,1.963245422E-1,-2.110309219E1,-5.607519627E0
1.503231420E0,5.085583687E0,-1.868973732E1,-4.707000732E0
1.513231420E0,4.611232281E0,-1.442297077E1,-4.501099110E0
1.523231420E0,3.064578056E0,-7.972990990E0,-4.077325344E0
1.533231653E0,4.400542736E0,-4.335899353E0,-2.580949545E0
1.543232653E0,3.203441858E0,-2.343923569E0,-1.604115069E-1
1.553232653E0,1.039083481E0,-2.217030764E0,1.565807939E0
1.563232653E0,-9.337386489E-1,-2.911349297E0,3.483563423E0
1.573232653E0,-1.991975784E0,-4.118026733E0,5.210082054E0
1.583232419E0,1.333570361E0,-9.103054047E0,6.277895927E0
1.593232419E0,1.221042871E0,-1.375977612E1,4.458003521E0
1.603232419E0,5.770025849E-1,-2.056200218E1,4.941931725E0
1.613232419E0,-1.675941199E-1,-2.337518883E1,4.486733913E0
1.623232419E0,-3.332728863E0,-1.901295471E1,7.086837292E-1
1.633232419E0,-2.135627985E0,-1.437029743E1,-2.118868589E0
1.643232419E0,-6.272808313E-1,-9.368810654E0,-1.613691926E0
1.653231985E0,-9.816226959E-1,-5.315426826E0,-5.386953950E-1
1.663231985E0,-7.469909191E-1,-2.480392933E0,2.722207308E0
1.673231985E0,-2.896983922E-1,-1.929726601E0,3.347094059E0
1.683231985E0,4.812345505E-1,-2.375048161E0,1.467645645E0
1.693231985E0,1.824381709E0,-3.646369219E0,-4.309562966E-2
1.703231985E0,2.403778553E0,-5.688922405E0,-1.836352706E0
1.713231985E0,1.788468719E0,-7.786243439E0,-2.377442360E0
1.723231985E0,1.058237195E0,-9.929053307E0,-5.985504389E-2
1.733231985E0,7.015010715E-1,-1.047493172E1,8.379706144E-1
1.743231985E0,-1.675941236E-2,-1.091546440E1,-1.436521020E-2
1.753231985E0,1.197100803E-2,-1.119079781E1,-7.493851185E-1
1.763231985E0,6.344634295E-1,-1.160978317E1,-9.816226959E-1
1.773231985E0,7.182605099E-3,-1.180610752E1,-2.992752194E-1
1.783232218E0,-1.163581967E0,-1.150683308E1,1.551442742E0
1.793232218E0,-1.237802267E0,-1.081251431E1,2.767697096E0
1.803232218E0,-1.850717902E0,-9.352050781E0,3.497928619E0
1.813232218E0,-1.987187386E0,-7.180510044E0,5.205293655E0
1.823232218E0,-2.245761156E0,-4.608838081E0,4.592078686E0
1.833231984E0,-2.691082716E0,-2.992752075E0,3.514688015E0
1.843230984E0,-3.191470861E0,-2.832340717E0,3.332728863E0
1.853230984E0,-3.452438831E0,-4.146757126E0,2.255337954E0
1.863230984E0,-4.151545525E0,-5.930737019E0,1.735796213E0
1.873230984E0,-5.923554420E0,-7.984961987E0,4.548983276E-1
1.883230984E0,-6.795043468E0,-9.639355659E0,1.465251446E0
1.893230984E0,-5.976226807E0,-1.064013195E1,2.667140722E0
1.903230984E0,-3.835511208E0,-1.105911732E1,3.325546265E0
1.913230984E0,-2.679111719E0,-1.059224796E1,3.655946016E0
1.923230984E0,-1.070208192E0,-8.782231331E0,2.894589901E0
1.933230984E0,-4.165911078E-1,-7.503727436E0,1.939303398E0
1.943230984E0,3.543418646E-1,-6.603507519E0,1.340752959E0
1.953231417E0,4.908113480E-1,-6.981791496E0,-5.530605912E-1
1.963231417E0,3.974374831E-1,-8.798990250E0,-2.391807556E0
1.973231417E0,1.575384736E0,-1.219157410E1,-1.362300754E0
1.983231417E0,1.953668594E0,-1.732504272E1,6.512228847E-1
1.993231417E0,2.391807556E0,-2.026751518E1,1.953668594E0
2.003231417E0,1.680729628E0,-2.235525894E1,2.995146275E0
2.013231417E0,5.506663918E-1,-2.198415947E1,2.264914751E0
2.023231417E0,-6.943184882E-2,-2.161066246E1,1.556231081E-1
2.033231650E0,-1.091755986E0,-2.075593376E1,-2.975992680E0
2.043231650E0,-2.614468336E0,-1.817737770E1,-7.510910034E0
2.053231650E0,-4.450820923E0,-1.433438492E1,-8.655338287E0
2.063231650E0,-3.792415380E0,-1.355626965E1,-6.821380138E0
2.073231650E0,-3.708618402E0,-1.281167221E1,-7.467814445E0
2.083231416E0,-6.716034889E0,-9.751882553E0,-4.824316502E0
2.093231416E0,-9.675268173E0,-7.685686588E0,-1.335964561E0
2.103231416E0,-6.953061104E0,-5.806238174E0,5.681739807E0
2.113231416E0,-4.594472885E0,-4.414907932E0,7.977779388E0
2.123231416E0,-3.251325846E0,-2.554613113E0,3.612850428E0
2.133231416E0,-1.300051570E0,-2.082955360E0,1.101332784E0
2.143231416E0,-3.136404157E-1,-2.394201756E0,1.283292055E0
2.153231416E0,-6.703764945E-2,-2.068590164E0,7.493851185E-1
2.163231416E0,5.626373887E-1,-2.851494312E0,-3.998316824E-1
2.173231416E0,1.043871999E0,-3.409343243E0,-6.751648784E-1
2.183231416E0,1.132457376E0,-4.699818134E0,-1.041477680E0
2.193231416E0,1.053448796E0,-5.849334240E0,-7.422025204E-1
2.203231416E0,1.434126854E0,-7.501333237E0,-1.436521020E-2
2.213231416E0,1.690306425E0,-8.686463356E0,6.009446383E-1
2.223231416E0,1.884236693E0,-9.850045204E0,1.453280449E0
2.233231416E0,1.261744261E0,-1.000088024E1,1.829170108E0
2.243231416E0,-1.082179189E0,-8.858845711E0,2.130839586E0
2.253231416E0,-2.966415882E0,-7.314585686E0,1.450886250E0
2.263231416E0,-4.378994942E0,-6.950666904E0,1.845929503E0
2.273231416E0,-5.976226807E0,-7.530063629E0,2.645592928E0
2.283231649E0,-8.748712540E0,-8.176498413E0,1.762132406E0
2.293231649E0,-9.538799286E0,-8.554781914E0,2.817975283E0
2.303231649E0,-6.409577370E0,-1.110939503E1,7.017704487E0
2.313231649E0,-3.687070608E0,-1.326657104E1,7.903559208E0
2.323231649E0,-4.141969085E-1,-1.459535313E1,7.723993778E0
2.333231415E0,1.551442742E0,-1.468393803E1,6.263530731E0
2.343231415E0,2.006340981E0,-1.316601467E1,3.840299606E0
2.353231415E0,3.615244627E0,-1.230649567E1,2.449268341E0
2.363231415E0,2.937685490E0,-1.292180538E1,9.313444495E-1
2.373231415E0,-1.101332754E-1,-1.516786671E1,6.488286853E-1
2.383231415E0,-1.292868853E-1,-2.157714462E1,-2.889801502E0
2.393231415E0,1.455674648E0,-2.279579353E1,-5.849334240E0
2.403231415E0,2.073378563E0,-1.877353477E1,-5.566818237E0
2.413231415E0,2.116474390E0,-1.163851357E1,-2.609679937E0
2.423231415E0,2.576161146E0,-6.967426300E0,-1.924938202E0
2.433231415E0,3.387795448E0,-5.059247494E0,-1.936909199E0
2.443231415E0,2.638410330E0,-4.125209332E0,-1.367089152E0
2.453231415E0,1.168370485E0,-4.982633114E0,1.675941236E-2
2.463231415E0,-3.064578176E-1,-7.599495411E0,1.613691926E0
2.473231415E0,-1.163581967E0,-1.029297256E1,2.643198729E0
2.483231415E0,-1.845929503E0,-1.358021164E1,3.852270603E0
2.493231415E0,-1.144428372E0,-1.614948845E1,5.940313816E0
2.503231415E0,3.543418646E-1,-1.712392998E1,7.417536259E0
2.513231415E0,6.751648784E-1,-1.547432423E1,4.824316502E0
2.523231415E0,2.576161146E0,-1.267999172E1,1.036689281E0
2.533231648E0,2.700659513E0,-1.091785908E1,-1.369483352E0
2.543231648E0,1.024718285E0,-7.891588211E0,-2.020706177E0
2.553231648E0,2.633621916E-2,-5.650615215E0,5.746084079E-2
2.563231648E0,-1.122880578E0,-1.697489023E0,1.659181833E0
2.573231648E0,-2.102109194E0,-1.316810995E-1,3.167528868E0
2.583231414E0,-2.109291792E0,1.699883193E-1,2.614468336E0
2.593231414E0,-3.064578176E-1,-1.951274395E0,1.802833915E0
2.603231414E0,1.472434044E0,-4.922778130E0,-1.915361360E-2
2.613231414E0,2.372653961E0,-6.919542313E0,-9.648633003E-1
2.623231414E0,2.829946518E0,-9.450213432E0,-2.394201756E0
2.633231414E0,2.470816135E0,-1.108305931E1,-2.066195965E0
2.643231647E0,3.160346150E-1,-1.172709942E1,-9.816226959E-1
2.653231647E0,2.896983922E-1,-1.196173096E1,-8.906430602E-1
2.663231647E0,1.046266198E0,-1.275899982E1,-3.280056417E-1
2.673231647E0,4.525041282E-1,-1.304630470E1,7.206547260E-1
2.683231647E0,-9.050082564E-1,-1.296011353E1,7.517793179E-1
2.693231647E0,-1.656787634E0,-1.267280865E1,1.323993564E0
2.703231647E0,-2.573766708E0,-1.130093098E1,2.724601507E0
2.713231647E0,-3.356670856E0,-9.589076996E0,3.622427225E0
2.723231647E0,-3.878606796E0,-6.366481781E0,5.126285076E0
2.733231647E0,-3.931279182E0,-4.082113743E0,5.269937038E0
2.743231647E0,-3.778050184E0,-2.564189911E0,5.384859085E0
2.753231880E0,-3.840299606E0,-2.882618904E0,4.206612587E0
2.763231880E0,-3.722983599E0,-5.746383190E0,4.072536945E0
2.773231880E0,-4.546588898E0,-8.487744331E0,1.692700624E0
2.783232113E0,-6.000168800E0,-9.900322914E0,7.302315235E-1
2.793232113E0,-5.830180645E0,-1.126023006E1,8.858546019E-1
2.803232113E0,-6.189310551E0,-1.230410194E1,1.470039845E0
2.813232113E0,-5.590760231E0,-1.205031681E1,2.372653961E0
2.823232113E0,-4.053383350E0,-1.102320385E1,3.098097086E0
2.833231879E0,-3.244143248E0,-9.201216698E0,2.985569477E0
2.843231879E0,-2.655169725E0,-7.146991253E0,2.604891539E0
2.853231879E0,-1.199495077E0,-5.480627060E0,2.219424963E0
2.863232112E0,4.405331016E-1,-5.633855820E0,-2.513911724E-1
2.873232112E0,1.012747288E0,-6.419154167E0,-1.845929503E0
2.883232112E0,1.953668594E0,-8.391976357E0,-2.595314741E0
2.893232112E0,1.872265697E0,-1.084603310E1,-2.334346771E0
2.903232112E0,1.537077546E0,-1.366640282E1,-1.295263171E0
2.913232112E0,1.067813993E0,-1.572332096E1,3.830722719E-2
2.923232112E0,-5.746084079E-2,-1.911351013E1,1.733402014E0
2.933232112E0,-6.536170840E-1,-2.093549728E1,1.994369984E0
2.943231878E0,-5.746084079E-2,-2.315971184E1,3.088520169E-1
2.953231878E0,2.226607651E-1,-2.386600113E1,-2.540247917E0
2.963231878E0,-3.088520169E-1,-2.113182259E1,-6.859687328E0
2.973231911E0,-1.845929503E0,-1.756446266E1,-6.364087582E0
2.983231911E0,-1.127668977E0,-1.409257030E1,-8.360851288E0
2.993231911E0,-2.080561161E0,-1.140148735E1,-7.120655060E0
3.003231911E0,-4.367023945E0,-8.751106262E0,-6.342539787E0
3.013231911E0,-7.209240437E0,-6.323386192E0,-2.705447912E0
