"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.500145835E-2,-1.411789754E-1,-1.191039354E1,1.342957501E0
2.497745835E-2,-1.731213790E0,-6.601213526E0,1.464897090E0
3.495345835E-2,-1.340258134E0,1.537928229E0,-2.727100450E-1
4.492945835E-2,-1.007783113E0,3.684845138E0,-1.128988584E0
5.490545835E-2,-9.687055859E-1,3.695009937E0,-1.150740227E0
6.488145835E-2,-7.435322347E-1,4.674326173E0,1.529421115E-1
7.485745836E-2,-7.680671516E-1,4.866476204E0,4.849668968E-1
8.483245835E-2,-6.618922403E-1,1.570973184E0,3.103096882E0
9.480845835E-2,-4.426120055E-1,1.807411780E0,1.100655901E0
1.047844584E-1,-4.652825376E-1,1.798162655E0,1.106861551E0
1.147604584E-1,-2.556089857E-1,-1.529029936E0,2.176661110E-1
1.247364584E-1,-4.898870364E-1,-1.692835590E0,1.596921372E-1
1.347124584E-1,-5.539155096E-1,-1.736424828E0,1.543349183E-1
1.446884584E-1,-5.015683115E-1,-8.606341302E-2,9.503210628E-1
1.546644584E-1,-5.801391023E-1,-1.245339990E-1,9.684918702E-1
1.646394584E-1,-2.371423092E-1,-4.609991598E-1,-1.048506339E0
1.746154584E-1,6.177115560E-2,-1.476262908E0,-1.284053820E0
1.845914584E-1,2.384231418E-1,-2.580024850E0,-8.182593584E-3
1.945674584E-1,2.868752173E-1,-4.764307221E0,1.876127089E0
2.045434584E-1,2.652273631E-1,-4.785070683E0,1.868289481E0
2.145194584E-1,-3.276689020E-1,-4.135385967E0,1.169807997E0
2.244954584E-1,-5.208442426E-1,-2.310980424E0,2.456953239E-1
2.344714584E-1,-6.778604016E-1,-4.013304875E0,-1.164499894E0
2.444474584E-1,-3.363353527E-1,-7.281045316E0,-1.042212980E0
2.544221667E-1,-2.826810095E-1,-7.263692535E0,-1.069198465E0
2.643981667E-1,8.383451289E-1,-5.823003502E0,2.883957857E-1
2.743741667E-1,1.528546956E-1,-1.758056018E0,4.589093649E-1
2.843501667E-1,-7.780422091E-2,-1.036942300E0,1.070827500E0
2.943261667E-1,1.166899592E-1,1.402550569E0,1.366775549E0
3.043021667E-1,1.608402380E-1,1.405467744E0,1.332017945E0
3.142781667E-1,2.683755040E-2,1.777456495E0,-7.830637980E-1
3.242541667E-1,-3.858785185E-1,1.336703904E0,-1.631110042E0
3.342301667E-1,-8.836212891E-1,1.360793263E0,-1.665498687E0
3.442051667E-1,-1.459525838E0,1.936334115E0,-1.187432089E0
3.541811667E-1,-1.410218022E0,1.929891068E0,-1.235232493E0
3.641571667E-1,-1.093038441E0,4.859188235E-1,2.831385541E-1
3.741331667E-1,-3.524134415E-1,-8.810613781E-1,1.053512725E0
