"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.462172000E-3,-1.520749927E-1,1.809500009E-1,1.443750039E-2
1.954702600E-2,-1.700875014E-1,1.681624949E-1,1.017499994E-2
2.962893200E-2,-1.945624948E-1,1.618375033E-1,5.499999970E-4
3.971375800E-2,-2.232999951E-1,1.607374996E-1,-1.539999992E-2
4.979848000E-2,-2.371875048E-1,1.735250056E-1,-3.781250119E-2
5.988307600E-2,-2.340250015E-1,2.085874975E-1,-4.949999973E-2
6.996793600E-2,-2.138125002E-1,2.320999950E-1,-5.046249926E-2
8.005264300E-2,-1.786125004E-1,2.639999986E-1,-4.413750023E-2
9.013749400E-2,-1.339250058E-1,2.895750105E-1,-2.392499894E-2
1.002221160E-1,-9.239999950E-2,2.873750031E-1,-1.223750040E-2
1.103068210E-1,-6.159999967E-2,2.617999911E-1,-6.874999963E-3
1.203916720E-1,-3.712499887E-2,2.384250015E-1,1.649999991E-3
1.304763850E-1,-1.264999993E-2,2.224749923E-1,4.812499974E-3
1.405610000E-1,1.237499993E-3,2.161500007E-1,4.812499974E-3
1.506458450E-1,1.237499993E-3,2.320999950E-1,-1.512499992E-3
1.607305300E-1,2.337499987E-3,2.287999988E-1,-6.874999963E-3
1.708151450E-1,2.144999988E-2,1.777874976E-1,-1.649999991E-2
1.809000620E-1,2.254999988E-2,1.618375033E-1,-3.987500072E-2
1.909846690E-1,2.337499987E-3,1.766874939E-1,-6.971249729E-2
2.010695130E-1,-1.691249944E-2,1.916749924E-1,-9.844999760E-2
2.111541070E-1,-2.859999985E-2,2.065249979E-1,-1.197625026E-1
2.212388160E-1,-3.602499887E-2,2.224749923E-1,-1.292500049E-1
2.313236430E-1,-3.602499887E-2,2.256374955E-1,-1.186624989E-1
2.414082700E-1,-3.712499887E-2,1.948374957E-1,-9.308750182E-2
2.514929460E-1,-4.564999789E-2,1.319999993E-1,-6.228749827E-2
2.615778020E-1,-5.417500064E-2,3.629999980E-2,-2.282499894E-2
2.716624820E-1,-5.197500065E-2,-8.827500045E-2,2.502499893E-2
2.817470740E-1,-4.138749838E-2,-2.085874975E-1,6.861250103E-2
2.918319130E-1,-3.066249937E-2,-3.011249900E-1,1.016125008E-1
3.019165150E-1,-2.433750033E-2,-3.554374874E-1,1.197625026E-1
3.120012010E-1,-7.287499961E-3,-3.756499887E-1,1.208624989E-1
3.220860470E-1,2.034999989E-2,-3.596999943E-1,1.049124971E-1
3.321706640E-1,5.555000156E-2,-3.233999908E-1,7.507500052E-2
3.422553500E-1,1.044999957E-1,-2.649624944E-1,4.317500070E-2
3.523401960E-1,1.566125005E-1,-1.872749925E-1,1.443750039E-2
3.624248290E-1,1.916749924E-1,-1.233374998E-1,-5.774999969E-3
3.725095280E-1,2.055625021E-1,-1.095874980E-1,-2.186249942E-2
3.825941510E-1,1.991000026E-1,-1.489125043E-1,-3.877500072E-2
3.926790090E-1,1.885125041E-1,-2.095499933E-1,-4.303750023E-2
4.027639270E-1,1.810874939E-1,-2.820124924E-1,-3.877500072E-2
4.128485590E-1,1.864500046E-1,-3.511750102E-1,-1.966249943E-2
4.229331840E-1,2.055625021E-1,-4.096125066E-1,1.649999991E-3
4.330178130E-1,2.353999913E-1,-4.585624933E-1,1.869999990E-2
4.431027530E-1,2.641375065E-1,-4.991250038E-1,2.928750031E-2
4.531874530E-1,2.800875008E-1,-5.373499990E-1,3.561250120E-2
4.632720820E-1,2.810499966E-1,-5.831375122E-1,4.207500070E-2
4.733569020E-1,2.767874897E-1,-6.352499723E-1,4.633750021E-2
4.834415150E-1,2.513499856E-1,-6.863999963E-1,4.097500071E-2
4.935262050E-1,1.864500046E-1,-7.203624845E-1,2.722499892E-2
5.036110510E-1,1.065625027E-1,-7.160999775E-1,4.812499974E-3
5.136956890E-1,3.203750029E-2,-6.639875174E-1,-2.392499894E-2
5.237803890E-1,-2.323750034E-2,-5.757125020E-1,-5.472499877E-2
5.338650060E-1,-6.476250291E-2,-4.830375016E-1,-9.955000132E-2
5.439498460E-1,-9.666249901E-2,-4.192374945E-1,-1.451999992E-1
5.540344630E-1,-1.031249985E-1,-3.873375058E-1,-1.750375032E-1
5.641191340E-1,-7.328750193E-2,-3.649249971E-1,-1.782000065E-1
5.742039810E-1,-2.433750033E-2,-3.096500039E-1,-1.750375032E-1
5.842885980E-1,1.718750037E-2,-2.052875012E-1,-1.835625023E-1
5.943732980E-1,4.798749834E-2,-9.143749624E-2,-2.006125003E-1
6.044578920E-1,7.672499865E-2,-9.624999948E-4,-2.165624946E-1
6.145427260E-1,9.597499669E-2,4.578749835E-2,-2.208250016E-1
6.246273240E-1,9.171249717E-2,4.468749836E-2,-2.143625021E-1
6.347120150E-1,5.651250109E-2,2.241249941E-2,-2.069374919E-1
6.447968610E-1,1.072499994E-2,3.299999982E-3,-2.048749924E-1
6.548814780E-1,-4.028749838E-2,1.388750039E-2,-2.100999951E-1
6.649661690E-1,-9.556250274E-2,5.541250110E-2,-2.176624984E-1
6.750510150E-1,-1.446499974E-1,1.011999995E-1,-1.941500008E-1
6.851356080E-1,-1.913999915E-1,1.214125007E-1,-1.324124932E-1
6.952201990E-1,-2.275625020E-1,9.790000319E-2,-6.861250103E-2
7.053048930E-1,-2.360875010E-1,4.372499883E-2,-1.759999990E-2
7.153897340E-1,-2.223374993E-1,-4.262499977E-3,2.186249942E-2
7.254743610E-1,-1.988250017E-1,-4.895000160E-2,4.317500070E-2
7.355590620E-1,-1.615625024E-1,-9.363749623E-2,4.207500070E-2
7.456436790E-1,-1.159124970E-1,-1.084875017E-1,2.186249942E-2
7.557284940E-1,-6.366249919E-2,-1.064250022E-1,-1.512499992E-3
7.658131690E-1,-3.024999984E-3,-1.190750003E-1,-1.649999991E-2
7.758977940E-1,5.224999785E-2,-1.287000030E-1,-2.392499894E-2
7.859824280E-1,1.033999994E-1,-7.864999771E-2,-2.598750032E-2
7.960672730E-1,2.055625021E-1,1.511124969E-1,-3.355000168E-2
8.061519720E-1,3.257375062E-1,4.214375019E-1,-5.046249926E-2
8.162365870E-1,3.375625014E-1,4.555374980E-1,-3.987500072E-2
8.263212030E-1,3.088249862E-1,3.852750063E-1,-5.774999969E-3
8.364060420E-1,3.023625016E-1,3.565374911E-1,1.539999992E-2
8.464907310E-1,3.140499890E-1,3.810124993E-1,5.912499968E-3
8.565753470E-1,3.140499890E-1,3.937999904E-1,-5.499999970E-4
8.666602780E-1,2.800875008E-1,3.522749841E-1,1.443750039E-2
8.767448180E-1,2.343000025E-1,3.214749992E-1,1.966249943E-2
8.868295040E-1,1.874125004E-1,3.352249861E-1,1.443750039E-2
8.969141210E-1,1.384624988E-1,3.140499890E-1,1.759999990E-2
9.069987450E-1,9.267500043E-2,2.660624981E-1,-4.812499974E-3
9.170835760E-1,4.166249931E-2,2.703250051E-1,-5.898749828E-2
9.271682070E-1,-2.007500082E-2,3.257375062E-1,-1.175625026E-1
9.372528980E-1,-7.535000145E-2,3.874749839E-1,-1.676124930E-1
9.473375160E-1,-1.105500013E-1,3.895374835E-1,-1.931875050E-1
9.574223590E-1,-9.776250273E-2,3.735874891E-1,-1.995124966E-1
9.675070440E-1,-4.771250114E-2,3.778499961E-1,-1.867250055E-1
9.775916600E-1,1.072499994E-2,3.650625050E-1,-1.516624987E-1
9.876762560E-1,6.723749638E-2,2.799499929E-1,-1.005124971E-1
9.977608760E-1,1.150875017E-1,1.331000030E-1,-5.802499875E-2
1.007845730E0,1.416250020E-1,-4.468749836E-2,-3.135000169E-2
1.017930433E0,1.469874978E-1,-2.404875010E-1,-1.759999990E-2
1.028015048E0,1.352999955E-1,-4.437125027E-1,-2.076249942E-2
1.038099660E0,1.044999957E-1,-6.406124830E-1,-4.303750023E-2
1.048184504E0,4.482499883E-2,-8.215624690E-1,-8.030000329E-2
1.058269111E0,-2.639999986E-2,-9.652500153E-1,-1.271875054E-1
1.068353797E0,-1.073874980E-1,-1.022587538E0,-1.729750037E-1
1.078438414E0,-1.743499935E-1,-9.949499965E-1,-2.143625021E-1
1.088523035E0,-2.116124928E-1,-8.842625022E-1,-2.154625058E-1
1.098607865E0,-2.073500007E-1,-7.576249838E-1,-1.782000065E-1
1.108692467E0,-1.743499935E-1,-6.204000115E-1,-1.240250021E-1
1.118777158E0,-1.595000029E-1,-4.778124988E-1,-8.346249908E-2
1.128861771E0,-1.626625061E-1,-3.383874893E-1,-5.472499877E-2
1.138946385E0,-1.626625061E-1,-2.415875047E-1,-3.024999984E-2
1.149031230E0,-1.487749964E-1,-1.639000028E-1,-4.812499974E-3
1.159115944E0,-1.222374961E-1,-1.031249985E-1,2.296249941E-2
1.169200587E0,-8.923749626E-2,-7.768750191E-2,4.839999974E-2
1.179285213E0,-5.733750015E-2,-4.895000160E-2,5.802499875E-2
1.189370062E0,-3.286249936E-2,-4.262499977E-3,5.912499875E-2
1.199454664E0,-1.897500083E-2,5.224999785E-2,5.582499877E-2
1.209539290E0,-2.323750034E-2,1.043625027E-1,4.097500071E-2
1.219623980E0,-4.564999789E-2,1.490499973E-1,1.966249943E-2
1.229708611E0,-7.012499869E-2,1.874125004E-1,1.649999991E-3
1.239793227E0,-7.328750193E-2,2.161500007E-1,-1.223750040E-2
1.249878081E0,-5.733750015E-2,2.150499970E-1,-1.966249943E-2
1.259962698E0,-3.066249937E-2,1.894749999E-1,-1.759999990E-2
1.270047393E0,-1.924999990E-3,1.331000030E-1,-1.333750039E-2
1.280131938E0,2.997500077E-2,5.004999787E-2,-1.223750040E-2
1.290216629E0,5.871250108E-2,-4.248749837E-2,-1.003750041E-2
1.300301256E0,7.672499865E-2,-1.329624951E-1,-1.429999992E-2
1.310386100E0,7.466249913E-2,-2.043250054E-1,-2.392499894E-2
1.320470723E0,4.908749834E-2,-2.330625057E-1,-3.451250121E-2
1.330555403E0,2.337499987E-3,-2.032250017E-1,-4.303750023E-2
1.340640001E0,-5.087500066E-2,-1.329624951E-1,-4.523750022E-2
1.350724602E0,-8.717499673E-2,-5.843750015E-2,-4.207500070E-2
1.360809446E0,-9.033749998E-2,-1.374999993E-2,-3.244999796E-2
1.370894058E0,-6.586249918E-2,-3.162499983E-3,-1.856249943E-2
1.380978689E0,-5.417500064E-2,-2.969999984E-2,1.759999990E-2
1.391063360E0,-4.455000162E-2,-4.991250113E-2,4.949999973E-2
1.401147967E0,-2.543750033E-2,-5.321250111E-2,7.823749632E-2
1.411232578E0,4.399999976E-3,-6.379999965E-2,1.069749966E-1
1.421317432E0,4.276249930E-2,-6.806249917E-2,1.282874942E-1
1.431402034E0,7.782500237E-2,-5.953750014E-2,1.282874942E-1
1.441486650E0,1.002374962E-1,-3.726249933E-2,1.027124971E-1
1.451571285E0,1.044999957E-1,-5.224999972E-3,6.228749827E-2
1.461655991E0,9.487500042E-2,2.667500079E-2,1.966249943E-2
1.471740603E0,7.782500237E-2,6.503749639E-2,-2.076249942E-2
1.481825218E0,5.018749833E-2,1.234750003E-1,-5.266249925E-2
1.491909834E0,1.608750038E-2,1.991000026E-1,-8.249999583E-2
1.501994659E0,-3.024999984E-3,2.927374840E-1,-1.058750004E-1
1.512079276E0,1.237499993E-3,3.959999979E-1,-1.175625026E-1
1.522163971E0,2.144999988E-2,4.800125062E-1,-1.218250021E-1
1.532248521E0,4.592499882E-2,5.193374753E-1,-1.155000031E-1
1.542333207E0,6.929999590E-2,5.417500138E-1,-1.016125008E-1
1.552417834E0,9.377499670E-2,5.449125171E-1,-8.772499859E-2
1.562502668E0,1.128875017E-1,5.246999860E-1,-7.493750006E-2
1.572587291E0,1.097249985E-1,4.746499956E-1,-6.008749828E-2
1.582671915E0,9.377499670E-2,4.171749949E-1,-4.949999973E-2
1.592756605E0,7.466249913E-2,3.672625124E-1,-4.633750021E-2
1.602841228E0,5.224999785E-2,3.192749918E-1,-4.413750023E-2
1.612925858E0,2.997500077E-2,2.884750068E-1,-4.303750023E-2
1.623010458E0,1.828750037E-2,2.884750068E-1,-3.781250119E-2
1.633095055E0,1.924999990E-2,2.947999835E-1,-2.818750031E-2
1.643179889E0,2.777500078E-2,2.734875083E-1,-2.076249942E-2
1.653264521E0,3.946249932E-2,2.267374992E-1,-7.974999957E-3
1.663348906E0,5.018749833E-2,1.575749964E-1,1.017499994E-2
1.673433754E0,5.555000156E-2,6.819999963E-2,2.296249941E-2
1.683518372E0,5.128749833E-2,-3.726249933E-2,3.355000168E-2
1.693602982E0,3.739999980E-2,-1.468500048E-1,4.097500071E-2
1.703687668E0,2.254999988E-2,-2.490125000E-1,4.413750023E-2
1.713772276E0,1.402499992E-2,-3.500750065E-1,4.207500070E-2
1.723856891E0,7.562499959E-3,-4.416500032E-1,3.891250119E-2
1.733941517E0,-9.624999948E-4,-5.193374753E-1,4.207500070E-2
1.744026132E0,-1.471249945E-2,-5.735124946E-1,4.839999974E-2
1.754110985E0,-2.639999986E-2,-6.087124944E-1,5.692499876E-2
1.764195617E0,-2.969999984E-2,-6.300249696E-1,7.397499681E-2
