"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.462172000E-3,1.075049996E0,-9.889050484E0,-4.450500309E-1
1.954702600E-2,9.769500494E-1,-9.825000763E0,-4.759500325E-1
2.962893200E-2,8.959500194E-1,-9.774000168E0,-4.069500268E-1
3.971375800E-2,9.799500704E-1,-9.460950851E0,-2.539499998E-1
4.979848000E-2,8.740500212E-1,-9.307050705E0,-6.900000572E-2
5.988307600E-2,6.610500216E-1,-9.268950462E0,1.000500023E-1
6.996793600E-2,5.200500488E-1,-9.268950462E0,2.269500047E-1
8.005264300E-2,5.080500245E-1,-9.336000443E0,3.100500107E-1
9.013749400E-2,6.949500442E-1,-9.331050873E0,2.290500104E-1
1.002221160E-1,9.319500327E-1,-9.315000534E0,2.119500041E-1
1.103068210E-1,1.075049996E0,-9.327000618E0,3.970500231E-1
1.203916720E-1,1.221000075E0,-9.375000000E0,5.260500312E-1
1.304763850E-1,1.366950035E0,-9.448950768E0,4.849500358E-1
1.405610000E-1,1.405950069E0,-9.556050301E0,3.030000031E-1
1.506458450E-1,1.426950097E0,-9.600000381E0,9.000000358E-2
1.607305300E-1,1.843950033E0,-9.442049980E0,-8.400000632E-2
1.708151450E-1,2.078999996E0,-9.504000664E0,-2.850000262E-1
1.809000620E-1,1.983000040E0,-9.681000710E0,-3.690000176E-1
1.909846690E-1,1.876950145E0,-9.655050278E0,-3.060000241E-1
2.010695130E-1,1.822050095E0,-9.580050468E0,-1.720500141E-1
2.111541070E-1,1.639950037E0,-9.588000298E0,-6.705000252E-2
2.212388160E-1,1.411050081E0,-9.714000702E0,5.700000376E-2
2.313236430E-1,1.249950051E0,-9.901050568E0,7.800000161E-2
2.414082700E-1,1.164000034E0,-1.009800053E1,8.295000345E-2
2.514929460E-1,1.111050010E0,-1.025595093E1,1.950000077E-1
2.615778020E-1,1.135050058E0,-1.032705021E1,3.199500144E-1
2.716624820E-1,1.221000075E0,-1.025805092E1,3.460500240E-1
2.817470740E-1,1.411050081E0,-1.016205025E1,2.310000062E-1
2.918319130E-1,1.651950121E0,-1.004505062E1,4.695000127E-2
3.019165150E-1,1.956000090E0,-9.813000679E0,-4.800000042E-2
3.120012010E-1,2.239050150E0,-9.529950142E0,-1.319999993E-1
3.220860470E-1,2.425950050E0,-9.264000893E0,-1.990500093E-1
3.321706640E-1,2.461950064E0,-9.103950500E0,-2.779500186E-1
3.422553500E-1,2.442000151E0,-8.962950706E0,-3.450000286E-1
3.523401960E-1,2.349000216E0,-8.910000801E0,-4.360500276E-1
3.624248290E-1,2.275050163E0,-8.875950813E0,-4.909500182E-1
3.725095280E-1,2.260050058E0,-8.926950455E0,-5.050500035E-1
3.825941510E-1,2.131050110E0,-8.986950874E0,-4.789500237E-1
3.926790090E-1,1.992000103E0,-9.067950249E0,-3.469500244E-1
4.027639270E-1,1.827000141E0,-9.114000320E0,-1.270500124E-1
4.128485590E-1,1.753050089E0,-9.114000320E0,1.380000114E-1
4.229331840E-1,1.747950077E0,-9.085050583E0,4.660500288E-1
4.330178130E-1,1.827000141E0,-9.018000603E0,6.120000482E-1
4.431027530E-1,1.987950087E0,-9.019950867E0,5.710500479E-1
4.531874530E-1,2.193000078E0,-9.106050491E0,4.780500233E-1
4.632720820E-1,2.440050125E0,-9.208950043E0,3.559500277E-1
4.733569020E-1,2.826000214E0,-9.315000534E0,1.159500033E-1
4.834415150E-1,3.082050085E0,-9.415050507E0,-2.899500132E-1
4.935262050E-1,3.199050188E0,-9.547050476E0,-6.730500460E-1
5.036110510E-1,3.091050148E0,-9.714000702E0,-9.340500236E-1
5.136956890E-1,2.749050140E0,-9.868050575E0,-1.072050095E0
5.237803890E-1,2.329950094E0,-1.005705070E1,-1.111050010E0
5.338650060E-1,1.900950074E0,-1.011900043E1,-1.057950020E0
5.439498460E-1,1.474950075E0,-1.008795071E1,-7.110000253E-1
5.540344630E-1,1.047000051E0,-9.940050125E0,-2.970000207E-1
5.641191340E-1,8.410500288E-1,-9.801000595E0,-1.240500063E-1
5.742039810E-1,9.220500588E-1,-9.667050362E0,-2.230500132E-1
5.842885980E-1,1.055999994E0,-9.580050468E0,-3.660000265E-1
5.943732980E-1,1.212000012E0,-9.631050110E0,-4.399500191E-1
6.044578920E-1,1.381950021E0,-9.709950447E0,-5.980500579E-1
6.145427260E-1,1.588050127E0,-9.742950439E0,-8.830500245E-1
6.246273240E-1,1.920000076E0,-9.858000755E0,-1.216050029E0
6.347120150E-1,2.232000113E0,-1.009800053E1,-1.456050038E0
6.447968610E-1,2.347050190E0,-1.041795063E1,-1.618050098E0
6.548814780E-1,2.232000113E0,-1.073895073E1,-1.752000093E0
6.649661690E-1,1.798050046E0,-1.087800026E1,-1.780950069E0
6.750510150E-1,1.252050042E0,-1.072200012E1,-1.788000107E0
6.851356080E-1,9.769500494E-1,-1.039395046E1,-1.602000117E0
6.952201990E-1,9.580500722E-1,-1.000695038E1,-1.104000092E0
7.053048930E-1,9.529500604E-1,-9.588000298E0,-4.669500291E-1
7.153897340E-1,9.120000601E-1,-9.135000229E0,3.299999982E-2
7.254743610E-1,1.093950033E0,-8.734950066E0,4.540500343E-1
7.355590620E-1,1.330950022E0,-8.589000702E0,6.739500165E-1
7.456436790E-1,1.321950078E0,-8.671050072E0,6.840000153E-1
7.557284940E-1,1.225950003E0,-8.805000305E0,8.299500346E-1
7.658131690E-1,1.197000027E0,-8.934000015E0,9.690000415E-1
7.758977940E-1,1.175999999E0,-9.091950417E0,9.430500269E-1
7.859824280E-1,1.545000076E0,-9.324000359E0,1.387950063E0
7.960672730E-1,2.158050060E0,-9.460950851E0,1.891050100E0
8.061519720E-1,1.743000031E0,-9.688050270E0,9.349500537E-1
8.162365870E-1,1.417950034E0,-1.026300049E1,3.850500286E-1
8.263212030E-1,1.734000087E0,-1.067505074E1,4.660500288E-1
8.364060420E-1,2.111999989E0,-1.047795010E1,5.590500236E-1
8.464907310E-1,1.975950122E0,-1.003095055E1,4.009500146E-1
8.565753470E-1,1.633050084E0,-1.026300049E1,2.505000122E-2
8.666602780E-1,1.603950024E0,-1.039200020E1,-5.295000225E-2
8.767448180E-1,1.657050133E0,-1.024605083E1,-4.500000179E-2
8.868295040E-1,1.233000040E0,-1.004505062E1,-1.530000120E-1
8.969141210E-1,1.260000110E0,-9.784050941E0,-2.419500053E-1
9.069987450E-1,2.088000059E0,-9.331050873E0,-2.899500132E-1
9.170835760E-1,2.899950027E0,-9.058050156E0,-3.730500042E-1
9.271682070E-1,3.216000080E0,-8.970000267E0,-2.370000184E-1
9.372528980E-1,2.826000214E0,-8.970000267E0,-1.990500093E-1
9.473375160E-1,2.620050192E0,-9.051000595E0,3.299999982E-2
9.574223590E-1,2.623950243E0,-9.135000229E0,2.959500253E-1
9.675070440E-1,2.419050217E0,-9.124950409E0,5.569500327E-1
9.775916600E-1,2.055000067E0,-9.135000229E0,7.369500399E-1
9.876762560E-1,2.019000053E0,-9.207000732E0,8.230500221E-1
9.977608760E-1,2.107050180E0,-9.208950043E0,7.369500399E-1
1.007845730E0,2.007000208E0,-9.220950127E0,6.930000186E-1
1.017930433E0,1.947000146E0,-9.243000031E0,8.320500255E-1
1.028015048E0,2.047049999E0,-9.355050087E0,8.370000124E-1
1.038099660E0,2.356050014E0,-9.520950317E0,6.070500016E-1
1.048184504E0,2.647950172E0,-9.661950111E0,3.420000076E-1
1.058269111E0,2.593050241E0,-9.406050682E0,6.105000153E-2
1.068353797E0,2.497950077E0,-9.264000893E0,-4.995000362E-2
1.078438414E0,2.146050215E0,-9.504000664E0,-1.319999993E-1
1.088523035E0,1.794000030E0,-9.724050522E0,-1.319999993E-1
1.098607865E0,1.636050105E0,-9.975000381E0,-6.000000238E-2
1.108692467E0,1.624050021E0,-1.022700024E1,-2.419500053E-1
1.118777158E0,1.557000041E0,-1.042800045E1,-3.490500152E-1
1.128861771E0,1.426950097E0,-1.051395035E1,-2.320500165E-1
1.138946385E0,1.330950022E0,-1.041105080E1,-4.500000179E-2
1.149031230E0,1.272000074E0,-1.004505062E1,1.669500023E-1
1.159115944E0,1.308000088E0,-9.505950928E0,2.740500271E-1
1.169200587E0,1.450950027E0,-9.030000687E0,2.119500041E-1
1.179285213E0,1.621050119E0,-8.853000641E0,4.050000105E-3
1.189370062E0,1.686000109E0,-8.841000557E0,-3.019500077E-1
1.199454664E0,1.920000076E0,-8.947950363E0,-5.629500151E-1
1.209539290E0,2.062050104E0,-9.090000153E0,-8.020500541E-1
1.219623980E0,2.124000072E0,-9.219000816E0,-8.670000434E-1
1.229708611E0,2.149950027E0,-9.346050262E0,-6.679500341E-1
1.239793227E0,2.104950190E0,-9.424950600E0,-3.210000098E-1
1.249878081E0,2.076000214E0,-9.372000694E0,-5.505000427E-2
1.259962698E0,2.100000143E0,-9.228000641E0,1.380000114E-1
1.270047393E0,2.164950132E0,-9.063000679E0,3.490500152E-1
1.280131938E0,2.172000170E0,-8.967000008E0,3.919500113E-1
1.290216629E0,2.292000055E0,-9.007950783E0,1.980000138E-1
1.300301256E0,2.466000080E0,-9.157050133E0,-1.170000061E-1
1.310386100E0,2.668050051E0,-9.391050339E0,-4.759500325E-1
1.320470723E0,2.775000095E0,-9.685950279E0,-8.569500446E-1
