"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.602995832E-2,-9.815005660E-1,-3.439319432E-1,7.245311737E-1
2.606695832E-2,-1.227800369E0,-1.013911009E0,5.798575878E-1
3.610395832E-2,-1.401278257E0,-1.778718710E0,3.909795880E-1
4.614095832E-2,-1.213026285E0,-1.662544250E0,1.211853921E-1
5.617795832E-2,-5.694018602E-1,-4.974398315E-1,-2.045608461E-1
6.621395831E-2,-9.761381149E-2,9.936403632E-1,-4.329620600E-1
7.625095831E-2,1.434289515E-1,2.237963915E0,-7.712927461E-1
8.628795831E-2,2.420945466E-1,1.972482324E0,-1.021455169E0
9.632495831E-2,3.650032282E-1,1.539248824E0,-1.080032945E0
1.063619583E-1,5.663834810E-1,1.449647307E0,-1.038655639E0
1.163989583E-1,6.111614704E-1,1.636470675E0,-9.116982818E-1
1.264349583E-1,4.814003110E-1,1.898964882E0,-7.119923830E-1
1.364719583E-1,2.793061435E-1,2.085155725E0,-4.736481905E-1
1.465089583E-1,5.085327849E-2,2.118936539E0,-2.050172687E-1
1.565459583E-1,-1.682780534E-1,1.987925291E0,5.631668866E-2
1.665829583E-1,-3.647429347E-1,1.710031033E0,2.787425518E-1
1.766199583E-1,-5.343568325E-1,1.349943519E0,4.887361825E-1
1.866559583E-1,-6.626207829E-1,9.720998406E-1,6.921044588E-1
1.966929583E-1,-7.615846395E-1,5.748698711E-1,8.689546585E-1
2.067299583E-1,-8.506194353E-1,1.896350682E-1,1.023274779E0
2.167669583E-1,-9.409660697E-1,-8.612731844E-2,1.157404184E0
2.268039583E-1,-1.039805293E0,-2.426934987E-1,1.247718096E0
2.368409583E-1,-1.177732587E0,-2.989389896E-1,1.275941849E0
2.468779583E-1,-1.556156278E0,-1.698904485E-2,1.187271595E0
2.569139584E-1,-2.538836718E0,8.652846813E-1,8.089716434E-1
2.669509584E-1,-3.355995417E0,1.626358509E0,4.027591944E-1
2.769879584E-1,-3.618806362E0,1.705195904E0,1.929764003E-1
2.870249584E-1,-3.514288425E0,1.187408686E0,2.045262605E-1
2.970619584E-1,-3.310236931E0,7.641376257E-1,4.327126145E-1
3.070989584E-1,-3.236150980E0,1.145792246E0,7.585333586E-1
3.171349583E-1,-3.353026152E0,2.334878445E0,1.050740123E0
3.271719583E-1,-3.551468134E0,3.367173910E0,1.160780311E0
3.372089583E-1,-3.792853832E0,3.785669804E0,1.063699245E0
3.472459583E-1,-3.958179474E0,3.563856125E0,9.459179640E-1
3.572829583E-1,-3.537650108E0,2.486427069E0,7.453698516E-1
3.673199583E-1,-2.483440399E0,6.846934557E-1,4.543973505E-1
3.773559583E-1,-1.241950274E0,-9.605634809E-1,1.584967673E-1
3.873929583E-1,-2.213635445E-1,-1.847271442E0,-1.159692742E-2
3.974299583E-1,4.087167978E-1,-1.978653550E0,-1.170159876E-2
4.074669583E-1,7.031162381E-1,-1.573481083E0,1.194375157E-1
4.175039583E-1,7.991658449E-1,-8.371481299E-1,2.979319394E-1
4.275409583E-1,8.038258553E-1,-1.178713515E-2,4.463539124E-1
4.375769583E-1,7.171959281E-1,8.206442595E-1,4.943153858E-1
4.476139583E-1,5.250488520E-1,1.589637876E0,4.325497448E-1
4.576509583E-1,2.614490688E-1,2.095024109E0,3.014059067E-1
4.676879583E-1,-5.101376772E-2,2.305285692E0,9.868609905E-2
4.777249583E-1,-3.592342436E-1,2.298837423E0,-1.286785603E-1
4.877619583E-1,-6.067462564E-1,2.096711636E0,-3.049635887E-1
4.977979583E-1,-7.690487504E-1,1.685851216E0,-3.603620231E-1
5.078349583E-1,-8.556667566E-1,1.095420957E0,-2.711637020E-1
5.178719583E-1,-1.017262697E0,5.572683811E-1,-1.308068335E-1
5.279089583E-1,-1.924346566E0,5.767667294E-1,-9.792212397E-2
5.379459583E-1,-2.728965759E0,5.410263538E-1,-1.180562451E-1
5.479829583E-1,-2.868570805E0,6.335859001E-2,-1.813305616E-1
5.580189583E-1,-2.079347372E0,-1.218516111E0,-2.062801719E-1
5.680559583E-1,-4.962128699E-1,-2.317857265E0,-3.576284051E-1
5.780929583E-1,9.805090427E-1,-2.402928352E0,-5.739968419E-1
5.881299583E-1,1.838119626E0,-1.090631604E0,-5.846121907E-1
5.981669583E-1,2.030761957E0,7.394142747E-1,-4.051046073E-1
6.082039583E-1,1.870211244E0,1.709422827E0,-1.604898274E-1
6.182399583E-1,1.721550465E0,1.556556582E0,1.024023294E-1
6.282769583E-1,1.669473410E0,5.210365057E-1,2.561104000E-1
6.383139583E-1,1.825860620E0,-9.025892615E-1,2.388468683E-1
6.483509583E-1,2.181515455E0,-2.215658903E0,9.029361606E-2
6.583879583E-1,2.576919079E0,-2.878365278E0,-3.231387213E-2
6.684249583E-1,2.888499260E0,-2.821831942E0,-3.730996326E-2
6.784609583E-1,3.118478060E0,-2.316311598E0,8.623064309E-2
6.884979583E-1,3.317495346E0,-1.617514610E0,2.454586625E-1
6.985349583E-1,3.588751554E0,-7.869922519E-1,3.133905530E-1
7.085719583E-1,3.888953447E0,7.540158927E-2,2.834020257E-1
7.186089583E-1,4.034627914E0,9.187467694E-1,2.549699247E-1
7.286459583E-1,3.683455944E0,1.662088037E0,3.468593657E-1
7.386819583E-1,2.754044533E0,2.354368687E0,5.195581317E-1
7.487189583E-1,1.764131784E0,2.672280550E0,5.852148533E-1
7.587559583E-1,1.066537380E0,2.508137941E0,5.386149883E-1
7.687929583E-1,8.469635248E-1,1.832461953E0,4.492843449E-1
7.788299583E-1,1.099568248E0,9.274169207E-1,3.773913085E-1
7.888669583E-1,1.682922125E0,8.749111742E-2,3.540425897E-1
7.989029583E-1,2.301541090E0,-3.674034178E-1,3.119335175E-1
8.089399583E-1,2.696450710E0,-3.700793386E-1,2.764221132E-1
8.189769583E-1,2.775589466E0,-1.843192279E-1,2.000610232E-1
8.290139583E-1,2.618902445E0,-1.177644357E-1,8.792702854E-2
8.390509583E-1,2.337612629E0,-2.626042664E-1,7.655565441E-2
8.490869583E-1,1.988840342E0,-5.940951109E-1,1.129719839E-1
8.591239583E-1,1.621332765E0,-1.166708708E0,1.592784375E-1
8.691609583E-1,1.060460091E0,-2.568681479E0,1.164841056E-1
8.791979583E-1,4.192858040E-1,-3.946238518E0,1.704877615E-1
8.892349583E-1,-4.906888306E-2,-4.101655960E0,1.254315972E-1
8.992719583E-1,-3.056351542E-1,-3.180122852E0,1.398054212E-1
9.093079583E-1,-3.595364690E-1,-1.903989553E0,3.271252513E-1
9.193449583E-1,-2.817906439E-1,-1.005186439E0,5.256251097E-1
9.293819583E-1,-2.019733042E-1,-8.033273816E-1,6.479904652E-1
9.394189583E-1,-1.532993764E-1,-8.488236070E-1,6.944769621E-1
9.494559583E-1,-1.068546325E-1,-8.750157952E-1,6.493049264E-1
9.594929583E-1,-8.132279664E-2,-8.649636507E-1,5.427846909E-1
9.695289583E-1,-1.074907482E-1,-8.816089034E-1,4.629913568E-1
9.795652083E-1,-2.063488960E-1,-9.693468213E-1,3.942730725E-1
9.896022083E-1,-3.528421819E-1,-1.057090878E0,3.054057658E-1
9.996392083E-1,-5.165542364E-1,-1.090012312E0,2.065981328E-1
1.009676208E0,-6.910328269E-1,-1.067485690E0,1.051740423E-1
1.019712208E0,-8.611795902E-1,-1.004485607E0,3.517188132E-2
1.029749208E0,-1.011889458E0,-9.301165342E-1,2.674430795E-2
1.039786208E0,-1.140863776E0,-8.493974805E-1,6.445980817E-2
1.049823208E0,-1.231626391E0,-7.176993489E-1,1.250126362E-1
1.059860208E0,-1.276506662E0,-5.422033072E-1,2.053671181E-1
1.069897208E0,-1.254312396E0,-3.882496953E-1,3.138869405E-1
1.079933208E0,-1.029720664E0,-3.663551509E-1,4.023918211E-1
1.089970208E0,-5.772857666E-1,-2.797147930E-1,4.972381890E-1
1.100007208E0,-6.417444348E-2,-3.389154747E-2,5.675665736E-1
1.110044208E0,2.158763856E-1,-6.721275300E-2,4.743380845E-1
1.120081208E0,2.439992875E-1,-5.034361482E-1,2.700855732E-1
1.130118208E0,2.806419730E-1,-8.794422746E-1,1.652331799E-1
1.140154208E0,2.893898189E-1,-1.088735580E0,2.141718268E-1
1.150191208E0,1.363720447E-1,-1.145113587E0,3.500146270E-1
1.160228208E0,-1.588439643E-1,-9.666019082E-1,4.516668618E-1
1.170265208E0,-5.110696554E-1,-6.396206021E-1,4.645709395E-1
1.180302208E0,-9.190400839E-1,-3.105634153E-1,4.282489419E-1
1.190338208E0,-1.343518734E0,-7.751367241E-2,2.906441987E-1
1.200375208E0,-1.688812137E0,-1.068685129E-1,1.144082993E-1
1.210412208E0,-1.818438053E0,-3.016941845E-1,-7.674568146E-2
1.220449208E0,-1.502514839E0,-4.860170186E-1,-3.313574493E-1
1.230486208E0,-1.200375557E0,-6.218014359E-1,-6.741150618E-1
1.240522208E0,-1.225463629E0,-6.622192860E-1,-9.400780797E-1
1.250559208E0,-6.621192694E-1,3.600979745E-1,-1.017961144E0
1.260596208E0,4.447354376E-2,9.245285988E-1,-9.394668341E-1
1.270633208E0,7.139474750E-1,7.807179093E-1,-7.168457508E-1
1.280670208E0,1.418130875E0,8.197451830E-1,-5.208876133E-1
1.290707208E0,1.861772299E0,9.058017731E-1,-4.601888657E-1
1.300743208E0,1.764765739E0,9.684321880E-1,-4.237054586E-1
1.310780208E0,1.385968089E0,1.185573578E0,-3.419179320E-1
1.320817208E0,1.050087452E0,1.588706374E0,-2.865170836E-1
1.330854208E0,7.845830917E-1,1.990442991E0,-2.473065555E-1
1.340891208E0,4.956663847E-1,2.181816339E0,-2.161682099E-1
1.350927208E0,1.610207409E-1,2.100966930E0,-1.821348667E-1
1.360964208E0,-1.780772358E-1,1.784232140E0,-1.438195407E-1
1.371001208E0,-4.825881124E-1,1.227690339E0,-1.184422746E-1
1.381038208E0,-7.451790571E-1,5.191893578E-1,-1.015053689E-1
1.391075208E0,-9.722412229E-1,-1.793548465E-1,-8.234924823E-2
1.401112208E0,-1.183139443E0,-7.607235909E-1,-3.958053514E-2
1.411148208E0,-1.403982162E0,-1.163302302E0,1.680471189E-2
1.421185208E0,-1.640380859E0,-1.374280095E0,5.172936618E-2
1.431222208E0,-1.893120527E0,-1.430317998E0,6.192341447E-2
1.441259208E0,-2.216934681E0,-1.269072294E0,6.327442080E-2
1.451296208E0,-2.950460434E0,-6.998111010E-1,6.257587671E-2
1.461332208E0,-3.692526579E0,-1.172629520E-1,1.250504255E-1
1.471369208E0,-4.046117306E0,2.109000087E-1,2.576771677E-1
1.481406208E0,-4.059581280E0,5.260897875E-1,4.174910784E-1
1.491443208E0,-3.941908121E0,1.162100315E0,6.205573678E-1
1.501480208E0,-3.937561512E0,2.075994253E0,8.186262250E-1
1.511516208E0,-4.150784016E0,2.899189711E0,8.752927184E-1
1.521553208E0,-4.348361969E0,3.369130135E0,7.942397594E-1
1.531590208E0,-3.570791483E0,2.716318130E0,6.033334136E-1
1.541627208E0,-1.990736723E0,1.077925801E0,3.799932599E-1
1.551664208E0,-4.510767460E-1,-4.521073997E-1,3.040867448E-1
1.561701208E0,5.802512765E-1,-1.006748557E0,3.809364438E-1
1.571737208E0,1.098291993E0,-5.697200298E-1,4.258999228E-1
1.581774208E0,1.222425461E0,3.432976604E-1,4.185127020E-1
1.591811208E0,1.153193951E0,1.163813829E0,3.903314173E-1
1.601848208E0,1.028023124E0,1.767577767E0,3.221886754E-1
1.611885208E0,8.851830959E-1,2.117122173E0,2.322036475E-1
1.621921208E0,6.866355538E-1,2.323501587E0,1.138718203E-1
1.631958208E0,4.431491494E-1,2.367808104E0,-2.622962184E-2
1.641995208E0,1.556688398E-1,2.232663393E0,-1.886582226E-1
1.652032208E0,-1.384714395E-1,1.925825953E0,-3.248634934E-1
1.662069208E0,-4.406330287E-1,1.471914649E0,-4.145111442E-1
1.672105208E0,-7.240191698E-1,9.002507925E-1,-4.820044339E-1
1.682142208E0,-9.416189194E-1,2.865436673E-1,-5.334836245E-1
1.692179208E0,-1.062187314E0,-3.172828257E-1,-5.262017250E-1
1.702216208E0,-1.105660796E0,-8.681337833E-1,-4.609430134E-1
1.712253208E0,-1.086300135E0,-1.335628033E0,-3.502535224E-1
1.722289208E0,-1.034147501E0,-1.695920944E0,-2.020295262E-1
1.732326208E0,-1.027070165E0,-1.802905202E0,-4.360153154E-2
1.742363208E0,-2.235163927E0,-4.061633646E-1,-7.002122700E-2
1.752400208E0,-3.095194340E0,8.350830078E-1,-1.983839869E-1
1.762437208E0,-2.382423401E0,1.056720987E-1,-4.205796421E-1
1.772473208E0,-3.951089382E-1,-1.621050119E0,-7.042805552E-1
1.782510208E0,1.490652919E0,-2.232570410E0,-7.077829838E-1
1.792547208E0,2.396903515E0,-1.071458340E0,-4.850058258E-1
1.802584208E0,2.352239132E0,4.191640317E-1,-2.887095511E-1
1.812621208E0,1.990533352E0,8.875655532E-1,-5.713998526E-2
1.822657208E0,1.691886187E0,4.004896283E-1,1.878891885E-1
1.832694208E0,1.644493103E0,-6.484373212E-1,2.202087790E-1
1.842731208E0,1.924615145E0,-1.761470318E0,9.078498185E-2
1.852768208E0,2.386927843E0,-2.417767525E0,1.550673880E-2
1.862805208E0,2.806889296E0,-2.535162210E0,3.930751979E-2
1.872841208E0,3.065598011E0,-2.293172836E0,1.657176614E-1
1.882878208E0,3.244962692E0,-1.760837317E0,3.375782669E-1
1.892915208E0,3.488363743E0,-9.730750918E-1,4.182861745E-1
1.902952208E0,3.782078505E0,-6.992758811E-2,3.690583706E-1
1.912989208E0,3.882401705E0,8.587150574E-1,3.248829246E-1
1.923025208E0,3.492245913E0,1.780847549E0,4.056970775E-1
1.933062208E0,2.614206314E0,2.529024839E0,5.863555074E-1
1.943099208E0,1.756004810E0,2.680440426E0,6.657537222E-1
1.953136208E0,1.248801470E0,2.418317556E0,6.637513041E-1
1.963173208E0,1.072812915E0,1.828062057E0,6.300113201E-1
1.973209208E0,1.276603818E0,1.012444973E0,5.905363560E-1
1.983246375E0,1.733273506E0,3.667612374E-1,5.382494330E-1
1.993283375E0,2.216533899E0,5.883201957E-3,4.831039011E-1
2.003320375E0,2.515038967E0,-1.509385854E-1,5.005851984E-1
