"Time (s)","X (hPa)"
-5.612059167E-1,1.022034988E3
4.443220833E-1,1.022038956E3
1.449864083E0,1.022042923E3
2.455422083E0,1.022046432E3
3.460965083E0,1.022051163E3
3.812334083E0,1.022057266E3
4.884912083E0,1.022060318E3
5.957527083E0,1.022063980E3
7.030117083E0,1.022066269E3
8.102723083E0,1.022066269E3
9.175320083E0,1.022064743E3
1.024791908E1,1.022064133E3
1.132052508E1,1.022059555E3
1.239307108E1,1.022058182E3
1.346561608E1,1.022051010E3
1.453818208E1,1.022040939E3
1.561078908E1,1.022024765E3
1.668338708E1,1.022008133E3
1.775599608E1,1.021992722E3
1.882861608E1,1.021978302E3
1.990123708E1,1.021963959E3
2.097381608E1,1.021953812E3
2.204646108E1,1.021943512E3
2.311906808E1,1.021935272E3
2.419170208E1,1.021928558E3
2.526437708E1,1.021925583E3
2.633702108E1,1.021921844E3
2.740966808E1,1.021915894E3
2.848227508E1,1.021910400E3
2.955483908E1,1.021907043E3
3.062742308E1,1.021903763E3
3.169999808E1,1.021900406E3
3.277256808E1,1.021897202E3
3.384513708E1,1.021891708E3
3.491769008E1,1.021885605E3
3.599018708E1,1.021880188E3
3.706276208E1,1.021876526E3
3.813533608E1,1.021873550E3
3.920787408E1,1.021872330E3
4.028041208E1,1.021872101E3
4.135298308E1,1.021870499E3
4.242556108E1,1.021870499E3
4.349809508E1,1.021870499E3
4.457059608E1,1.021871109E3
4.564312208E1,1.021873550E3
4.671565708E1,1.021876831E3
4.778819708E1,1.021879501E3
4.886075308E1,1.021882248E3
4.993334308E1,1.021886444E3
5.100588008E1,1.021889801E3
5.207849208E1,1.021893234E3
5.315105108E1,1.021897659E3
5.422365608E1,1.021903229E3
5.529617808E1,1.021908340E3
5.636866908E1,1.021912918E3
5.744118408E1,1.021916122E3
5.851372908E1,1.021918488E3
5.958624708E1,1.021921768E3
6.065874308E1,1.021923676E3
6.173119308E1,1.021924744E3
6.280368508E1,1.021927338E3
6.387616208E1,1.021930618E3
6.494871108E1,1.021934280E3
6.602127108E1,1.021936722E3
6.709379608E1,1.021937790E3
6.816631308E1,1.021939697E3
6.923877908E1,1.021939697E3
7.031117808E1,1.021940613E3
7.138365008E1,1.021940994E3
7.245612008E1,1.021944199E3
7.352862008E1,1.021947937E3
7.460110208E1,1.021952591E3
7.567360508E1,1.021957397E3
7.674611808E1,1.021959534E3
7.781862608E1,1.021961670E3
7.889113708E1,1.021965027E3
7.996362108E1,1.021967316E3
8.103606008E1,1.021969452E3
8.210855308E1,1.021969452E3
8.318099608E1,1.021969223E3
8.425350008E1,1.021966019E3
8.532594308E1,1.021960983E3
8.639841108E1,1.021958694E3
8.747087908E1,1.021958466E3
8.854337508E1,1.021957626E3
8.961590108E1,1.021955261E3
9.068840308E1,1.021955032E3
9.176095608E1,1.021952744E3
9.283350708E1,1.021948547E3
9.390610508E1,1.021941986E3
9.497868908E1,1.021938400E3
9.605127308E1,1.021935883E3
9.712388408E1,1.021929855E3
9.819647408E1,1.021925659E3
9.926910608E1,1.021917572E3
1.003417231E2,1.021904373E3
1.014143601E2,1.021893387E3
1.024869981E2,1.021886444E3
1.035595781E2,1.021882248E3
1.046321301E2,1.021882248E3
1.057047051E2,1.021896286E3
1.067773221E2,1.021904984E3
1.078499651E2,1.021909866E3
1.089226161E2,1.021913223E3
1.099952231E2,1.021913223E3
1.110677961E2,1.021912155E3
1.121403891E2,1.021908188E3
1.132129881E2,1.021902847E3
1.142856051E2,1.021899948E3
1.153582011E2,1.021899948E3
1.164307861E2,1.021900330E3
1.175033871E2,1.021902466E3
1.185759661E2,1.021906433E3
1.196485331E2,1.021909790E3
1.207211281E2,1.021917877E3
1.217936741E2,1.021928940E3
1.228662261E2,1.021938400E3
1.239387761E2,1.021946030E3
1.250113091E2,1.021950684E3
1.260838661E2,1.021950684E3
1.271563701E2,1.021949158E3
1.282289411E2,1.021945648E3
1.293015471E2,1.021941681E3
1.303741811E2,1.021931915E3
1.314467761E2,1.021922836E3
1.325193641E2,1.021915054E3
1.335919401E2,1.021911316E3
1.346645231E2,1.021911316E3
1.357371351E2,1.021914902E3
1.368097211E2,1.021924133E3
1.378823041E2,1.021932602E3
1.389548421E2,1.021937180E3
1.400274111E2,1.021941223E3
1.410999581E2,1.021944809E3
1.421725191E2,1.021946030E3
1.432450311E2,1.021946487E3
1.443175561E2,1.021946487E3
1.453901231E2,1.021943741E3
1.464626701E2,1.021941986E3
1.475351471E2,1.021938248E3
1.486076331E2,1.021933975E3
1.496801321E2,1.021928406E3
1.507526101E2,1.021922455E3
1.518251211E2,1.021916122E3
1.528976501E2,1.021911469E3
1.539701431E2,1.021907120E3
1.550426791E2,1.021904984E3
1.561151761E2,1.021904984E3
1.571876741E2,1.021908340E3
1.582601861E2,1.021912918E3
1.593327441E2,1.021919556E3
1.604052491E2,1.021924820E3
1.614777591E2,1.021928406E3
1.625502371E2,1.021930237E3
1.636227681E2,1.021930695E3
1.646952681E2,1.021933670E3
1.657677421E2,1.021937790E3
1.668402241E2,1.021943130E3
1.679127651E2,1.021947021E3
1.689853101E2,1.021949005E3
1.700578601E2,1.021949997E3
1.711303961E2,1.021949997E3
1.722029641E2,1.021949234E3
1.732755171E2,1.021947708E3
1.743480311E2,1.021944199E3
1.754205591E2,1.021941223E3
1.764930861E2,1.021938171E3
