"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.602995832E-2,5.371078636E0,5.157299754E0,-2.801044924E0
2.606695832E-2,6.455742987E0,4.393585562E0,-3.292003462E0
3.610395832E-2,6.150987861E0,2.508565443E0,-5.610806876E0
4.614095832E-2,4.785886078E0,-2.796255469E-2,-6.186417895E0
5.617795832E-2,3.040643648E0,-1.622647952E0,-2.767092481E0
6.621395831E-2,5.509913170E-1,-2.882025937E0,2.577585976E0
7.625095831E-2,-8.020048298E-1,-3.263289540E0,7.653378468E0
8.628795831E-2,1.551190482E-1,-5.845122349E-1,-2.366276666E0
9.632495831E-2,-1.731901422E-1,1.151559421E0,-8.537687974E0
1.063619583E-1,9.299420910E-2,1.669333291E0,-7.289755329E0
1.163989583E-1,3.969885206E-1,1.379095048E0,-6.546654911E0
1.264349583E-1,3.978762376E-1,9.608255857E-1,-6.173382697E0
1.364719583E-1,3.601732449E-1,4.160270548E-1,-6.122410179E0
1.465089583E-1,3.002766518E-1,-1.569667500E-1,-6.328787656E0
1.565459583E-1,2.910418244E-2,-7.456269997E-1,-6.563670309E0
1.665829583E-1,-1.307240716E-1,-1.256464317E0,-6.659782746E0
1.766199583E-1,-3.517327525E-1,-1.569768072E0,-6.605109526E0
1.866559583E-1,-6.183650554E-1,-1.728146925E0,-6.374564338E0
1.966929583E-1,-8.393042184E-1,-1.949063503E0,-6.212598803E0
2.067299583E-1,-1.224789658E0,-2.140307216E0,-6.092934365E0
2.167669583E-1,-1.758910735E0,-2.025767278E0,-5.787838347E0
2.268039583E-1,-2.183175785E0,-1.628118022E0,-5.314074715E0
2.368409583E-1,-2.407322365E0,-1.165257109E0,-4.998771797E0
2.468779583E-1,-2.766867948E0,-6.232640719E-1,-4.497622731E0
2.569139584E-1,-2.534022173E0,8.378422683E-1,-3.376537244E0
2.669509584E-1,-2.487456409E0,1.700643377E0,-2.620432034E0
2.769879584E-1,-3.278204618E0,8.764444166E-1,-2.758008832E0
2.870249584E-1,-4.188629251E0,2.479044020E-2,-3.255286456E0
2.970619584E-1,-4.650945497E0,4.807522237E-2,-3.005768808E0
3.070989584E-1,-4.268970287E0,3.950805742E-1,-1.351921867E0
3.171349583E-1,-3.176863600E0,7.755781925E-1,6.289499044E-1
3.271719583E-1,-2.197311721E0,5.065934086E-1,2.031984622E0
3.372089583E-1,-1.283324672E0,5.039715171E-3,2.615625622E0
3.472459583E-1,-6.489785184E-1,-3.661204845E-1,3.498182133E0
3.572829583E-1,2.469793725E-1,-4.377336735E-1,6.622113229E0
3.673199583E-1,1.259729841E0,-1.350893927E-1,9.844026117E0
3.773559583E-1,1.219371628E0,2.991429681E-1,9.271501844E0
3.873929583E-1,7.243852347E-1,4.572698057E-1,7.838296663E0
3.974299583E-1,-1.634226608E-1,2.435248375E-2,5.767456123E0
4.074669583E-1,-6.749945350E-1,-4.463454527E-1,3.678887994E0
4.175039583E-1,-7.753141907E-1,-3.010953534E-1,2.376897548E0
4.275409583E-1,-5.527881664E-1,2.784561038E-2,1.878638761E0
4.375769583E-1,-1.822811007E-1,2.906557345E-1,1.391567159E0
4.476139583E-1,3.650947367E-1,3.765308672E-1,7.962460533E-1
4.576509583E-1,4.909889442E-1,2.887735158E-1,9.646502495E-2
4.676879583E-1,5.327797253E-1,6.288563490E-2,-7.077472749E-1
4.777249583E-1,3.417832035E-1,-5.803846854E-1,-1.231235628E0
4.877619583E-1,-1.996574177E-1,-1.339088398E0,-1.462486868E0
4.977979583E-1,-1.131178513E0,-2.282554770E0,-1.433866794E0
5.078349583E-1,-2.348102350E0,-3.188959735E0,-1.308307778E0
5.178719583E-1,-3.213986987E0,-3.611046844E0,-9.257054543E-1
5.279089583E-1,-3.416942966E0,-2.963764749E0,4.352506533E-1
5.379459583E-1,-3.482078609E0,-2.057737514E0,2.302698136E0
5.479829583E-1,-3.675586072E0,-1.876248711E0,3.931434793E0
5.580189583E-1,-3.754719365E0,-2.023485695E0,7.931072094E0
5.680559583E-1,-3.608056578E0,-2.413317808E0,1.326469522E1
5.780929583E-1,-3.378420632E0,-2.875449573E0,1.449622292E1
5.881299583E-1,-3.799102070E0,-3.645007473E0,1.332482097E1
5.981669583E-1,-4.597346994E0,-4.092919979E0,1.162333618E1
6.082039583E-1,-5.118463132E0,-4.080123932E0,7.456506225E0
6.182399583E-1,-5.181919456E0,-3.461726498E0,3.865018025E0
6.282769583E-1,-4.851918392E0,-2.553825815E0,2.191895446E0
6.383139583E-1,-3.694914043E0,-1.840921004E0,2.769136375E0
6.483509583E-1,-2.528433112E0,-1.825287303E0,4.698904359E0
6.583879583E-1,-2.390860699E0,-2.835687922E0,5.685101599E0
6.684249583E-1,-2.816786213E0,-4.369662849E0,4.929446039E0
6.784609583E-1,-2.784217222E0,-5.406016334E0,2.503258510E0
6.884979583E-1,-2.041300260E0,-5.448605699E0,-3.585604001E-1
6.985349583E-1,-1.149783037E0,-5.166181675E0,-2.191321249E0
7.085719583E-1,-3.280406387E-1,-5.149855664E0,-3.509736232E0
7.186089583E-1,2.907155223E-1,-5.752055726E0,-4.640857880E0
7.286459583E-1,6.733001581E-1,-6.717679537E0,-5.769116732E0
7.386819583E-1,1.063536168E0,-7.522520705E0,-6.225427594E0
7.487189583E-1,1.431329541E0,-6.764882939E0,-6.102212727E0
