"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.458999970E-3,1.398773706E0,-2.371255862E0,-1.984959560E0
1.343399996E-2,2.708444616E0,-4.207017868E0,-3.187395020E0
2.340900002E-2,4.606051744E0,-6.177099772E0,-5.042846940E0
3.338500002E-2,7.709588921E0,-8.549355508E0,-6.898181330E0
4.336000001E-2,1.013814106E1,-7.444030021E0,-6.993369908E0
5.333600001E-2,9.384416256E0,-4.170873889E0,-4.791727738E0
6.331100001E-2,4.936653317E0,-1.280279442E0,-1.234470016E0
7.328700001E-2,1.012463297E0,1.328117267E0,1.405445379E0
8.326200000E-2,-1.165036523E0,2.845365064E0,3.109201959E0
9.323800000E-2,-1.978566361E0,3.598589936E0,3.989463438E0
1.032130000E-1,-2.074038382E0,3.695332119E0,3.541387795E0
1.131880000E-1,-2.249457629E0,3.385396360E0,2.720449827E0
1.231640000E-1,-2.485650789E0,3.184243371E0,1.929823825E0
1.331390000E-1,-2.675334465E0,2.921138547E0,1.062957147E0
1.431150000E-1,-2.215212972E0,2.723619602E0,-1.427112017E-1
1.530900000E-1,-1.785212095E0,2.365958285E0,-8.413465047E-1
1.630660000E-1,-1.476787842E0,2.306793818E0,-1.360420210E0
1.730410000E-1,-1.038086016E0,2.485679440E0,-1.969096064E0
1.830170000E-1,-9.011003709E-1,2.454040741E0,-2.017912713E0
1.929920000E-1,-8.095021297E-1,2.169747947E0,-1.453968644E0
2.029670000E-1,-1.724365823E-1,1.451542634E0,-1.236312620E-1
2.129430000E-1,1.386144305E0,7.739707929E-1,1.255034673E0
2.229180000E-1,2.564652520E0,-1.343093741E-1,2.828887610E0
2.328940000E-1,2.188841445E0,-7.641860622E-1,4.782160524E0
2.428690000E-1,8.897434701E-1,-9.628896528E-1,6.107393360E0
2.528450000E-1,-4.640572536E-1,-9.411385953E-1,6.074596328E0
2.628200000E-1,-1.142762139E0,-9.346131027E-1,4.855913794E0
2.727960000E-1,-6.845820683E-1,-1.125990717E0,3.338727393E0
2.827710000E-1,4.044595081E-1,-1.587971039E0,2.229246290E0
2.927460000E-1,1.903150289E0,-1.826950251E0,1.590391348E0
3.027220000E-1,4.056792372E0,-2.036561238E0,1.131485492E0
3.126970000E-1,5.667589188E0,-1.916059479E0,7.890571940E-1
3.226730000E-1,6.570265968E0,-1.399653858E0,-1.331693132E-1
3.326480000E-1,6.786373796E0,-1.599905207E0,-9.279193564E-1
3.426240000E-1,5.837574763E0,-2.540315824E0,5.051394984E-2
3.525990000E-1,4.152335584E0,-3.219654109E0,1.750840992E0
3.625740000E-1,3.183036213E0,-4.263713640E0,2.802090991E0
3.725500000E-1,2.879589110E0,-5.881956300E0,3.733881058E0
3.825250000E-1,3.422279427E0,-6.657353228E0,4.244583889E0
3.925010000E-1,4.920476995E0,-5.822277278E0,4.431276129E0
4.024760000E-1,5.901478983E0,-4.514244611E0,4.311214081E0
4.124520000E-1,5.142199904E0,-3.083867728E0,3.031838619E0
4.224270000E-1,3.189181052E0,-1.049072349E0,7.120598888E-1
4.324020000E-1,1.061241720E0,3.664309716E-1,-1.292570289E0
4.423780000E-1,-1.302324322E0,1.307971855E0,-2.204334227E0
4.523530000E-1,-3.177702968E0,1.293887082E0,-1.362118242E0
4.623290000E-1,-4.740275164E0,5.506077397E-1,-7.913611431E-1
4.723040000E-1,-5.548165655E0,-1.055943997E0,-1.034055676E0
4.822800000E-1,-5.914250472E0,-3.034725389E0,-1.926347801E0
4.922550000E-1,-6.560068424E0,-4.468638668E0,-2.576242871E0
5.022310000E-1,-6.711644626E0,-5.585425283E0,-2.240779484E0
5.122060000E-1,-5.470352663E0,-6.146514156E0,-8.633381751E-1
5.221810000E-1,-3.521392656E0,-5.763720337E0,8.149650371E-1
5.321570000E-1,-1.440265110E0,-4.644517068E0,1.560235941E0
5.421320000E-1,7.924621008E-1,-3.477575376E0,1.580034029E0
5.521080000E-1,3.604668994E0,-2.680364825E0,6.416626284E-1
5.620830000E-1,6.024184558E0,-2.734839240E0,-1.816704760E0
5.720590000E-1,7.733053797E0,-2.840962111E0,-4.976655874E0
5.820340000E-1,8.080933893E0,-1.656448367E0,-5.007335629E0
5.920090000E-1,6.543016773E0,5.521584213E-1,-5.896510019E0
6.019850000E-1,4.047907236E0,2.625895087E0,-8.188021554E0
6.119600000E-1,2.785390466E0,3.605767393E0,-7.852202511E0
6.219360000E-1,1.912708440E0,4.283331633E0,-6.610952064E0
6.319110000E-1,1.214692101E0,4.944332466E0,-5.571850972E0
6.418870000E-1,7.622787736E-1,5.303148608E0,-5.340258547E0
6.518620000E-1,4.160411612E-1,5.474298365E0,-5.086119259E0
6.618376250E-1,2.343901710E-1,5.420432644E0,-4.795345995E0
6.718126250E-1,-2.738618734E-1,5.349069716E0,-4.824738779E0
6.817876250E-1,-7.628333089E-1,5.434454268E0,-4.449645157E0
6.917636250E-1,-9.274143762E-1,5.473291474E0,-3.830534070E0
7.017386250E-1,-1.260390723E0,5.288548111E0,-3.255400185E0
7.117146250E-1,-1.502040651E0,4.422203005E0,-3.211307209E0
7.216896250E-1,-1.617631333E0,3.616895229E0,-3.391054711E0
7.316656250E-1,-1.454295503E0,3.160886668E0,-3.508082054E0
7.416406250E-1,-1.329984868E0,3.134518649E0,-3.267035267E0
7.516156250E-1,-1.388554966E0,3.228625492E0,-2.181210244E0
7.615916250E-1,-1.521905689E0,2.916001183E0,-6.655675077E-1
7.715666250E-1,-1.354745195E0,1.898820133E0,8.471469426E-1
7.815426250E-1,-1.421804280E0,2.910077369E-1,2.328274734E0
