,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,bar_pressure,labelcycling,labelmetro,labeltram,labelwalking,labelbus,person,session
2026-06-07 13:50:11.554542991,-0.11634003115233495,-0.1185205557119368,-0.35169141208829646,-0.6816533261068035,0.3987513782710687,0.24531936500343016,1021.584396,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:11.804542991,-0.11970909597685325,0.03662644317704656,-0.039267974642921706,-0.20675193035391012,-0.34132114836642163,-0.10087307301418648,1021.5834805,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:12.054542991,-0.4829659385659712,-0.7513148655686034,0.07255786797876404,0.6774855436272612,-0.4721786237857727,-0.5238551143358366,1021.5825649999999,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:12.304542991,-0.12032299834259184,-0.1936063528999927,0.2431398754640508,0.79193880840381,-0.12167821958417506,-0.41310896352612325,1021.5816495,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:12.554542991,-0.02484616083665052,0.5506355835688233,0.3446760414172972,0.17344054742256748,-0.1559250818831326,-0.13060163970542343,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:12.804542991,0.1321643118684476,-0.11742160679096027,0.35022794347902486,-0.37566642220517726,-0.15638868238549217,0.07268920938233008,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:13.054542991,0.5190586122014745,-0.290205855641069,0.12123453369304033,-0.6650772725283657,0.4664496867353368,0.26494728201045253,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:13.304542991,0.03383373028736186,0.1535526532103115,-0.295252295784872,-0.7113713636429597,0.6074744942062931,0.2753326196829269,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:13.554542991,-0.3972640606947577,-0.2938060578327927,-0.3122305278545136,-0.1427993803630643,-0.24735900446787915,-0.029468636623866062,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:13.804542991,-0.12538921480646847,-0.4704193545906178,-0.1226125709254549,0.8462383299940895,-0.5310655904626297,-0.4544413306144856,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:14.054542991,0.1905191434181795,0.32040069884813727,0.1332592675038954,0.9110178832712075,-0.06080593681722234,-0.32023836485008256,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:14.304542991,0.37966888790700337,0.41645499865989305,0.23318924203268485,-0.0049957657802841915,0.0026327423116456754,0.1587103525370193,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:14.554542991,0.38038572896798134,0.06229644947731689,-0.12676185852650754,-0.5845177224746534,0.17398145099984869,0.21156581991029488,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:14.804542991,0.14187467755475325,0.2015389405119565,-0.21976427191949552,-0.823116912099073,0.5679627169327418,0.26880459511766075,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:15.054542991,-0.35872148881313093,-0.08668042837156151,-0.26441153160137265,-0.5365793512208331,0.08006623472907325,0.22000529461022283,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:15.304542991,-0.4666280972744457,-0.22114808315221002,-0.33683683738410947,0.7046001221363346,-0.5324907778695217,-0.3669598027505764,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:15.554542991,0.07651681461059741,0.3999174072406203,0.30324184953155137,1.10633571431729,-0.27558498780712765,-0.4493385522808302,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:15.804542991,0.02056004919567261,0.3179156230248025,0.3169847379475389,0.1342501013489319,-0.09781086456767417,-0.017893260968259963,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:16.054542991,-0.10248744383918335,0.06709071017240902,-0.21066586777607546,-0.499145100681406,0.015219847025413919,0.06771466380229277,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:16.304542991,0.4349431802024279,0.32893978843897675,0.1637817221840743,-0.8862935143410711,0.6057443094246258,0.22541492905322386,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:16.554542991,0.086120388994018,-0.1725695034840365,-0.13852506451760502,-0.797826157906536,0.41133166884630845,0.24467466434963045,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:16.804542991,-0.3413858071299831,-0.48121138461806595,-0.8683729260551813,0.6880956589331387,-0.3979875046131068,-0.24280673469029393,1021.580734,1,0,0,0,0,giray,giray_cycling_s1
2026-06-07 13:50:17.054542991,0.33191499316585693,0.35804070182938263,-0.25441759164823213,1.4174717013753226,-0.2944244865272897,-0.2657558051866629,1021.580963,1,0,0,0,0,giray,giray_cycling_s1
