"Time (s)","X (hPa)"
-5.639070834E-1,1.020919800E3
4.412859167E-1,1.020917816E3
1.446523917E0,1.020915756E3
2.451767917E0,1.020912018E3
3.456979917E0,1.020912018E3
3.808712917E0,1.020914383E3
4.880910917E0,1.020914917E3
5.953156917E0,1.020920410E3
7.025346917E0,1.020935364E3
8.097567917E0,1.020959549E3
9.169785917E0,1.020992432E3
1.024199292E1,1.021030960E3
1.131418692E1,1.021075287E3
1.238642892E1,1.021122208E3
1.345864592E1,1.021166000E3
1.453085192E1,1.021196442E3
1.560300492E1,1.021225281E3
1.667514192E1,1.021253204E3
1.774738492E1,1.021279373E3
1.881962492E1,1.021310120E3
1.989186492E1,1.021352386E3
2.096410192E1,1.021399460E3
2.203635992E1,1.021445999E3
2.310864392E1,1.021489563E3
2.418091992E1,1.021524734E3
2.525320092E1,1.021556396E3
2.632544592E1,1.021586838E3
2.739767892E1,1.021615753E3
2.846987292E1,1.021646271E3
2.954207192E1,1.021678848E3
3.061430792E1,1.021707764E3
3.168652792E1,1.021734085E3
3.275877592E1,1.021759262E3
3.383098992E1,1.021778641E3
3.490325792E1,1.021792297E3
3.597546892E1,1.021801376E3
3.704762392E1,1.021805649E3
3.811981292E1,1.021805878E3
3.919200992E1,1.021806412E3
4.026412192E1,1.021806488E3
4.133635792E1,1.021807251E3
4.240855392E1,1.021807251E3
4.348073892E1,1.021806870E3
4.455294492E1,1.021804352E3
4.562514992E1,1.021802902E3
4.669735192E1,1.021801682E3
4.776951792E1,1.021800537E3
4.884170692E1,1.021799545E3
4.991392092E1,1.021798019E3
5.098610292E1,1.021796188E3
5.205826792E1,1.021794052E3
5.313041192E1,1.021794052E3
5.420253992E1,1.021795197E3
5.527469192E1,1.021800385E3
5.634689692E1,1.021806412E3
5.741908592E1,1.021814270E3
5.849126992E1,1.021822510E3
5.956347992E1,1.021831741E3
6.063568892E1,1.021834869E3
6.170792592E1,1.021836929E3
6.278010892E1,1.021839447E3
6.385232292E1,1.021840591E3
6.492455392E1,1.021841660E3
6.599677392E1,1.021847687E3
6.706894992E1,1.021854477E3
6.814107292E1,1.021857147E3
6.921319292E1,1.021861801E3
7.028535992E1,1.021868362E3
7.135752092E1,1.021874619E3
7.242970392E1,1.021881638E3
7.350187492E1,1.021891327E3
7.457402992E1,1.021898651E3
7.564616892E1,1.021906052E3
7.671836692E1,1.021910706E3
7.779053792E1,1.021915054E3
7.886267092E1,1.021920090E3
7.993476992E1,1.021923447E3
8.100683192E1,1.021923904E3
8.207889592E1,1.021926422E3
8.315094292E1,1.021927032E3
8.422306992E1,1.021927032E3
8.529511992E1,1.021927032E3
8.636712092E1,1.021927948E3
8.743914792E1,1.021927948E3
8.851116292E1,1.021924515E3
8.958323092E1,1.021917343E3
9.065537592E1,1.021911240E3
9.172755192E1,1.021904755E3
9.279968092E1,1.021886444E3
9.387178092E1,1.021875458E3
9.494392492E1,1.021861038E3
9.601604692E1,1.021847458E3
9.708812192E1,1.021830444E3
9.816021292E1,1.021830444E3
9.923226492E1,1.021836777E3
1.003044119E2,1.021861343E3
1.013766109E2,1.021890411E3
1.024487679E2,1.021920395E3
1.035209759E2,1.021949768E3
1.045931209E2,1.021970596E3
1.056652709E2,1.021982651E3
1.067373929E2,1.021994629E3
1.078095029E2,1.022004318E3
1.088815589E2,1.022011108E3
1.099536269E2,1.022011108E3
1.110257269E2,1.022009583E3
1.120978569E2,1.022009583E3
1.131700179E2,1.022010803E3
1.142421509E2,1.022018433E3
1.153142809E2,1.022028732E3
1.163864429E2,1.022030869E3
1.174586259E2,1.022030869E3
1.185308239E2,1.022026596E3
1.196029749E2,1.022018433E3
1.206751459E2,1.022007980E3
1.217472269E2,1.022007980E3
1.228193309E2,1.022009964E3
1.238914639E2,1.022014923E3
1.249636099E2,1.022019119E3
1.260357399E2,1.022019119E3
1.271079089E2,1.022019043E3
1.281800649E2,1.022010803E3
1.292521749E2,1.022000961E3
1.303242709E2,1.021994247E3
1.313963709E2,1.021987915E3
1.324684869E2,1.021987915E3
1.335406239E2,1.021990433E3
1.346126769E2,1.021993332E3
1.356847179E2,1.021994247E3
1.367568049E2,1.021996078E3
1.378289669E2,1.021997604E3
1.389011179E2,1.021999130E3
1.399732959E2,1.022000504E3
1.410454679E2,1.022002716E3
1.421176189E2,1.022004776E3
1.431897259E2,1.022006607E3
1.442618269E2,1.022006607E3
1.453340429E2,1.022005615E3
1.464062809E2,1.022002182E3
1.474784979E2,1.021998444E3
1.485507369E2,1.021996078E3
1.496229129E2,1.021996078E3
1.506950699E2,1.021997375E3
1.517672199E2,1.021999969E3
1.528393799E2,1.022002487E3
1.539115269E2,1.022002487E3
1.549837069E2,1.022002487E3
1.560558829E2,1.022002029E3
1.571280369E2,1.022002029E3
1.582002119E2,1.022005386E3
1.592723759E2,1.022010040E3
1.603444729E2,1.022014923E3
1.614165499E2,1.022018814E3
1.624886709E2,1.022018814E3
1.635608189E2,1.022014008E3
1.646329489E2,1.021988297E3
1.657051109E2,1.021939316E3
1.667773049E2,1.021867065E3
1.678494799E2,1.021772079E3
1.689216599E2,1.021659698E3
1.699938399E2,1.021541290E3
1.710660269E2,1.021420517E3
1.721381719E2,1.021298523E3
1.732104119E2,1.021177597E3
1.742826079E2,1.021064835E3
1.753548289E2,1.020974121E3
1.764270709E2,1.020909882E3
